"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MOB41",3.07468848522325e-06,0.322756949512724,0.351,0.181,0.0477468374870319,"4","MOB4"
"EIF1B",3.08752655919327e-06,0.233963299192105,0.44,0.236,0.0479461999377123,"4","EIF1B"
"NAPA",3.14469329116972e-06,0.382448995281807,0.304,0.15,0.0488339421185746,"4","NAPA"
"SPTY2D11",3.16848950656031e-06,0.625530768284073,0.194,0.081,0.0492034735473751,"4","SPTY2D1"
"TPM41",3.1790539343534e-06,0.425675648588595,0.382,0.208,0.0493675285465739,"4","TPM4"
"LDLRAD41",3.80913822160761e-32,2.38022447531026,0.658,0.212,5.91521074433446e-28,"5","LDLRAD4"
"EEF1G2",6.57111367715389e-22,1.14524019040896,0.892,0.446,1.02042824292523e-17,"5","EEF1G"
"KLRK11",5.77200623264879e-19,2.0448233323209,0.495,0.186,8.96334847868031e-15,"5","KLRK1"
"HLA-B1",8.81669219300125e-19,0.636047752203765,0.991,0.932,1.36914413065116e-14,"5","HLA-B"
"RPLP21",1.54739918287639e-18,0.581570717311291,0.982,0.99,2.40295619108875e-14,"5","RPLP2"
"TPT11",4.10471189158517e-18,0.659973366463039,0.973,0.964,6.37420709644262e-14,"5","TPT1"
"GPR151",1.94955037308048e-16,2.69236750697288,0.333,0.096,3.02745677435668e-12,"5","GPR15"
"UBC2",2.82161310331923e-16,0.985352086222403,0.946,0.836,4.38168298814443e-12,"5","UBC"
"CLEC2D1",4.96877878841312e-16,1.74900111030233,0.559,0.26,7.71601658052673e-12,"5","CLEC2D"
"TRGC22",5.03285318462339e-16,1.5034120986771,0.676,0.354,7.81551771040167e-12,"5","TRGC2"
"SAMSN11",1.00946490159077e-14,1.23958173938639,0.712,0.403,1.5675980456803e-10,"5","SAMSN1"
"KIR2DL41",2.45792401334393e-14,2.38870437416315,0.36,0.123,3.8169102003218e-10,"5","KIR2DL4"
"DDX241",6.93519581473671e-14,1.41732061283276,0.622,0.358,1.07696655807046e-09,"5","DDX24"
"ZNF3313",8.89377906282927e-14,1.18033234795988,0.712,0.431,1.38111495066676e-09,"5","ZNF331"
"KLRC22",9.78850474060384e-13,1.19533042115931,0.541,0.235,1.52005690116837e-08,"5","KLRC2"
"CREM2",1.14753548194554e-12,0.864609695290755,0.856,0.529,1.78200784991322e-08,"5","CREM"
"CRIP11",1.71864194968662e-12,0.988662598347577,0.775,0.483,2.66887908366835e-08,"5","CRIP1"
"GPR652",2.43677220763002e-12,1.3715196085286,0.613,0.363,3.78406356122866e-08,"5","GPR65"
"CCL52",2.46259799340367e-12,0.550667966321623,0.982,0.824,3.82416842395656e-08,"5","CCL5"
"RGS11",3.68816066705454e-12,1.0250748015556,0.802,0.541,5.727344699869e-08,"5","RGS1"
"ISG151",4.81996976682613e-11,1.47906356624961,0.613,0.399,7.48493105090429e-07,"5","ISG15"
"G3BP21",7.53989280328258e-11,1.55707551806954,0.523,0.276,1.17086995342175e-06,"5","G3BP2"
"CD3E2",8.13101100708591e-11,0.76697511974871,0.829,0.57,1.26266469929037e-06,"5","CD3E"
"ELF12",1.12586637048332e-10,1.47463442546094,0.541,0.312,1.74835788672354e-06,"5","ELF1"
"EIF4A12",1.35794985370995e-10,0.935591860207102,0.694,0.436,2.10876032782618e-06,"5","EIF4A1"
"RPLP11",2.64061800225141e-10,0.413465684907943,1,0.997,4.10061569569621e-06,"5","RPLP1"
"SRSF51",2.84742951900327e-10,1.01819460573382,0.73,0.508,4.42177330006017e-06,"5","SRSF5"
"MALAT12",4.88537662617508e-10,0.364821186890948,1,0.985,7.58650136278728e-06,"5","MALAT1"
"EEF1A11",5.41025919303211e-10,0.333518230373671,1,0.997,8.40159150085956e-06,"5","EEF1A1"
"PGK11",5.7835635521137e-10,0.869347816140798,0.712,0.485,8.98129584007737e-06,"5","PGK1"
"PET1001",6.34042792160143e-10,1.32480965170104,0.486,0.263,9.84605051945486e-06,"5","PET100"
"LEPROTL12",3.41096461427988e-09,1.05958364619243,0.613,0.397,5.29688694951523e-05,"5","LEPROTL1"
"RANBP21",4.23357945742834e-09,2.14637712466401,0.324,0.145,6.57432553944048e-05,"5","RANBP2"
"GABARAPL11",1.35331809839623e-08,1.60345565354711,0.378,0.186,0.000210156767499951,"5","GABARAPL1"
"USP111",3.35286824991327e-08,1.88564113323039,0.234,0.085,0.000520666910529031,"5","USP11"
"TUBA1A1",7.10161956679606e-08,1.04546691594437,0.55,0.342,0.00110281050252776,"5","TUBA1A"
"BOLA2B",7.69539724782751e-08,2.07985596602804,0.18,0.056,0.00119501823861513,"5","BOLA2B"
"PRL",9.79932619689886e-08,9.73800898015397,0.018,0,0.00152173736511642,"5","PRL"
"LINC00200",9.79932619689886e-08,8.12735752420814,0.018,0,0.00152173736511642,"5","LINC00200"
"HIST1H4C1",1.10188431905357e-07,1.26451546665397,0.468,0.282,0.00171111615905829,"5","HIST1H4C"
"THBS11",1.25724025740121e-07,2.59647734379523,0.126,0.03,0.00195236839571833,"5","THBS1"
"MYADM2",1.48501910830207e-07,1.30948983636336,0.441,0.257,0.00230608617328229,"5","MYADM"
"TNFRSF91",1.82503876182455e-07,2.07148562164694,0.216,0.079,0.00283410269323735,"5","TNFRSF9"
"TUBB4B2",2.12965993847119e-07,0.912060668646029,0.586,0.394,0.00330714891845192,"5","TUBB4B"
"KPNA22",2.98124798623609e-07,1.55361422655742,0.342,0.173,0.00462957999782603,"5","KPNA2"
"PTMA1",3.09110871053665e-07,0.315227743491159,0.982,0.99,0.00480018271659236,"5","PTMA"
"HSPA82",3.36798770460912e-07,0.618580790223168,0.91,0.798,0.0052301481064875,"5","HSPA8"
"CD75",3.70679425338312e-07,0.455130297586472,0.946,0.784,0.00575628079607865,"5","CD7"
"AHI11",4.23222273268752e-07,1.57335324473081,0.225,0.084,0.00657221868159046,"5","AHI1"
"RGS22",4.81073235361394e-07,0.826123985835346,0.613,0.393,0.00747058627192709,"5","RGS2"
"A1BG-AS1",5.18293539094533e-07,2.6382935717912,0.072,0.011,0.008048580368599,"5","A1BG-AS1"
"LSP11",6.83643787158974e-07,0.680672921417366,0.739,0.615,0.0106163043707917,"5","LSP1"
"HSP90AB13",7.50358554319423e-07,0.523556146451719,0.802,0.609,0.0116523179900263,"5","HSP90AB1"
"UBA52",1.38305067305351e-06,0.338696840031339,0.946,0.928,0.021477393901848,"5","UBA52"
"HSP90AA13",1.3958981448154e-06,0.458518116049485,0.901,0.745,0.0216769022908384,"5","HSP90AA1"
"ZEB22",1.43923240288091e-06,1.72353738140631,0.333,0.173,0.0223498399843377,"5","ZEB2"
"ZG162",1.95053714966623e-06,1.44357727615119,0.189,0.067,0.0302898913971668,"5","ZG16"
"GLIPR11",2.15582190081989e-06,1.2914283332496,0.423,0.256,0.033477758297832,"5","GLIPR1"
"RBM41",2.59112483214237e-06,1.32743896142811,0.378,0.22,0.0402375775183389,"5","RBM4"
"DDX53",3.11454839247187e-06,0.517789397455408,0.892,0.793,0.0483658219866956,"5","DDX5"
