"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CXCR4",8.95332298604272e-51,1.31293175496719,0.84,0.543,1.39036152650257e-46,"0","CXCR4"
"RGCC",3.6916423703839e-48,1.74469132384681,0.627,0.289,5.73275143696915e-44,"0","RGCC"
"EIF1",1.58329457907575e-33,0.529043473333527,0.976,0.946,2.45869815184673e-29,"0","EIF1"
"DUSP2",2.14558837035305e-33,1.34257728636195,0.653,0.417,3.33188418032126e-29,"0","DUSP2"
"DNAJB1",2.60217418657298e-32,1.33845248266126,0.64,0.371,4.04091629432918e-28,"0","DNAJB1"
"MALAT1",2.96150909317702e-31,0.504518136629558,1,0.979,4.59892747079459e-27,"0","MALAT1"
"GZMK",1.63503141659271e-29,1.72272609432194,0.39,0.153,2.53904028682682e-25,"0","GZMK"
"DNAJA1",2.20052886265325e-29,1.13127747974334,0.727,0.509,3.41720127081424e-25,"0","DNAJA1"
"YPEL5",9.61485454907963e-28,1.04817037924115,0.705,0.457,1.49309076292658e-23,"0","YPEL5"
"BTG1",3.1236712630195e-27,0.737351073425978,0.9,0.772,4.85074910434298e-23,"0","BTG1"
"LTB",3.26799271877199e-27,1.19638034042166,0.49,0.24,5.07486589298102e-23,"0","LTB"
"JUNB",5.49646574929322e-27,1.00440235341006,0.822,0.631,8.53546166207744e-23,"0","JUNB"
"IL7R",5.61516959728482e-24,1.51606120228362,0.353,0.143,8.71979686762359e-20,"0","IL7R"
"TNFAIP3",7.08503779418502e-24,1.12597797046319,0.544,0.319,1.10023551905899e-19,"0","TNFAIP3"
"ZFP36L2",7.88403619178607e-24,0.846272887934435,0.781,0.622,1.22431198022246e-19,"0","ZFP36L2"
"HSPA8",2.12716809283339e-23,0.680809366134323,0.885,0.768,3.30327933136096e-19,"0","HSPA8"
"GPR183",3.9051362911182e-22,1.71063071888113,0.295,0.11,6.06428614647746e-18,"0","GPR183"
"SPOCK2",8.6924285705575e-22,1.81397492120007,0.275,0.097,1.34984723272187e-17,"0","SPOCK2"
"LMNA",2.0195489566499e-21,1.52335125787603,0.351,0.158,3.13615757478163e-17,"0","LMNA"
"CD6",1.16907196373956e-20,1.95540781464167,0.189,0.048,1.81545185249117e-16,"0","CD6"
"HSP90AA1",2.51409768363251e-20,0.806726660596837,0.827,0.721,3.90414229291293e-16,"0","HSP90AA1"
"BCL11B",3.92035486644853e-20,2.22312179594975,0.199,0.057,6.08791907210792e-16,"0","BCL11B"
"CD28",6.31039798193108e-20,3.15244293986232,0.095,0.007,9.79941702614077e-16,"0","CD28"
"SRSF2",2.91468698752187e-18,0.798421376079113,0.66,0.487,4.52621742292271e-14,"0","SRSF2"
"HSPA1B",3.54705223021077e-16,1.40867566789072,0.419,0.244,5.5082174082943e-12,"0","HSPA1B"
"LIME1",3.77611338637355e-16,2.16810552931946,0.156,0.043,5.86392647769948e-12,"0","LIME1"
"H3F3B",4.57057654012619e-16,0.479800329157506,0.97,0.913,7.09764830916196e-12,"0","H3F3B"
"ANXA1",4.61954278804375e-16,1.44864594148625,0.505,0.345,7.17368799555314e-12,"0","ANXA1"
"SOCS3",8.05342871804156e-16,1.3828435242598,0.28,0.128,1.25061694562467e-11,"0","SOCS3"
"BTG2",1.16853623370542e-15,0.68089630933544,0.616,0.418,1.81461991732115e-11,"0","BTG2"
"CD5",1.79164179377413e-15,3.65790181771767,0.082,0.009,2.78224054155185e-11,"0","CD5"
"CREM",2.00632209788478e-15,0.673812628911604,0.692,0.484,3.11561758580527e-11,"0","CREM"
"MCL1",1.25286158289492e-14,0.724953849160506,0.622,0.442,1.94556875207752e-10,"0","MCL1"
"CD27",1.27833400907759e-14,1.34848005295512,0.221,0.087,1.98512488269659e-10,"0","CD27"
"TUBA4A",2.14535354396467e-14,1.19306003148668,0.451,0.289,3.33151951842273e-10,"0","TUBA4A"
"FTH1",3.67757283962698e-14,0.696638364162101,0.922,0.876,5.71090286265674e-10,"0","FTH1"
"ARID5B",5.9279770411489e-14,1.55381984283084,0.232,0.099,9.20555554720012e-10,"0","ARID5B"
"DUSP1",1.84429098916174e-13,0.67833140606727,0.688,0.527,2.86399947706926e-09,"0","DUSP1"
"MYADM",3.76725678276883e-13,1.09973509752556,0.371,0.221,5.85017305796172e-09,"0","MYADM"
"TSC22D3",7.88467180348802e-13,0.649088871697773,0.638,0.469,1.22441068436365e-08,"0","TSC22D3"
"NR4A2",2.87084893388471e-12,0.548860110993604,0.62,0.441,4.45814130942956e-08,"0","NR4A2"
"SIT1",4.05256014458262e-12,2.11916987311714,0.104,0.025,6.29322064852235e-08,"0","SIT1"
"EZR",5.44505902347314e-12,0.8921758277711,0.462,0.319,8.45563215755145e-08,"0","EZR"
"CITED2",9.91203785477517e-12,0.836103104702218,0.393,0.25,1.53924035846804e-07,"0","CITED2"
"KLRG1",1.63246664515096e-11,1.25112091306014,0.189,0.077,2.53505745325492e-07,"0","KLRG1"
"ZFAS1",2.03997316141392e-11,0.703866276483923,0.557,0.431,3.16787432235967e-07,"0","ZFAS1"
"B2M",2.17267912009718e-11,0.197135232223077,1,0.993,3.3739534055989e-07,"0","B2M"
"CCR7",2.45778810038002e-11,2.92714361428417,0.104,0.028,3.81669914108014e-07,"0","CCR7"
"PDCD1",2.94456847671304e-11,3.59992212140222,0.058,0.006,4.57262038748768e-07,"0","PDCD1"
"SRGN",3.68890910283344e-11,0.405982613228304,0.907,0.858,5.72850694579005e-07,"0","SRGN"
"NPM1",4.51662380406993e-11,0.433294774970176,0.807,0.725,7.0138651053402e-07,"0","NPM1"
"LEF1",4.61927146102483e-11,2.35129879885398,0.083,0.017,7.17326665182546e-07,"0","LEF1"
"CALM2",6.87262179032825e-11,0.479770672042893,0.774,0.668,1.06724943782007e-06,"0","CALM2"
"PNRC1",8.43067584581871e-11,0.763935126725207,0.579,0.447,1.30919965209719e-06,"0","PNRC1"
"DDIT4",9.87945400007718e-11,0.783602514227527,0.508,0.372,1.53418041167198e-06,"0","DDIT4"
"DNAJB6",1.6311609087324e-10,0.634210756853179,0.571,0.422,2.53302977517054e-06,"0","DNAJB6"
"TRAT1",1.85083620559056e-10,1.07174149275957,0.256,0.137,2.87416354366157e-06,"0","TRAT1"
"EEF1A1",2.21473678743185e-10,0.312226023154023,1,0.997,3.43926475720291e-06,"0","EEF1A1"
"HSPA1A",2.35742943802936e-10,1.08010016676896,0.475,0.337,3.66085217431579e-06,"0","HSPA1A"
"NFKBIA",5.0319095530116e-10,0.543817423707996,0.503,0.347,7.81405234487171e-06,"0","NFKBIA"
"ZNF331",7.18425496117514e-10,0.505543231458251,0.562,0.397,1.11564295292089e-05,"0","ZNF331"
"BIRC3",9.37006081626595e-10,0.697427090444474,0.382,0.241,1.45507674415794e-05,"0","BIRC3"
"UBE2B",1.59478686274288e-09,0.865541136046385,0.375,0.254,2.47654451915341e-05,"0","UBE2B"
"TPT1",2.00477257529788e-09,0.284903036221909,0.983,0.956,3.11321133218008e-05,"0","TPT1"
"IFNG",2.52616797897654e-09,1.55912566585567,0.223,0.116,3.92288625455267e-05,"0","IFNG"
"TRAC",2.63473036177793e-09,0.565704437348482,0.584,0.454,4.09147277880495e-05,"0","TRAC"
"FOSB",2.96582702431024e-09,0.69822650120444,0.482,0.359,4.60563278605138e-05,"0","FOSB"
"HSP90AB1",2.97114524279185e-09,0.628301965975157,0.688,0.59,4.61389144753147e-05,"0","HSP90AB1"
"FUS",3.13973152328865e-09,0.636839359274142,0.568,0.46,4.87568908251494e-05,"0","FUS"
"DDX3X",3.65739789612121e-09,0.826408034261363,0.38,0.259,5.67957319288663e-05,"0","DDX3X"
"DDX5",4.39089882160507e-09,0.379687577869049,0.852,0.775,6.81862678007051e-05,"0","DDX5"
"TUBB4B",4.68897613474548e-09,0.773726237768221,0.484,0.371,7.28151103964625e-05,"0","TUBB4B"
"HSPH1",9.58329975826652e-09,0.891041365724229,0.371,0.25,0.000148819061946121,"0","HSPH1"
"TOMM7",1.0330971924596e-08,0.533878086637106,0.718,0.625,0.000160429663017051,"0","TOMM7"
"CD44",1.07204234508281e-08,0.745818700745636,0.423,0.304,0.000166477455767909,"0","CD44"
"MAL",1.13924956864857e-08,3.25296781348111,0.045,0.005,0.000176914065515436,"0","MAL"
"DNAJB9",1.30178220365607e-08,0.871338612693796,0.328,0.213,0.000202153758405752,"0","DNAJB9"
"RPLP2",1.86964886327221e-08,0.255693990217749,0.994,0.987,0.000290337771977541,"0","RPLP2"
"GAS5",2.24716179737173e-08,0.543671119370695,0.644,0.539,0.000348961755513856,"0","GAS5"
"TUBB2A",2.49853792773581e-08,1.72254261738906,0.111,0.042,0.000387997954798095,"0","TUBB2A"
"NEU1",3.1592594648136e-08,1.22794402807405,0.217,0.119,0.000490601402290903,"0","NEU1"
"PASK",3.21358809101188e-08,2.46206516367697,0.043,0.005,0.000499038094653235,"0","PASK"
"MARCKSL1",3.60360985480723e-08,1.47694488660036,0.2,0.11,0.000559604574353014,"0","MARCKSL1"
"PDE4B",4.11695562478796e-08,1.09176619765482,0.254,0.154,0.000639322038973323,"0","PDE4B"
"PPP1R15A",4.8424619659557e-08,0.799269839744476,0.43,0.317,0.000751985918693261,"0","PPP1R15A"
"KDM6B",4.95733789131581e-08,0.900975711946331,0.236,0.133,0.000769825001142432,"0","KDM6B"
"PPP2R5C",5.06296954707584e-08,0.682449746462742,0.468,0.348,0.000786228540965407,"0","PPP2R5C"
"UBE2S",6.02617644014807e-08,0.974706968274263,0.293,0.187,0.000935804939390594,"0","UBE2S"
"CCNL1",6.4393897657919e-08,0.671384370777713,0.417,0.299,0.000999972836729825,"0","CCNL1"
"SC5D",7.04237905185445e-08,1.60272620820507,0.169,0.085,0.00109361104296248,"0","SC5D"
"HSPD1",7.51843108173398e-08,0.583026317420443,0.468,0.347,0.00116753716268247,"0","HSPD1"
"HBP1",8.43801668844445e-08,1.23215220232252,0.213,0.119,0.00131033961154854,"0","HBP1"
"MT2A",8.81816981459695e-08,1.23878077370344,0.362,0.252,0.00136937359050876,"0","MT2A"
"SH2D1A",9.02663935401495e-08,0.787776104925509,0.236,0.13,0.00140174682528498,"0","SH2D1A"
"TCF7",1.00499033786146e-07,0.904074137178728,0.206,0.112,0.00156064949566506,"0","TCF7"
"CTLA4",1.10150796266477e-07,3.35383529576555,0.043,0.006,0.00171053171522213,"0","CTLA4"
"HSPE1",1.28009574867525e-07,0.394814724640486,0.644,0.516,0.00198786068811779,"0","HSPE1"
"PLK3",1.50302665644551e-07,1.4458789891077,0.158,0.078,0.00233405009479424,"0","PLK3"
"ICOS",1.52891078158044e-07,1.76357021758298,0.122,0.052,0.00237424555271626,"0","ICOS"
"IFRD1",1.55736181168742e-07,0.950046045950358,0.293,0.194,0.00241842715736939,"0","IFRD1"
"FAM133B",2.15331759383849e-07,0.73929222345981,0.36,0.252,0.00334388689147178,"0","FAM133B"
"RNF19A",2.40096338137274e-07,1.44258489780734,0.156,0.077,0.00372845603493373,"0","RNF19A"
"SATB1",2.52861985691487e-07,1.03221242778942,0.197,0.107,0.00392669377580311,"0","SATB1"
"VCAM1",2.91957659965114e-07,4.55883943112154,0.032,0.003,0.00453381050159826,"0","VCAM1"
"CD40LG",3.026335043508e-07,2.33039334476543,0.041,0.006,0.00469959568906357,"0","CD40LG"
"S100A4",3.40990774314722e-07,0.377971632742698,0.696,0.6,0.00529524573433331,"0","S100A4"
"LEPROTL1",3.80739971708474e-07,0.466995828112002,0.494,0.372,0.00591251102066089,"0","LEPROTL1"
"P2RX5",3.81910320995253e-07,2.32314552651086,0.048,0.01,0.00593068537473529,"0","P2RX5"
"CHMP1B",4.31838434113571e-07,0.94038978626636,0.367,0.268,0.00670601904334965,"0","CHMP1B"
"HLA-B",4.9346023027711e-07,0.246898914641627,0.98,0.916,0.00766294391597324,"0","HLA-B"
"MAF",6.56900181652e-07,1.8877658852497,0.074,0.023,0.0102010029208739,"0","MAF"
"CCR6",6.81398541992239e-07,2.00472558887341,0.061,0.017,0.0105814379585975,"0","CCR6"
"UBB",7.18096699776338e-07,0.40780822133391,0.872,0.866,0.0111513236508267,"0","UBB"
"AQP3",8.01495935724782e-07,1.7174257756502,0.102,0.042,0.0124464303858701,"0","AQP3"
"GTF2B",8.28896335089438e-07,0.823210555186439,0.262,0.166,0.0128719311876039,"0","GTF2B"
"AIF1",8.53496088924381e-07,1.97041300311383,0.058,0.015,0.0132539407649067,"0","AIF1"
"LAT",1.03627298483241e-06,1.14828005065748,0.165,0.087,0.0160922831814625,"0","LAT"
"SBDS",1.03713527856211e-06,0.783063614694866,0.302,0.205,0.0161056737407911,"0","SBDS"
"SLC2A3",1.13380972320013e-06,0.88074482474666,0.343,0.249,0.0176069311915749,"0","SLC2A3"
"YBX3",1.1901344003109e-06,2.10687822248784,0.071,0.023,0.018481597102428,"0","YBX3"
"SFPQ",1.30209113837932e-06,0.580293155090301,0.434,0.326,0.0202201732878924,"0","SFPQ"
"CD2",1.41923214299197e-06,0.46985584096887,0.482,0.386,0.0220392559485222,"0","CD2"
"SNHG8",1.54236020147485e-06,0.751451631049605,0.36,0.26,0.023951311568703,"0","SNHG8"
"JUND",1.91443554429555e-06,0.614861315918187,0.432,0.331,0.0297292695673655,"0","JUND"
"TNFRSF25",2.08532832968577e-06,1.21675922976237,0.089,0.034,0.0323830636316903,"0","TNFRSF25"
"CDC42SE2",2.09300803235929e-06,0.510401074953463,0.397,0.295,0.0325023217345074,"0","CDC42SE2"
"EIF3E",2.33783790971954e-06,0.415301347044321,0.571,0.475,0.0363042849000347,"0","EIF3E"
"TMSB4X",1.74907251495846e-83,0.823919140664486,1,1,2.71613470847899e-79,"1","TMSB4X"
"ACTB",1.65389078418987e-62,0.976255332541636,0.995,0.98,2.56832699876844e-58,"1","ACTB"
"IL32",5.62694725675063e-46,1.21547757671369,0.886,0.785,8.73808639500806e-42,"1","IL32"
"PFN1",5.31996338668348e-44,0.945889742489245,0.927,0.863,8.26137114318078e-40,"1","PFN1"
"GAPDH",1.15949036453437e-40,1.079030829837,0.914,0.879,1.80057258708543e-36,"1","GAPDH"
"PHGR1",9.52642374694073e-39,3.02541240861986,0.397,0.121,1.47935834366243e-34,"1","PHGR1"
"FABP1",1.63479940858167e-36,3.22823923387792,0.324,0.081,2.53868000158648e-32,"1","FABP1"
"PTPRCAP",3.16589893581833e-29,1.40775760502884,0.586,0.31,4.91632445743228e-25,"1","PTPRCAP"
"ACTG1",1.35351242358885e-26,0.863676012308683,0.873,0.857,2.10186944259112e-22,"1","ACTG1"
"PPDPF",1.06921743543323e-25,1.16898434814006,0.705,0.549,1.66038775548426e-21,"1","PPDPF"
"CAPG",4.74181793204134e-23,1.8287924263931,0.449,0.224,7.363569066667e-19,"1","CAPG"
"CCL5",6.69515831883454e-23,0.886087597457402,0.876,0.822,1.03969113533182e-18,"1","CCL5"
"TRDC",2.24406745037648e-21,0.557184923024192,1,1,3.48481234368964e-17,"1","TRDC"
"ALDOA",2.33630101718937e-21,1.37906455941641,0.497,0.278,3.62804184959338e-17,"1","ALDOA"
"SIRPG",2.54015842421397e-21,2.29619914462778,0.273,0.092,3.94461201696187e-17,"1","SIRPG"
"TPI1",7.04945959787129e-21,1.16614162787451,0.681,0.591,1.09471058095343e-16,"1","TPI1"
"TYMS",9.74883406063505e-21,4.58441956333556,0.108,0.011,1.51389644127602e-16,"1","TYMS"
"MYL6",3.62556362345099e-19,0.722131530808241,0.835,0.845,5.63013775085704e-15,"1","MYL6"
"CFL1",4.69049853299801e-19,0.567975979277651,0.897,0.911,7.28387517189261e-15,"1","CFL1"
"ARHGDIB",7.7041565661618e-19,0.729176011851154,0.816,0.818,1.19637847315927e-14,"1","ARHGDIB"
"HOPX",1.38775092414705e-18,1.1353931192804,0.668,0.515,2.15503841010796e-14,"1","HOPX"
"FTL",5.46116934329304e-18,0.661842924544708,0.916,0.945,8.48064987319976e-14,"1","FTL"
"CD63",1.50610976654885e-17,1.14592519076221,0.665,0.574,2.33883785647371e-13,"1","CD63"
"ABI3",6.10931937490689e-17,1.70749820194817,0.392,0.209,9.4871620572929e-13,"1","ABI3"
"UBE2C",8.68167020188769e-17,6.5194744156875,0.059,0.002,1.34817656565114e-12,"1","UBE2C"
"HLA-G",3.40682094453502e-16,3.00583398762719,0.108,0.017,5.29045224476843e-12,"1","HLA-G"
"GIMAP7",7.21370299780796e-16,1.43762772144038,0.384,0.197,1.1202159385296e-11,"1","GIMAP7"
"MTRNR2L1",1.53591169451445e-15,3.78101608786524,0.097,0.014,2.38511727041148e-11,"1","MTRNR2L1"
"CD7",2.36716684321791e-15,0.74950733545012,0.792,0.796,3.67597339083309e-11,"1","CD7"
"FXYD3",4.33572487900642e-15,2.72197104884182,0.168,0.049,6.73294716460908e-11,"1","FXYD3"
"TK1",9.79979710174284e-15,3.51034410927806,0.084,0.011,1.52181049192965e-10,"1","TK1"
"PTPN6",1.31070971585266e-14,1.67493429913159,0.343,0.175,2.0354011177476e-10,"1","PTPN6"
"CLIC1",1.39242659806819e-14,0.996538568493068,0.67,0.596,2.16229926414009e-10,"1","CLIC1"
"TMIGD2",1.06742329159011e-13,1.41702325594085,0.384,0.219,1.65760162951028e-09,"1","TMIGD2"
"SH3BGRL3",1.15585265982297e-13,0.710124131709923,0.83,0.845,1.79492359543909e-09,"1","SH3BGRL3"
"CD3D",1.31873947067852e-13,0.936211420751091,0.657,0.569,2.04787052401668e-09,"1","CD3D"
"CHCHD10",1.53469378389498e-13,1.76606056206753,0.33,0.17,2.38322597701052e-09,"1","CHCHD10"
"LGALS4",1.73367062231549e-13,2.60249758709954,0.168,0.055,2.69221710939372e-09,"1","LGALS4"
"ARPC2",1.84804545030125e-13,0.62641868399681,0.759,0.773,2.86982977977281e-09,"1","ARPC2"
"CDC45",1.93200909480246e-13,4.84129059873883,0.051,0.002,3.00021692331874e-09,"1","CDC45"
"CORO1A",2.11593197817665e-13,0.717824944782357,0.773,0.761,3.28583076891052e-09,"1","CORO1A"
"PLEKHF1",2.59228347038582e-13,2.17042542697286,0.2,0.074,4.02555700116214e-09,"1","PLEKHF1"
"ID3",7.10635686075787e-13,1.1100849030808,0.316,0.156,1.10354615690709e-08,"1","ID3"
"ENO1",1.47034361210126e-12,1.1314873635422,0.578,0.495,2.28329659523205e-08,"1","ENO1"
"RRM2",1.48234795832102e-12,4.21893519413211,0.057,0.005,2.30193814447671e-08,"1","RRM2"
"ZWINT",3.85422591916673e-12,3.77938362439321,0.065,0.008,5.98522742987402e-08,"1","ZWINT"
"UHRF1",8.64950397374269e-12,4.36911993447911,0.051,0.004,1.3431814720825e-07,"1","UHRF1"
"MYL12B",1.01104027444732e-11,0.931459854805829,0.673,0.607,1.57004444218925e-07,"1","MYL12B"
"CD52",1.26757636250344e-11,0.634456549491682,0.8,0.726,1.96841933333159e-07,"1","CD52"
"AC092580.4",1.81797536604461e-11,1.37650406320244,0.273,0.127,2.82313394593068e-07,"1","AC092580.4"
"YBX1",1.90892593944595e-11,0.707359303535889,0.727,0.675,2.96437109136561e-07,"1","YBX1"
"ARPC1B",2.61777534457122e-11,1.01471375008239,0.611,0.542,4.06514333258464e-07,"1","ARPC1B"
"PSME2",4.33123702556568e-11,1.03223482374305,0.551,0.429,6.72597797700095e-07,"1","PSME2"
"KRT8",4.45565509308958e-11,2.29292363482044,0.162,0.059,6.91918679405881e-07,"1","KRT8"
"RAB33A",5.84290584269705e-11,2.35455612339159,0.108,0.028,9.07344848312424e-07,"1","RAB33A"
"CD3E",6.42872488176155e-11,0.768487193364265,0.665,0.565,9.98316686888752e-07,"1","CD3E"
"CENPH",9.91227350492705e-11,2.68833009455777,0.081,0.016,1.53927695258012e-06,"1","CENPH"
"GPR34",1.2480840126977e-10,2.49596604888109,0.1,0.025,1.93814966331826e-06,"1","GPR34"
"TRAC1",1.81723292840468e-10,0.880046481720927,0.584,0.471,2.82198101451963e-06,"1","TRAC"
"PRELID1",2.43508893614095e-10,1.22859199211979,0.435,0.299,3.78144960893329e-06,"1","PRELID1"
"TUBB",2.66045834869944e-10,1.59609247825913,0.443,0.332,4.13142576969535e-06,"1","TUBB"
"SPC25",3.43279321921025e-10,8.24342752435124,0.03,0,5.33078459011159e-06,"1","SPC25"
"ACP5",3.50933589057355e-10,1.65156700615205,0.23,0.112,5.44964770447166e-06,"1","ACP5"
"MCM2",6.33447661954403e-10,3.63111244326765,0.054,0.007,9.83680874248992e-06,"1","MCM2"
"HMGCS2",7.30865743547004e-10,5.99295720226781,0.032,0.001,1.13496141315414e-05,"1","HMGCS2"
"ATXN8OS",9.44375022084157e-10,2.93765325225464,0.051,0.006,1.46651997179449e-05,"1","ATXN8OS"
"CDK1",1.17119385462327e-09,3.98722471781403,0.035,0.002,1.81874693684447e-05,"1","CDK1"
"CLDN7",1.39769122507544e-09,2.20291990934937,0.092,0.024,2.17047470341965e-05,"1","CLDN7"
"MS4A12",1.4177220188767e-09,4.73623733586209,0.038,0.002,2.20158052311363e-05,"1","MS4A12"
"KCNJ3",1.48049040423192e-09,4.08058782519362,0.038,0.002,2.29905354873175e-05,"1","KCNJ3"
"TOP2A",1.53929075114202e-09,3.23582771380323,0.038,0.002,2.39036460744845e-05,"1","TOP2A"
"PKM",1.66981251192878e-09,1.27448500759164,0.446,0.333,2.5930518497742e-05,"1","PKM"
"PPP1CA",1.8613365849526e-09,1.04555114362895,0.549,0.445,2.8904695827729e-05,"1","PPP1CA"
"P2RY11",2.40098495420644e-09,2.09713634604488,0.13,0.046,3.72848953538718e-05,"1","P2RY11"
"CD160",2.83362788842052e-09,1.290994866635,0.389,0.269,4.40034074792823e-05,"1","CD160"
"CKLF",3.00441275781022e-09,1.02924381310418,0.527,0.441,4.66555257160349e-05,"1","CKLF"
"RHOC",4.14755918530999e-09,1.18140331489029,0.435,0.316,6.44074465886788e-05,"1","RHOC"
"TRAPPC1",4.31235275661319e-09,1.03246406435507,0.484,0.362,6.69665259574462e-05,"1","TRAPPC1"
"LGALS3",4.76805869587051e-09,1.45344180450563,0.243,0.126,7.40431834881731e-05,"1","LGALS3"
"GINS2",5.05378530217817e-09,2.78375985212573,0.073,0.016,7.84802319575248e-05,"1","GINS2"
"GUCA2A",6.39082928599404e-09,2.29340437191364,0.114,0.037,9.92431879822014e-05,"1","GUCA2A"
"AURKB",7.81338145141953e-09,4.2255749246101,0.041,0.004,0.000121334000559094,"1","AURKB"
"KRT20",8.15419104415514e-09,4.20580663654109,0.038,0.003,0.000126626432724685,"1","KRT20"
"MAD2L2",1.1488085725196e-08,1.5410570528551,0.197,0.092,0.000178398483226569,"1","MAD2L2"
"GZMA",1.37527703394721e-08,1.7384750827496,0.6,0.626,0.000213566770601663,"1","GZMA"
"KREMEN2",1.38627601897003e-08,7.63037965820084,0.024,0,0.000215274802985855,"1","KREMEN2"
"PKMYT1",1.38627601897003e-08,7.73709646208925,0.024,0,0.000215274802985855,"1","PKMYT1"
"RTP4",1.40551191627308e-08,2.92243446131209,0.062,0.012,0.000218261945478047,"1","RTP4"
"CD9",1.48627933771283e-08,1.75050221442308,0.154,0.064,0.000230804318353425,"1","CD9"
"GSTP1",1.96273226435886e-08,0.908637671856234,0.589,0.518,0.000304792693332288,"1","GSTP1"
"GPA33",2.31831476650088e-08,2.4525106162827,0.059,0.011,0.000360011100089922,"1","GPA33"
"CYTIP",2.75169739767084e-08,0.921476613810917,0.462,0.349,0.000427311088884305,"1","CYTIP"
"ESCO2",2.93716934227487e-08,4.89113599763739,0.027,0.001,0.000456113027161864,"1","ESCO2"
"FBXO6",3.63367414015452e-08,1.77143355171179,0.108,0.036,0.000564273257224595,"1","FBXO6"
"GTSE1",4.11933971288722e-08,4.91274851025203,0.03,0.002,0.000639692264014256,"1","GTSE1"
"KRT19",4.7512149526719e-08,2.34280333435443,0.092,0.028,0.000737816170000419,"1","KRT19"
"ASF1B",5.68087240455554e-08,2.68539387562721,0.054,0.01,0.000882182675703429,"1","ASF1B"
"NUSAP1",5.84835532186985e-08,2.40467601777529,0.073,0.018,0.000908191097933169,"1","NUSAP1"
"SLC43A3",9.38152377470747e-08,2.09001440511934,0.07,0.017,0.00145685682697432,"1","SLC43A3"
"CA4",9.55873464308297e-08,2.77918894597446,0.043,0.006,0.00148437590272435,"1","CA4"
"RANBP1",9.71494368303374e-08,1.3141758609406,0.357,0.248,0.00150863360453831,"1","RANBP1"
"AP1S1",1.05730728355889e-07,2.23389971364856,0.111,0.04,0.0016418924806386,"1","AP1S1"
"RAC2",1.19083127784375e-07,0.71264360893628,0.63,0.61,0.00184924189136356,"1","RAC2"
"SAC3D1",1.33003367883679e-07,2.68876578960165,0.068,0.017,0.00206540929986565,"1","SAC3D1"
"MYL12A",1.41448966144259e-07,0.584622394065895,0.786,0.799,0.00219656099525419,"1","MYL12A"
"S100A11",1.48336417138104e-07,0.99267886131696,0.489,0.373,0.00230351622173762,"1","S100A11"
"CLSPN",1.59026239854499e-07,1.93270431851963,0.049,0.008,0.00246951847870052,"1","CLSPN"
"MKI67",1.7143810184506e-07,2.33321623552891,0.038,0.005,0.00266226228355194,"1","MKI67"
"CDH17",1.75371880348628e-07,3.91395407144305,0.046,0.008,0.00272334992993385,"1","CDH17"
"RACGAP1",2.14661251691308e-07,3.62665021101193,0.035,0.004,0.00333347457751432,"1","RACGAP1"
"CA1",2.21830052975859e-07,2.92310173153869,0.076,0.021,0.00344479889266212,"1","CA1"
"RAD51",2.43022719813803e-07,5.20741749610065,0.027,0.002,0.00377389981598854,"1","RAD51"
"UGT2B17",2.44102329632476e-07,4.50078141897608,0.027,0.002,0.00379066507686272,"1","UGT2B17"
"KLHL23",2.47216542668471e-07,1.75698921011248,0.051,0.01,0.00383902569109869,"1","KLHL23"
"SLITRK4",2.50991719342475e-07,3.43660897538383,0.032,0.003,0.00389765040966929,"1","SLITRK4"
"CA2",3.10677947804246e-07,2.6893064186006,0.076,0.022,0.00482451785145214,"1","CA2"
"MRPL34",3.12114383205033e-07,1.12930947653682,0.195,0.098,0.00484682425679096,"1","MRPL34"
"HELLS",3.21998734212077e-07,2.1920191860943,0.059,0.014,0.00500031834357935,"1","HELLS"
"CENPM",4.23185688709348e-07,2.02335441641755,0.076,0.022,0.00657165055996747,"1","CENPM"
"TFF3",4.52249926352944e-07,1.74947278397248,0.184,0.093,0.00702298910633487,"1","TFF3"
"UBE2T",4.8424521535416e-07,3.02704581898475,0.051,0.011,0.00751984394923475,"1","UBE2T"
"AQP8",4.85518589681739e-07,3.11539750662316,0.051,0.011,0.00753961817916773,"1","AQP8"
"TRGC2",5.39681458455753e-07,1.00115128359855,0.457,0.352,0.00838071336835939,"1","TRGC2"
"ITGA1",5.6721965530308e-07,1.41675740743546,0.232,0.132,0.00880835402720154,"1","ITGA1"
"ANPEP",5.67807824956519e-07,7.32055153724341,0.019,0,0.00881748771374978,"1","ANPEP"
"SLC26A3",5.93217246581489e-07,3.4567273160332,0.038,0.005,0.00921207062216394,"1","SLC26A3"
"BIRC5",8.08019242233761e-07,3.79241109802654,0.035,0.005,0.0125477308126481,"1","BIRC5"
"AMN",8.16260851831967e-07,3.29412696173407,0.035,0.005,0.0126757147680986,"1","AMN"
"GMNN",1.00922729212839e-06,1.98221959297363,0.078,0.024,0.0156722906194617,"1","GMNN"
"KIF2C",1.1471438662479e-06,4.22533573715147,0.022,0.001,0.0178139970989636,"1","KIF2C"
"GGH",1.38132282881016e-06,2.2322771232349,0.051,0.011,0.021450562208593,"1","GGH"
"MAGI2-AS3",1.51058069954337e-06,2.9212098851799,0.024,0.002,0.023457807683209,"1","MAGI2-AS3"
"THOC3",1.542631954181e-06,1.42297254128347,0.108,0.042,0.0239555316164767,"1","THOC3"
"PPP4C",1.60343835998728e-06,1.22848635989537,0.303,0.203,0.0248997942922425,"1","PPP4C"
