"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","SYMBOL","ENTREZID"
"674","BANF1",8.75666660133558e-46,0.14032430925007,0.287,0.173,1.33854405668016e-41,"BANF1","8815"
"675","BANP",3.47465438166414e-09,0.252044059732758,0.037,0.019,5.31135668781181e-05,"BANP","54971"
"676","BAP1",6.87741806159352e-09,-0.122480780028845,0.069,0.044,0.000105128212489519,"BAP1","8314"
"677","BARD1",1.49931432648849e-27,0.624315017885072,0.036,0.009,2.29185187947031e-23,"BARD1","580"
"678","BATF",1.72017467245395e-10,3.89137436983362,0.008,0.001,2.6294590043131e-06,"BATF","10538"
"679","BATF2",2.61251723050625e-45,1.55774357508183,0.085,0.028,3.99349383855186e-41,"BATF2","116071"
"680","BAX",7.035477562244e-07,-0.162156983209878,0.358,0.297,0.0107544310016462,"BAX","581"
"681","BAZ1A",5.39266081006435e-71,0.727653429590414,0.223,0.104,8.24322131426436e-67,"BAZ1A","11177"
"682","BAZ1B",1.20216835832328e-49,0.909339934962177,0.101,0.036,1.83763455253297e-45,"BAZ1B","9031"
"683","BAZ2A",8.97486942099805e-17,0.130620667320165,0.142,0.093,1.37189853969376e-12,"BAZ2A","11176"
"684","BAZ2B",2.18921765632968e-85,1.16183556710648,0.145,0.045,3.34643810946555e-81,"BAZ2B","29994"
"685","BBC3",4.1127927491152e-14,0.337215510382759,0.101,0.064,6.28681499629749e-10,"BBC3","27113"
"686","BBIP1",7.42520301184863e-16,-0.0758529347889509,0.051,0.024,1.13501653239118e-11,"BBIP1","92482"
"687","BBS2",2.73727821411461e-09,0.251140815775825,0.038,0.02,4.18420347809559e-05,"BBS2","583"
"688","BBS4",3.06701828885061e-08,0.341607517822327,0.019,0.008,0.000468824415633705,"BBS4","585"
"689","BBS7",1.15338252327675e-22,0.351716730541801,0.045,0.015,1.76306052508084e-18,"BBS7","55212"
"690","BBX",1.2939562336327e-79,1.12686096438304,0.114,0.03,1.97794149873095e-75,"BBX","56987"
"691","BCAM",3.14067971713078e-12,0.323818600100339,0.033,0.014,4.80084301560612e-08,"BCAM","4059"
"692","BCAP29",5.1882988939969e-73,0.451822200141533,0.173,0.067,7.93083368936367e-69,"BCAP29","55973"
"693","BCAP31",7.73637490931232e-22,0.0265661392686183,0.422,0.317,1.18258226863748e-17,"BCAP31","10134"
"694","BCAS1",4.29155625733112e-28,0.458616888623222,0.248,0.168,6.56007289495635e-24,"BCAS1","8537"
"695","BCAS2",2.5808410576517e-24,-0.202329614227595,0.159,0.095,3.94507364072639e-20,"BCAS2","10286"
"696","BCAT2",1.6745183561522e-07,-0.439009614917942,0.085,0.059,0.00255966875921425,"BCAT2","587"
"697","BCCIP",2.94592974937335e-53,0.0573942215618015,0.122,0.046,4.50314821489211e-49,"BCCIP","56647"
"698","BCDIN3D",2.60741208516263e-07,0.82913377826358,0.019,0.009,0.00398569011337959,"BCDIN3D","144233"
"699","BCKDK",3.02149689038734e-08,-0.170756928240261,0.11,0.079,0.000461866014664609,"BCKDK","10295"
"700","BCL10",4.20932799281082e-77,0.799769101056504,0.254,0.122,6.43437876981062e-73,"BCL10","8915"
"701","BCL11A",1.63285625704089e-06,0.292213326589564,0.03,0.017,0.024959840745127,"BCL11A","53335"
"702","BCL11B",8.46931310806642e-27,1.28885183533789,0.031,0.006,1.29461920169903e-22,"BCL11B","64919"
"703","BCL2",1.06150959694124e-11,0.669095642818517,0.018,0.006,1.62262356988437e-07,"BCL2","596"
"704","BCL2A1",1.16607952290921e-06,3.0153271083286,0.006,0.001,0.0178246915871902,"BCL2A1","597"
"705","BCL2L1",2.3711947361871e-29,0.353978587310308,0.157,0.089,3.62460827373559e-25,"BCL2L1","598"
"706","BCL2L12",1.12501314486801e-74,1.11665337787036,0.096,0.022,1.71969509324523e-70,"BCL2L12","83596"
"707","BCL2L13",7.91898548367971e-08,-0.180168886931973,0.092,0.065,0.00121049612103528,"BCL2L13","23786"
"708","BCL2L14",2.32746908668495e-11,0.0703552741331011,0.091,0.059,3.55776924590662e-07,"BCL2L14","79370"
"709","BCL2L15",5.12698605220963e-21,-0.22252310649744,0.224,0.15,7.83711087940764e-17,"BCL2L15","440603"
"710","BCL2L2",6.84677373339241e-07,0.203833599660755,0.054,0.035,0.0104659783288636,"BCL2L2","599"
"711","BCL3",3.12610755814207e-45,0.769134097340617,0.168,0.084,4.77856801337596e-41,"BCL3","602"
"712","BCL6",6.09496988797432e-15,1.47542187200411,0.018,0.004,9.31677097075755e-11,"BCL6","604"
"713","BCL7A",2.16271123180064e-14,0.992819297064226,0.026,0.008,3.30592038893046e-10,"BCL7A","605"
"714","BCL7B",3.59088902421848e-19,0.226606386272476,0.142,0.089,5.48903296242037e-15,"BCL7B","9275"
"715","BCL7C",6.64604540291783e-71,0.831219734441347,0.16,0.062,1.01591450029002e-66,"BCL7C","9274"
"716","BCL9",1.06294054979833e-12,1.08158513051871,0.018,0.005,1.62481092442172e-08,"BCL9","607"
"717","BCL9L",4.85386984227339e-09,0.498025344116861,0.03,0.015,7.4196254408991e-05,"BCL9L","283149"
"718","BCLAF1",2.43341121235236e-97,0.986483871993823,0.189,0.066,3.71971237920181e-93,"BCLAF1","9774"
"719","BCOR",2.71065505273196e-08,0.429818586010099,0.024,0.011,0.000414350731360608,"BCOR","54880"
"720","BCR",1.1200768877304e-17,0.274545450161695,0.069,0.035,1.71214953058469e-13,"BCR","613"
"721","BCS1L",1.59592118011787e-14,0.152505553628679,0.062,0.033,2.43952511592817e-10,"BCS1L","617"
"722","BDKRB1",1.47928676975023e-09,-1.15475939361725,0.014,0.031,2.2612377562402e-05,"BDKRB1","623"
"723","BDP1",1.46784286502623e-57,1.30718599702123,0.092,0.026,2.24374460347909e-53,"BDP1","55814"
"724","BECN1",4.35770312401241e-30,0.345318649843048,0.165,0.094,6.66118499536537e-26,"BECN1","8678"
"725","BEND3",9.78567087163249e-12,2.79735744681428,0.009,0.001,1.49583764943774e-07,"BEND3","57673"
"726","BEND7",4.87666576850548e-16,0.958307508795723,0.038,0.015,7.45447129373748e-12,"BEND7","222389"
"727","BET1",9.77204862241324e-47,0.519269399675131,0.123,0.051,1.49375535242209e-42,"BET1","10282"
"728","BET1L",8.97013544800775e-21,0.286364660905584,0.088,0.046,1.37117490458246e-16,"BET1L","51272"
"729","BEX2",6.43459377940872e-07,0.195567274331928,0.027,0.015,0.00983592005120417,"BEX2","84707"
"730","BEX5",5.2695175620643e-09,-0.0184019641917352,0.015,0.005,8.05498454537149e-05,"BEX5","340542"
"731","BFAR",6.16196992598653e-28,0.262099138487126,0.123,0.064,9.41918722886301e-24,"BFAR","51283"
"732","BHLHE40",4.26411457541409e-145,2.22305706077325,0.149,0.026,6.51812553997797e-141,"BHLHE40","8553"
"733","BHLHE41",4.1744908322901e-17,0.910993062755912,0.065,0.033,6.38112668623864e-13,"BHLHE41","79365"
"734","BICD1",7.2087305212743e-14,2.66423974759119,0.01,0.001,1.10192654748199e-09,"BICD1","636"
"735","BID",8.14269682735296e-76,0.363328949474548,0.158,0.057,1.24469263702917e-71,"BID","637"
"736","BIK",1.52316518275855e-121,0.913793089210651,0.268,0.105,2.32831029836472e-117,"BIK","638"
"737","BIN1",1.09452982530402e-54,0.46165655119965,0.106,0.035,1.67309829095972e-50,"BIN1","274"
"738","BIN2",6.25535614738064e-07,-0.160197044850973,0.02,0.009,0.00956193740688604,"BIN2","51411"
"739","BIN3",3.41479974163204e-19,0.415077047099957,0.092,0.05,5.21986288505873e-15,"BIN3","55909"
"740","BIRC2",8.01101327430067e-13,0.0870217069592969,0.141,0.097,1.2245634891096e-08,"BIRC2","329"
"741","BIRC3",4.97797396854591e-96,1.70367015683069,0.244,0.108,7.60933100831927e-92,"BIRC3","330"
"742","BIRC5",2.20954397007653e-89,2.42017862395047,0.075,0.009,3.37750891265899e-85,"BIRC5","332"
"743","BIRC6",3.04891963644196e-44,1.0622250625859,0.157,0.077,4.66057855626518e-40,"BIRC6","57448"
"744","BIVM",4.80457948392893e-15,0.441297993657604,0.031,0.011,7.34428019913377e-11,"BIVM","54841"
"745","BLCAP",2.40407703336374e-25,0.230566471726522,0.155,0.092,3.67487215319981e-21,"BLCAP","10904"
"746","BLM",2.64468412201123e-15,1.88251520827192,0.012,0.001,4.04266414890637e-11,"BLM","641"
"747","BLMH",3.71124164937853e-16,0.531952669788455,0.036,0.014,5.67300398524002e-12,"BLMH","642"
"748","BLNK",1.1853651727205e-06,-0.099900385676019,0.045,0.029,0.0181194920302056,"BLNK","29760"
"749","BLOC1S1",1.99634074262138e-54,-0.585658675431087,0.655,0.642,3.05160645917104e-50,"BLOC1S1","2647"
"750","BLOC1S2",1.33462004526814e-20,0.293559379524956,0.095,0.051,2.04010020119688e-16,"BLOC1S2","282991"
"751","BLOC1S4",3.02135590131052e-12,-0.167391757973656,0.118,0.079,4.61844463074326e-08,"BLOC1S4","55330"
"752","BLOC1S5",8.80400623263029e-10,0.210482514397337,0.024,0.01,1.34578039271987e-05,"BLOC1S5","63915"
"753","BLOC1S6",6.48124308253676e-40,0.976095025749009,0.065,0.019,9.90722817596569e-36,"BLOC1S6","26258"
"754","BLVRA",1.52234590084264e-48,2.28873136688299,0.035,0.002,2.32705794402806e-44,"BLVRA","644"
"755","BLZF1",1.68640546635594e-20,0.16222819737906,0.069,0.032,2.57783939587168e-16,"BLZF1","8548"
"756","BMF",1.64568364223645e-13,-1.84180561652671,0.014,0.037,2.51559201552264e-09,"BMF","90427"
"757","BMI1",4.44933965182537e-18,0.605337460681495,0.031,0.01,6.80126059178026e-14,"BMI1","648"
"758","BMP2",2.67282730855023e-38,1.36922344210577,0.103,0.044,4.08568382384988e-34,"BMP2","650"
"759","BMP2K",1.37523118987277e-32,1.04720580174052,0.076,0.029,2.10217839683952e-28,"BMP2K","55589"
"760","BMP4",1.26637411818582e-35,1.92031924268586,0.026,0.002,1.93577947705884e-31,"BMP4","652"
"761","BMP7",4.47022762717107e-21,5.34485700811465,0.012,0,6.8331899508937e-17,"BMP7","655"
"762","BMPR1A",3.23157013816373e-13,0.640312659017665,0.039,0.018,4.93977811319708e-09,"BMPR1A","657"
"763","BMPR2",3.22118333976137e-25,1.11653869690382,0.072,0.031,4.92390085315924e-21,"BMPR2","659"
"764","BMS1",2.09706581603883e-39,0.421239784648998,0.073,0.024,3.20557480639696e-35,"BMS1","9790"
"765","BNIP1",1.07633090443864e-13,-0.530777241653894,0.033,0.013,1.64527942052491e-09,"BNIP1","662"
"766","BNIP2",9.9851113857249e-19,0.316935793315425,0.082,0.044,1.52632412642191e-14,"BNIP2","663"
"767","BNIP3",1.21652774696561e-25,1.21354212297875,0.024,0.004,1.85958431401163e-21,"BNIP3","664"
"768","BNIP3L",1.90992300503174e-57,0.76424598057491,0.143,0.058,2.91950830549152e-53,"BNIP3L","665"
"769","BOD1",4.49860337252225e-41,0.385683650979543,0.086,0.03,6.87656511523751e-37,"BOD1","91272"
"770","BOD1L1",1.99687114518592e-24,0.884817374530678,0.076,0.035,3.05241723253119e-20,"BOD1L1","259282"
"771","BOK",3.9276062692334e-22,1.47926249163598,0.026,0.006,6.00373894315018e-18,"BOK","666"
"772","BOK-AS1",4.02069092866556e-08,5.61445523670463,0.004,0,0.000614602815355818,"BOK-AS1","100379249"
"773","BOLA3",1.30641963956849e-37,-0.0973030420462597,0.249,0.149,1.99699306104439e-33,"BOLA3","388962"
"774","BORA",1.25364268087682e-10,0.526084888258572,0.024,0.009,1.91631820198831e-06,"BORA","79866"
"775","BPGM",5.47029688496707e-08,0.369619071713115,0.031,0.016,0.000836189581836066,"BPGM","669"
"776","BPTF",2.09296531096897e-73,1.24695725440556,0.163,0.062,3.19930677434716e-69,"BPTF","2186"
"777","BRAF",4.02949508308145e-09,0.202778010356209,0.032,0.016,6.1594861839983e-05,"BRAF","673"
"778","BRAP",3.85084772297341e-07,0.0137293983714093,0.041,0.025,0.00588640582933716,"BRAP","8315"
"779","BRAT1",1.22886425914994e-18,-0.0981135833530136,0.067,0.033,1.8784419065366e-14,"BRAT1","221927"
"780","BRCA1",2.89715479260574e-29,1.18453035294105,0.029,0.005,4.42859081597714e-25,"BRCA1","672"
"781","BRCA2",1.54256194790142e-22,1.74245505530485,0.017,0.002,2.3579601935621e-18,"BRCA2","675"
"782","BRCC3",1.08166248509142e-22,0.0489470085262766,0.078,0.037,1.65342927471075e-18,"BRCC3","79184"
"783","BRD1",4.58875306306312e-10,0.146908409732163,0.041,0.021,7.01436793219829e-06,"BRD1","23774"
"784","BRD2",2.2905777297033e-52,0.335392584300662,0.293,0.171,3.50137711762447e-48,"BRD2","6046"
"785","BRD3",7.40078896902285e-24,0.500417688564657,0.073,0.033,1.13128460180483e-19,"BRD3","8019"
"786","BRD4",3.72582528360474e-44,0.765054533764853,0.156,0.076,5.6952965285182e-40,"BRD4","23476"
"787","BRD7",5.49607559621367e-51,0.834475846325191,0.118,0.045,8.40130115637222e-47,"BRD7","29117"
"788","BRD8",9.27246324182173e-15,0.299421003266081,0.061,0.032,1.41738873114487e-10,"BRD8","10902"
"789","BRD9",9.63487160391541e-43,0.946873361830899,0.072,0.022,1.47278647337451e-38,"BRD9","65980"
"790","BRF1",8.7180333894527e-17,1.09268600426495,0.055,0.026,1.33263858391174e-12,"BRF1","2972"
"791","BRI3",1.18807414863271e-51,0.487230309747966,0.35,0.223,1.81609014359995e-47,"BRI3","25798"
"792","BRI3BP",3.02810755749877e-85,1.07115761674129,0.18,0.067,4.62876521239262e-81,"BRI3BP","140707"
"793","BRINP3",1.4960200580873e-07,-4.20680240897309,0.001,0.007,0.00228681626079225,"BRINP3","339479"
"794","BRIP1",3.22839215832957e-07,0.745978566456952,0.009,0.002,0.00493492025322258,"BRIP1","83990"
"795","BRIX1",1.42423161181644e-51,0.179900047758807,0.097,0.032,2.17708044182261e-47,"BRIX1","55299"
"796","BRK1",1.04908566770456e-35,0.0840830056381991,0.414,0.297,1.60363235165319e-31,"BRK1","55845"
"797","BRMS1L",5.06321574252008e-08,1.57188990962491,0.013,0.004,0.00077396315840162,"BRMS1L","84312"
"798","BROX",8.96203414807712e-37,0.478674444898418,0.139,0.069,1.36993653987507e-32,"BROX","148362"
"799","BRPF1",2.86319701358486e-11,0.459672548821748,0.024,0.009,4.37668295496582e-07,"BRPF1","7862"
"800","BRWD1",2.55036764009188e-22,0.611192785772529,0.101,0.054,3.89849197464444e-18,"BRWD1","54014"
"801","BRWD3",5.64454669357228e-17,0.518453346941089,0.041,0.017,8.62825407579459e-13,"BRWD3","254065"
"802","BSDC1",3.76001651726822e-11,-0.0768522651574137,0.132,0.092,5.7475612482962e-07,"BSDC1","55108"
"803","BSG",1.78850076011741e-204,-1.1935691961641,0.643,0.7,2.73390226191548e-200,"BSG","682"
"804","BSPRY",8.80852940777699e-65,0.83283332727051,0.123,0.041,1.34647180527279e-60,"BSPRY","54836"
"805","BST1",1.91509062125361e-13,0.214482917323778,0.028,0.01,2.92740752364826e-09,"BST1","683"
"806","BST2",8.80763897893736e-113,2.58729091418174,0.083,0.006,1.34633569432037e-108,"BST2","684"
"807","BTAF1",3.95813255223657e-19,0.556691569354435,0.033,0.011,6.05040141934881e-15,"BTAF1","9044"
"808","BTBD1",4.34257989049306e-25,-0.0492237896602501,0.063,0.025,6.63806762060769e-21,"BTBD1","53339"
"809","BTBD10",4.47553037360011e-18,0.0884121087370673,0.062,0.03,6.84129572908513e-14,"BTBD10","84280"
"810","BTBD2",5.00936659163594e-11,0.379887546107361,0.064,0.038,7.6573177719747e-07,"BTBD2","55643"
"811","BTBD6",3.19825849703794e-18,0.286364797809418,0.088,0.048,4.88885793857219e-14,"BTBD6","90135"
"812","BTBD7",5.06224529372796e-22,0.688398975275321,0.093,0.049,7.73814815599256e-18,"BTBD7","55727"
"813","BTC",1.02922830056319e-11,-0.0859976619500906,0.027,0.011,1.5732783802409e-07,"BTC","685"
"814","BTF3",4.57705442476018e-20,0.155487254126414,0.638,0.566,6.99648539368842e-16,"BTF3","689"
"815","BTF3L4",9.6962435301516e-35,0.106292865398452,0.11,0.051,1.48216778601897e-30,"BTF3L4","91408"
"816","BTG1",7.50602734132313e-12,-0.0498047860454027,0.494,0.399,1.14737133939465e-07,"BTG1","694"
"817","BTG2",2.14809022340733e-51,0.429674726564987,0.231,0.124,3.28357071550044e-47,"BTG2","7832"
"818","BTG3",1.75278901959162e-75,0.927134436426228,0.094,0.021,2.67931329534776e-71,"BTG3","10950"
"819","BTN2A1",3.12281340430906e-18,0.278686805580087,0.067,0.033,4.77353256982683e-14,"BTN2A1","11120"
"820","BTN2A2",3.43341737558118e-08,1.99552835096241,0.007,0.001,0.00052483218003134,"BTN2A2","10385"
"821","BTN3A1",2.06807185931059e-20,0.652017331393751,0.048,0.019,3.16125464414217e-16,"BTN3A1","11119"
"822","BTN3A2",3.03306744582102e-09,-0.119182517834892,0.138,0.101,4.636346897682e-05,"BTN3A2","11118"
"823","BTN3A3",1.19690945754566e-16,0.940502640269965,0.027,0.008,1.8295957968043e-12,"BTN3A3","10384"
"824","BTNL3",1.25473874609086e-26,-0.854519728583847,0.168,0.241,1.91799364727448e-22,"BTNL3","10917"
"825","BTNL8",8.53507538361981e-42,-1.08475566165171,0.105,0.192,1.30467162314012e-37,"BTNL8","79908"
"826","BTNL9",1.85532932606302e-14,2.05646014541017,0.012,0.001,2.83605640781993e-10,"BTNL9","153579"
"827","BUB1",1.40394475149945e-14,1.48682595538874,0.013,0.002,2.14606994714206e-10,"BUB1","699"
"828","BUB1B",2.90065209444772e-20,3.96482745358762,0.015,0.001,4.43393679157279e-16,"BUB1B","701"
"829","BUB3",4.64309732808274e-33,0.0415509104684568,0.177,0.1,7.09743857570727e-29,"BUB3","9184"
"830","BUD13",7.74423141570086e-07,-0.437784244918472,0.032,0.018,0.0118378321420403,"BUD13","84811"
"831","BUD31",2.41479905364979e-17,-0.0884103694225755,0.34,0.256,3.69126183340907e-13,"BUD31","8896"
"832","BYSL",2.90227780431958e-36,0.573234418002078,0.043,0.009,4.43642185168291e-32,"BYSL","705"
"833","BZW1",1.81578985224831e-102,0.604909554781046,0.307,0.142,2.77561636814677e-98,"BZW1","9689"
"834","BZW2",7.72823700462018e-18,-0.102039203687188,0.152,0.097,1.18133830852624e-13,"BZW2","28969"
"835","C10orf88",9.40129330515941e-07,0.473751124564079,0.012,0.005,0.0143708169462667,"C10orf88","80007"
"836","C10orf95",8.17769108213653e-09,1.86906842797372,0.012,0.003,0.000125004185881539,"C10orf95","79946"
"837","C11orf24",7.28727138506133e-31,0.709098159194494,0.109,0.052,1.11393230392047e-26,"C11orf24","53838"
"838","C11orf52",7.39510013330588e-07,-0.959611990010466,0.003,0.012,0.0113041500637714,"C11orf52","91894"
"839","C11orf58",2.73386451239484e-52,0.137933672044171,0.261,0.145,4.17898529364675e-48,"C11orf58","10944"
"840","C11orf68",5.45938116859695e-07,0.0611269377417409,0.037,0.022,0.0083452100543173,"C11orf68","83638"
"841","C11orf86",1.98244232889984e-07,-0.375110332057604,0.174,0.208,0.00303036134395629,"C11orf86","254439"
"842","C11orf96",1.16613043356059e-12,6.66209218044543,0.007,0,1.78254698074072e-08,"C11orf96","387763"
"843","C12orf43",3.14485976415876e-14,-0.152318712570037,0.034,0.014,4.80723263549308e-10,"C12orf43","64897"
"844","C12orf57",1.93787711732172e-73,0.368433388412581,0.362,0.209,2.96223896153797e-69,"C12orf57","113246"
"845","C12orf75",3.22439091308923e-81,0.658012230440632,0.438,0.269,4.92880394974819e-77,"C12orf75","387882"
"846","C14orf119",3.2424523550654e-26,-0.0186607595139809,0.231,0.149,4.95641266995297e-22,"C14orf119","55017"
"847","C15orf40",1.07121691855903e-06,-0.346355900546591,0.122,0.092,0.0163746218170933,"C15orf40","123207"
"848","C15orf48",4.18811757537632e-108,-0.484082081714302,0.848,0.895,6.40195652572025e-104,"C15orf48","84419"
"849","C15orf61",1.02157982618368e-13,-0.0928144184417075,0.146,0.099,1.56158692230438e-09,"C15orf61","145853"
"850","C16orf46",4.97333247791511e-09,1.18734483641246,0.006,0.001,7.60223602574104e-05,"C16orf46","123775"
"851","C17orf58",2.3568000151981e-14,0.00228288220074324,0.046,0.021,3.60260450323181e-10,"C17orf58","284018"
"852","C17orf67",4.39085768923532e-23,1.89095505807982,0.036,0.01,6.71186506376511e-19,"C17orf67","339210"
"853","C17orf75",3.13264412204078e-16,-0.109373727190147,0.032,0.011,4.78855980495153e-12,"C17orf75","64149"
"854","C19orf25",2.84997931656897e-07,-0.123497197571502,0.143,0.109,0.00435647838330733,"C19orf25","148223"
"855","C19orf33",2.94256254558351e-21,-0.35432611701953,0.758,0.714,4.49800110717896e-17,"C19orf33","64073"
"856","C19orf53",3.59774832152211e-46,0.366874283694746,0.394,0.273,5.4995180842787e-42,"C19orf53","28974"
"857","C1GALT1",2.93211584219854e-74,1.28793194136482,0.108,0.029,4.48203227638469e-70,"C1GALT1","56913"
"858","C1GALT1C1",9.13915784177858e-41,0.377236825593493,0.128,0.058,1.39701166769427e-36,"C1GALT1C1","29071"
"859","C1orf116",3.2212598507806e-15,0.462299629816909,0.101,0.061,4.92401780790323e-11,"C1orf116","79098"
"860","C1orf122",5.93297072647547e-30,0.200870135517178,0.245,0.158,9.0691390524904e-26,"C1orf122","127687"
"861","C1orf131",1.24563900233098e-15,-0.120165151214075,0.114,0.071,1.90408377896314e-11,"C1orf131","128061"
"862","C1orf167",2.67373436077652e-17,2.51488517013167,0.015,0.002,4.087070343883e-13,"C1orf167","284498"
"863","C1orf174",1.83191172302556e-24,0.812012712867902,0.067,0.028,2.80026025981687e-20,"C1orf174","339448"
"864","C1orf198",4.83134383941007e-30,0.535567412633212,0.028,0.004,7.38519219292223e-26,"C1orf198","84886"
"865","C1orf21",2.46687839855875e-44,0.174478204491567,0.28,0.169,3.77087032003691e-40,"C1orf21","81563"
"866","C1orf216",1.32818404526007e-10,6.56995470472324,0.005,0,2.03026213158455e-06,"C1orf216","127703"
"867","C1orf35",2.73708115950972e-30,0.0642316522632154,0.115,0.057,4.18390226042655e-26,"C1orf35","79169"
"868","C1orf43",7.82238308338238e-28,-0.0838301988253176,0.3,0.204,1.19572947812583e-23,"C1orf43","25912"
"869","C1orf50",1.93529901791843e-08,-0.0942006283873376,0.075,0.05,0.000295829807879012,"C1orf50","79078"
"870","C1orf52",9.59189376040454e-15,0.145128317141145,0.076,0.043,1.46621688021544e-10,"C1orf52","148423"
"871","C1orf53",5.23629247080989e-13,0.102035981798749,0.06,0.033,8.00419667087999e-09,"C1orf53","388722"
"872","C1orf56",1.45809570661034e-16,0.91092064535987,0.051,0.024,2.22884509712457e-12,"C1orf56","54964"
"873","C1QA",3.24131137388856e-07,0.621366855155151,0.017,0.007,0.00495466856612606,"C1QA","712"
"874","C1QBP",1.12512925430778e-38,0.0979059405794367,0.331,0.215,1.71987257813487e-34,"C1QBP","708"
"875","C1QTNF1",2.52652950419848e-17,2.02754662774836,0.016,0.002,3.8620530001178e-13,"C1QTNF1","114897"
"876","C1QTNF1-AS1",4.3599834442149e-16,-2.08980748751133,0.006,0.026,6.66467069282689e-12,"C1QTNF1-AS1","100507410"
"877","C1QTNF6",1.10313928704177e-07,0.520215833074197,0.023,0.011,0.00168625871417205,"C1QTNF6","114904"
"878","C1R",5.84387539151961e-08,-0.00805200480217394,0.013,0.004,0.000893294792347688,"C1R","715"
"879","C1RL",1.61731189674542e-14,0.288504986228616,0.04,0.018,2.47222296536505e-10,"C1RL","51279"
"880","C1RL-AS1",1.10308479127023e-09,1.06452306787408,0.011,0.002,1.68617541193568e-05,"C1RL-AS1","283314"
"881","C1S",6.67332442127616e-09,1.22694957934437,0.014,0.005,0.000102008437103627,"C1S","716"
"882","C2",1.56620586445968e-112,4.33327651301373,0.074,0.003,2.39410228441306e-108,"C2","717"
"883","C20orf96",4.90792196320085e-08,-0.573186939843907,0.029,0.015,0.000750224951294882,"C20orf96","140680"
"884","C21orf58",1.36323127204389e-23,0.87655790283475,0.023,0.004,2.08383532244628e-19,"C21orf58","54058"
"885","C21orf91",1.20753695878259e-09,1.17246455978052,0.018,0.006,1.84584099519507e-05,"C21orf91","54149"
"886","C22orf39",1.63829236581847e-20,-0.010390173140294,0.138,0.083,2.50429371039012e-16,"C22orf39","128977"
"887","C2CD2",3.43025944275339e-23,0.737238702154426,0.026,0.005,5.24349458419283e-19,"C2CD2","25966"
"888","C2CD3",4.04351372931918e-07,0.44334731779537,0.019,0.009,0.0061809150866373,"C2CD3","26005"
"889","C2CD4A",4.34773639721595e-41,4.79480511147942,0.024,0,6.6459498567843e-37,"C2CD4A","145741"
"890","C2CD4B",3.87521615304461e-72,6.93902379296089,0.043,0,5.923655411544e-68,"C2CD4B","388125"
"891","C2CD4D",2.74641101952589e-10,1.68850346525322,0.01,0.002,4.19816388444727e-06,"C2CD4D","100191040"
"892","C2orf49",8.27943965561432e-10,-0.100688875834642,0.047,0.026,1.26559514575721e-05,"C2orf49","79074"
"893","C2orf68",5.84880514012528e-09,0.061414943629702,0.072,0.046,8.9404835371955e-05,"C2orf68","388969"
"894","C2orf69",1.42238895998487e-25,0.648070060192131,0.057,0.021,2.17426376423287e-21,"C2orf69","205327"
"895","C2orf72",2.70881204562486e-39,0.711166135996471,0.101,0.041,4.14069009294216e-35,"C2orf72","257407"
"896","C2orf88",1.94958142272266e-58,-0.847648723908064,0.209,0.336,2.98013016277385e-54,"C2orf88","84281"
"897","C3",2.31257688113078e-06,2.95608931842057,0.005,0.001,0.0353500502049652,"C3","718"
"898","C3orf33",1.94998572608838e-11,0.270961735846454,0.015,0.004,2.98074818089869e-07,"C3orf33","285315"
"899","C3orf52",1.48400944245998e-41,1.31985516523803,0.063,0.017,2.26845683374433e-37,"C3orf52","79669"
"900","C3orf62",1.74964433060026e-12,0.945504809562879,0.03,0.012,2.67450632375556e-08,"C3orf62","375341"
"901","C3orf70",1.21753079934722e-14,0.999626080691997,0.026,0.008,1.86111757988216e-10,"C3orf70","285382"
"902","C4BPA",6.79216253839798e-50,2.36972752910856,0.051,0.008,1.03824996561952e-45,"C4BPA","722"
"903","C4BPB",8.65011071564744e-211,3.38840726260568,0.17,0.019,1.32225592399387e-206,"C4BPB","725"
"904","C4orf19",5.15867425258204e-07,-0.0770058796710773,0.134,0.101,0.00788554946249691,"C4orf19","55286"
"905","C4orf3",2.3563985272197e-128,0.733161020184375,0.39,0.189,3.60199078870804e-124,"C4orf3","401152"
"906","C4orf33",1.66207842528862e-11,-0.060223119097282,0.075,0.046,2.54065308089619e-07,"C4orf33","132321"
"907","C4orf46",3.41847308827856e-12,1.37079768971794,0.016,0.004,5.22547796274261e-08,"C4orf46","201725"
"908","C5orf15",1.04899061181458e-35,0.890354318022064,0.113,0.052,1.60348704921977e-31,"C5orf15","56951"
"909","C5orf22",2.91023582797888e-13,0.368578382188798,0.024,0.008,4.44858648664852e-09,"C5orf22","55322"
"910","C5orf24",2.45319759714649e-42,0.90519942891216,0.097,0.037,3.74995784699813e-38,"C5orf24","134553"
"911","C6orf120",9.64635648336846e-21,0.154598840825248,0.069,0.032,1.4745420520477e-16,"C6orf120","387263"
"912","C6orf132",6.28367458771241e-58,0.689731474628181,0.237,0.124,9.6052249747772e-54,"C6orf132","647024"
"913","C6orf141",1.72999096177701e-18,1.19720447036095,0.036,0.012,2.64446418417233e-14,"C6orf141","135398"
"914","C6orf62",1.99861659008369e-129,1.50785732326315,0.227,0.076,3.05508531960192e-125,"C6orf62","81688"
"915","C6orf89",1.90354042975955e-25,0.352292612642021,0.14,0.08,2.90975190093045e-21,"C6orf89","221477"
"916","C7",2.75676633963469e-10,2.65608236093726,0.007,0.001,4.21399302676558e-06,"C7","730"
