"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","pct.diff"
"5931","DCK",1.73273315212765e-18,0.415663983741598,0.044,0.031,2.60689702737605e-14,0.013
"5932","ID1",1.7728348230723e-18,0.204964577372273,0.458,0.417,2.66722999131228e-14,0.041
"5933","C1orf35",1.80950594064194e-18,0.239078937982382,0.098,0.078,2.72240168769579e-14,0.02
"5934","MRPS16",1.85422104507034e-18,0.155268797338337,0.23,0.199,2.78967556230833e-14,0.031
"5935","DHRS1",1.87341373993705e-18,-0.410837198544925,0.077,0.097,2.81855097173529e-14,-0.02
"5936","PHC2",1.88507893864044e-18,0.442716234781657,0.047,0.033,2.83610126318454e-14,0.014
"5937","ZNF335",1.98527232052811e-18,0.548767394208732,0.031,0.021,2.98684220623454e-14,0.01
"5938","RARG",1.9859646358341e-18,0.849204534443196,0.016,0.009,2.9878837946124e-14,0.007
"5939","TTF1",1.99534955798647e-18,0.44026593940027,0.046,0.032,3.00200340999065e-14,0.014
"5940","LRCH3",2.02522124408044e-18,0.584997860618933,0.03,0.02,3.04694536171902e-14,0.01
"5941","ANAPC5",2.10524130104466e-18,0.233757758378138,0.132,0.109,3.16733553742169e-14,0.023
"5942","ERBB2",2.11461598962895e-18,-0.32149493136397,0.116,0.139,3.18143975639676e-14,-0.023
"5943","HPRT1",2.17904280795049e-18,0.282697584367547,0.1,0.08,3.27836990456151e-14,0.02
"5944","SLC25A37",2.2132282508128e-18,0.340415911349981,0.142,0.12,3.32980190334785e-14,0.022
"5945","DCAF13",2.25059391289641e-18,0.306588072224117,0.083,0.065,3.38601854195265e-14,0.018
"5946","SLC41A2",2.31277291679862e-18,0.560749980043632,0.031,0.021,3.47956685332353e-14,0.01
"5947","P4HA2",2.33441190824206e-18,0.394866017541269,0.056,0.042,3.51212271595017e-14,0.014
"5948","UBXN10",2.34974419816059e-18,0.916819538609857,0.013,0.007,3.53519014613261e-14,0.006
"5949","SLC35F2",2.35593935347195e-18,0.513748805030316,0.032,0.021,3.54451075729854e-14,0.011
"5950","ZNF296",2.40580401096314e-18,0.438046608974816,0.047,0.034,3.61953213449405e-14,0.013
"5951","RALA",2.42902677583338e-18,0.190198729119297,0.139,0.116,3.65447078424132e-14,0.023
"5952","VSIG2",2.51064553286794e-18,0.108535220057116,0.364,0.325,3.77726620419982e-14,0.039
"5953","MCM8",2.6380085995838e-18,0.926988473701358,0.013,0.007,3.96888393807383e-14,0.006
"5954","NXT2",2.77198711609771e-18,0.765998110429401,0.016,0.008,4.170454616169e-14,0.008
"5955","ZNF830",2.780652200711e-18,0.348962524693471,0.053,0.039,4.1834912359697e-14,0.014
"5956","DENND3",2.84651358694299e-18,0.661086075700408,0.022,0.013,4.28257969155573e-14,0.009
"5957","PPP1R37",2.85475599416434e-18,0.410197970860338,0.047,0.033,4.29498039322026e-14,0.014
"5958","VWA5A",2.86170529591807e-18,-0.50150581227249,0.049,0.066,4.30543561770874e-14,-0.017
"5959","AHSA1",2.92258984692245e-18,0.215473044371425,0.158,0.133,4.39703642469483e-14,0.025
"5960","UQCR10",2.96366188857428e-18,-0.146603664379657,0.732,0.744,4.45882931136001e-14,-0.012
"5961","ZNF627",3.01133340353921e-18,1.05395082095089,0.011,0.005,4.53055110562473e-14,0.006
"5962","PFKFB2",3.02233948946769e-18,0.390776876418146,0.06,0.045,4.54710976190414e-14,0.015
"5963","ZNF407",3.03978758648382e-18,0.970879419247846,0.012,0.006,4.57336042386491e-14,0.006
"5964","AKTIP",3.06050062343544e-18,0.495566711253887,0.032,0.021,4.60452318795861e-14,0.011
"5965","EWSR1",3.08639024192008e-18,0.155488547144094,0.215,0.186,4.64347411896876e-14,0.029
"5966","FBRSL1",3.09692814616896e-18,0.484596299813497,0.04,0.028,4.6593283959112e-14,0.012
"5967","TOP1MT",3.20822943095008e-18,0.431213459803042,0.042,0.029,4.82678117886439e-14,0.013
"5968","MYBBP1A",3.40761147127166e-18,0.538207822522447,0.029,0.019,5.12675145852821e-14,0.01
"5969","MAK16",3.56458720847481e-18,0.746706771820642,0.017,0.009,5.36292145515035e-14,0.008
"5970","TEX30",3.60828914188869e-18,0.571982107784483,0.027,0.017,5.42867101397154e-14,0.01
"5971","UNG",3.6958211604952e-18,0.360827181557283,0.069,0.053,5.56036293596502e-14,0.016
"5972","CEP95",3.72373267341131e-18,0.43608245148049,0.036,0.024,5.60235580714732e-14,0.012
"5973","C9orf40",3.73682172702976e-18,0.552509795894549,0.031,0.02,5.62204828831628e-14,0.011
"5974","RFC4",3.89563007639929e-18,0.497624155261979,0.039,0.027,5.86097544994273e-14,0.012
"5975","TSIX",3.89979906645471e-18,1.12357002870967,0.01,0.005,5.8672476954811e-14,0.005
"5976","SAP30L",3.91397928674857e-18,0.511044047872832,0.033,0.022,5.88858183691322e-14,0.011
"5977","BCL2L1",4.04593411887311e-18,0.348742785900739,0.066,0.05,6.0871078818446e-14,0.016
"5978","CNKSR1",4.17682582355218e-18,0.386170064667386,0.059,0.044,6.28403445153426e-14,0.015
"5979","TBCK",4.32768587554256e-18,0.830087153070276,0.016,0.008,6.51100339975378e-14,0.008
"5980","C1orf109",4.4773493475272e-18,0.703344431317609,0.021,0.013,6.73617209335467e-14,0.008
"5981","KMT2D",4.5253582736258e-18,0.555653779793972,0.027,0.018,6.80840152267001e-14,0.009
"5982","HINFP",4.59082058116118e-18,-0.578344523694607,0.029,0.042,6.906889564357e-14,-0.013
"5983","MRPL22",4.74790710190777e-18,-0.296157448093393,0.18,0.204,7.14322623482024e-14,-0.024
"5984","RNASE6",4.76556559061977e-18,0.905460907256772,0.012,0.006,7.16979343108745e-14,0.006
"5985","ZNF430",4.81556319095736e-18,0.643187122537327,0.022,0.013,7.24501482079535e-14,0.009
"5986","CDKAL1",4.82676958603439e-18,0.822942357647727,0.016,0.009,7.26187484218873e-14,0.007
"5987","TRAPPC13",4.83571292871341e-18,0.6335120150772,0.026,0.017,7.27533010124932e-14,0.009
"5988","URB1",4.9167923410795e-18,0.824740855750025,0.018,0.01,7.39731407715411e-14,0.008
"5989","NMRK1",5.03319681649353e-18,0.354867616919919,0.064,0.048,7.57244461041452e-14,0.016
"5990","PLEKHA6",5.06827714590936e-18,0.356007108037816,0.077,0.06,7.62522296602063e-14,0.017
"5991","UGGT2",5.13068180478776e-18,0.656408117396702,0.022,0.013,7.71911077530318e-14,0.009
"5992","ZNF692",5.1623898104913e-18,0.527295863905907,0.033,0.022,7.76681546988416e-14,0.011
"5993","RBCK1",5.18509867449811e-18,0.136602291788555,0.177,0.151,7.80098095578241e-14,0.026
"5994","DEDD2",5.25150744353659e-18,0.270780049889347,0.073,0.056,7.9008929488008e-14,0.017
"5995","POMT2",5.51940147710046e-18,0.793281712071729,0.015,0.008,8.30393952229764e-14,0.007
"5996","WDR46",5.5772179928824e-18,0.294071163170599,0.076,0.059,8.39092447029157e-14,0.017
"5997","RASSF1",5.83542279480625e-18,0.392876942289405,0.045,0.032,8.77939359478601e-14,0.013
"5998","SLAMF7",6.08634004761211e-18,1.18301079770111,0.01,0.005,9.15689860163241e-14,0.005
"5999","NACC1",6.09710799464627e-18,0.489717605931429,0.042,0.03,9.17309897794532e-14,0.012
"6000","ZNF791",6.14954487881908e-18,0.441852190292221,0.046,0.033,9.2519902701833e-14,0.013
"6001","STYXL1",6.57043490975741e-18,0.357391912039751,0.066,0.05,9.88521932173003e-14,0.016
"6002","FANCI",7.08806040061995e-18,0.607661083262302,0.025,0.016,1.06639868727327e-13,0.009
"6003","PRPF6",7.16254956034347e-18,0.291570707889614,0.098,0.079,1.07760558135368e-13,0.019
"6004","FBXO8",7.29764795618682e-18,0.459409237752679,0.039,0.027,1.09793113500831e-13,0.012
"6005","NUP188",7.48794184171644e-18,0.682461929240845,0.022,0.014,1.12656085008624e-13,0.008
"6006","FAM168B",8.03253272549045e-18,0.29536828518724,0.075,0.058,1.20849454855004e-13,0.017
"6007","TEAD3",8.28649740291537e-18,0.525854868559976,0.036,0.025,1.24670353426862e-13,0.011
"6008","PCNT",8.45411027971538e-18,0.690321538422752,0.025,0.015,1.27192089158318e-13,0.01
"6009","DNAJC8",8.60025464308182e-18,0.200234150363507,0.149,0.125,1.29390831105166e-13,0.024
"6010","CENPQ",8.85135496830446e-18,0.934561693406159,0.013,0.007,1.33168635498141e-13,0.006
"6011","DCAF5",9.04283590299087e-18,0.424401551054543,0.045,0.032,1.36049466160498e-13,0.013
"6012","HIBADH",9.07182406198954e-18,0.240185324569108,0.08,0.062,1.36485593012633e-13,0.018
"6013","POLA1",9.23645984105091e-18,1.01637294429173,0.011,0.006,1.38962538308611e-13,0.005
"6014","FRMD8",9.35403652025186e-18,0.561624086914839,0.031,0.02,1.40731479447189e-13,0.011
"6015","LRR1",9.43241855876569e-18,0.349938444642964,0.05,0.036,1.4191073721663e-13,0.014
"6016","EEF1G",9.51977576063205e-18,0.447070611758517,0.133,0.113,1.43225026318709e-13,0.02
"6017","GNPDA1",9.87769462142013e-18,0.552693097422533,0.028,0.018,1.48609915579266e-13,0.01
"6018","ARMCX5",1.00264367235921e-17,0.607890976504902,0.02,0.012,1.50847740506443e-13,0.008
"6019","AC023590.1",1.06458730267938e-17,0.878369416981516,0.014,0.007,1.60167159688113e-13,0.007
"6020","COMMD10",1.0660435803083e-17,0.350264175132472,0.058,0.044,1.60386256657384e-13,0.014
"6021","POR",1.10918351831791e-17,-0.401725563039161,0.084,0.104,1.6687666033093e-13,-0.02
"6022","TRRAP",1.11864366979425e-17,0.629891619554849,0.025,0.016,1.68299940120545e-13,0.009
"6023","PCSK6",1.16024273899863e-17,0.667862451310917,0.02,0.012,1.74558520082345e-13,0.008
"6024","TGFBRAP1",1.16140606239931e-17,0.639836974939805,0.022,0.013,1.74733542087976e-13,0.009
"6025","MTOR",1.2408590130591e-17,0.58409557880961,0.031,0.021,1.86687238514741e-13,0.01
"6026","EEF2K",1.24760696409124e-17,0.720031323859343,0.021,0.013,1.87702467747527e-13,0.008
"6027","CYBRD1",1.28993085769966e-17,0.6510748170097,0.02,0.012,1.94070097540913e-13,0.008
"6028","GTF2E1",1.30403913191302e-17,0.87371368065901,0.012,0.006,1.96192687396314e-13,0.006
"6029","MSANTD2",1.32440662035374e-17,1.04898769468865,0.011,0.005,1.99256976032219e-13,0.006
"6030","ZNF83",1.36272638646766e-17,0.638270765120747,0.027,0.017,2.05022184844059e-13,0.01
"6031","TACO1",1.4066115252079e-17,-0.444719298832593,0.057,0.074,2.11624703967528e-13,-0.017
"6032","NME3",1.46389357408616e-17,0.132260006834434,0.189,0.162,2.20242788221262e-13,0.027
"6033","HOXB-AS3",1.46954954927819e-17,-1.13762937555484,0.007,0.014,2.21093729688903e-13,-0.007
"6034","ACTL6A",1.53664178685259e-17,0.274079944752571,0.089,0.07,2.31187756831972e-13,0.019
"6035","TEX264",1.53832779267566e-17,-0.303330371326204,0.151,0.175,2.31441416408053e-13,-0.024
"6036","MLH3",1.54836085505066e-17,0.564333651598201,0.036,0.025,2.32950890642372e-13,0.011
"6037","TEX261",1.54980013323955e-17,0.396011131839822,0.045,0.032,2.3316743004589e-13,0.013
"6038","TRAM2-AS1",1.61011578804326e-17,1.00728155968895,0.01,0.005,2.42241920311108e-13,0.005
"6039","MEGF9",1.64192738972783e-17,0.981726801484839,0.012,0.006,2.47027975784551e-13,0.006
"6040","SMIM6",1.73481368445777e-17,-0.548887980762161,0.038,0.053,2.61002718826671e-13,-0.015
"6041","C6orf89",1.73589887537994e-17,0.31099710970773,0.072,0.056,2.61165985800912e-13,0.016
"6042","GALK2",1.78103148519118e-17,0.391452674649953,0.053,0.039,2.67956186947013e-13,0.014
"6043","THAP7",1.81616579711244e-17,0.346893748980353,0.067,0.052,2.73242144175567e-13,0.015
"6044","KLC1",1.82206692147082e-17,0.473326637910258,0.04,0.028,2.74129968335285e-13,0.012
"6045","UFSP2",1.8308426777885e-17,0.402089308278287,0.043,0.031,2.75450280873279e-13,0.012
"6046","BCAP31",1.85636163784993e-17,0.10662035739612,0.339,0.303,2.79289608414522e-13,0.036
"6047","ESYT1",1.8821639498631e-17,0.448872276358617,0.038,0.027,2.83171566256903e-13,0.011
"6048","RRAGA",1.99989212995925e-17,0.218279868772466,0.095,0.076,3.00883770952369e-13,0.019
"6049","AREL1",2.06635504307237e-17,0.486763590058112,0.032,0.021,3.10883116230237e-13,0.011
"6050","POFUT2",2.07122928212656e-17,0.681836322683053,0.024,0.015,3.11616445495941e-13,0.009
"6051","CHMP2A",2.26298868869105e-17,-0.246087925824466,0.466,0.472,3.40466648213568e-13,-0.00599999999999995
"6052","NDUFA11",2.33349509012464e-17,-0.26224190170123,0.565,0.549,3.51074336309252e-13,0.0159999999999999
"6053","SMPD2",2.36506972170884e-17,0.410651883403776,0.052,0.038,3.55824739631095e-13,0.014
"6054","NMU",2.36591834237236e-17,0.913014051400825,0.013,0.006,3.55952414609922e-13,0.007
"6055","SAFB2",2.39588765828412e-17,0.314066713834749,0.088,0.07,3.60461298188846e-13,0.018
"6056","PLCXD1",2.41340819884534e-17,0.648941287208626,0.024,0.015,3.63097263516281e-13,0.009
"6057","WWC3",2.45955156124816e-17,0.75575448987259,0.016,0.009,3.70039532389786e-13,0.007
"6058","ARIH2",2.59283880636439e-17,0.339177541134745,0.064,0.049,3.90092598417522e-13,0.015
"6059","ASH2L",2.60695115117532e-17,0.484169527547814,0.036,0.024,3.92215800694327e-13,0.012
"6060","ATG4A",2.68859642781844e-17,0.556573879658417,0.03,0.02,4.04499332565285e-13,0.01
"6061","COBL",2.70417613897202e-17,0.433481198972576,0.043,0.031,4.06843300108341e-13,0.012
"6062","CTIF",2.79196894716205e-17,1.12214192065468,0.01,0.004,4.2005172810053e-13,0.006
"6063","TNFRSF25",2.9032437476365e-17,0.467991565845427,0.05,0.037,4.36793021831912e-13,0.013
"6064","DGAT1",2.92808932212889e-17,0.225017833388575,0.155,0.132,4.40531038514292e-13,0.023
"6065","PVR",3.04116075404143e-17,0.518877822289807,0.032,0.021,4.57542635445533e-13,0.011
"6066","TP53INP1",3.06949307526896e-17,0.702848890927241,0.022,0.013,4.61805233174216e-13,0.009
"6067","PITPNM3",3.23089710820078e-17,0.68251878309756,0.021,0.013,4.86088469928807e-13,0.008
"6068","ALG12",3.28687761019098e-17,0.415369540919079,0.042,0.03,4.94510736453233e-13,0.012
"6069","KCP",3.44139403812879e-17,0.868347734239673,0.012,0.006,5.17757733036476e-13,0.006
"6070","SAPCD2",3.46589123099912e-17,0.525362789873789,0.032,0.021,5.21443335703817e-13,0.011
"6071","ATP2B4",3.62961502299317e-17,0.966787518161435,0.011,0.005,5.46075580209322e-13,0.006
"6072","HSD17B4",3.67785239318902e-17,0.206218883769645,0.11,0.09,5.53332892555288e-13,0.02
"6073","DPF2",3.68575555752299e-17,0.482999624057713,0.04,0.028,5.54521923629334e-13,0.012
"6074","CRELD1",3.86135624031107e-17,0.434887845878863,0.043,0.031,5.80941046354801e-13,0.012
"6075","PRMT2",3.94039881370396e-17,0.277572468749556,0.091,0.073,5.92833001521761e-13,0.018
"6076","SYP",4.03475972310969e-17,0.689166443347873,0.022,0.014,6.07029600341853e-13,0.008
"6077","P4HTM",4.05184503674885e-17,0.283950783032929,0.088,0.07,6.09600085778864e-13,0.018
"6078","SLC25A11",4.08454083714628e-17,-0.35086877878403,0.136,0.158,6.14519168948658e-13,-0.022
"6079","ALG6",4.097750817361e-17,0.480412036823261,0.031,0.021,6.16506610471962e-13,0.01
"6080","GPR160",4.17214258231418e-17,-0.376305566679902,0.176,0.198,6.27698851509168e-13,-0.022
"6081","H2AFY2",4.40941424919258e-17,0.332234902936208,0.044,0.031,6.63396373791024e-13,0.013
"6082","ZNF268",4.45516688132933e-17,0.714475219187537,0.017,0.01,6.70279857295997e-13,0.007
"6083","RUSC1",4.46635777025849e-17,0.239738218748929,0.094,0.075,6.7196352653539e-13,0.019
"6084","REEP4",4.55038834126168e-17,-0.44623905185035,0.059,0.076,6.8460592594282e-13,-0.017
"6085","SMAD6",4.57531298679623e-17,0.959817185011407,0.011,0.006,6.88355838863493e-13,0.005
"6086","CEACAM1",4.61836006425071e-17,0.197641285758219,0.167,0.195,6.94832271666519e-13,-0.028
"6087","GDI1",4.75790138050518e-17,0.407957778972703,0.048,0.035,7.15826262697005e-13,0.013
"6088","TMEM220",4.84281124319612e-17,-0.463302179969282,0.045,0.06,7.28600951538857e-13,-0.015
"6089","NECAP2",4.86686017769574e-17,0.294353838890169,0.07,0.054,7.32219113734324e-13,0.016
"6090","PCDH20",5.26811113784806e-17,0.820165272977154,0.014,0.007,7.9258732068924e-13,0.007
"6091","CBWD6",5.31274507635608e-17,0.659496603143145,0.022,0.014,7.99302496737772e-13,0.008
"6092","RHBDD2",5.4230710292801e-17,0.295960275318662,0.077,0.061,8.15901036355191e-13,0.016
"6093","WSCD1",5.68968424109754e-17,-0.951506319203073,0.011,0.019,8.56012994073125e-13,-0.008
"6094","ANKFY1",5.68971864858979e-17,0.463718738575339,0.04,0.028,8.56018170680334e-13,0.012
"6095","FRG1",5.79056358227232e-17,0.298603832419246,0.089,0.071,8.71190290952871e-13,0.018
"6096","ANKRD46",6.76819293878299e-17,0.669061627926444,0.022,0.014,1.0182746276399e-12,0.008
"6097","TTC39C",6.7727668684572e-17,0.709922186023313,0.021,0.013,1.01896277535939e-12,0.008
"6098","PCYT1A",6.81347066189816e-17,0.367542493029481,0.051,0.037,1.02508666108258e-12,0.014
"6099","ZFPM1",6.93021111305872e-17,1.05429542743548,0.011,0.005,1.04265026195968e-12,0.006
"6100","RNF146",6.93551791837109e-17,0.439774210358996,0.034,0.023,1.04344867081893e-12,0.011
"6101","CRIPT",6.95959575963223e-17,0.257149555211693,0.088,0.07,1.04707118203667e-12,0.018
"6102","EXD2",7.11350339384451e-17,0.701576237488125,0.016,0.009,1.07022658560391e-12,0.007
"6103","CIT",7.30211452647464e-17,0.930770114243785,0.013,0.007,1.09860313050811e-12,0.006
"6104","EVI5L",7.32572763384769e-17,0.873667055627386,0.013,0.007,1.10215572251238e-12,0.006
"6105","MICALL2",7.65575565033171e-17,0.345402222863835,0.08,0.064,1.15180843759241e-12,0.016
"6106","MRPS18B",7.66420802993224e-17,-0.3022291012039,0.137,0.159,1.15308009810331e-12,-0.022
"6107","FUNDC1",7.79493916174011e-17,0.348161281602678,0.056,0.042,1.1727485968838e-12,0.014
"6108","CAPRIN2",7.88953443218503e-17,0.977080436628474,0.011,0.005,1.18698045532224e-12,0.006
"6109","FAM193A",8.00248276840182e-17,0.623092504962367,0.024,0.015,1.20397353250605e-12,0.009
"6110","LINC00339",8.3168336177322e-17,0.918313509328835,0.015,0.008,1.25126761778781e-12,0.007
"6111","DDX10",8.6122398705444e-17,0.521800346608464,0.029,0.019,1.29571148852341e-12,0.01
"6112","KLHL36",8.65223722512023e-17,0.410800970113973,0.05,0.037,1.30172909051934e-12,0.013
"6113","CDCA5",8.9906404720807e-17,0.655746050945209,0.022,0.014,1.35264185902454e-12,0.008
"6114","CHPF2",9.01831651457298e-17,0.464041108777587,0.039,0.028,1.35680571961751e-12,0.011
"6115","FZR1",9.31078782955817e-17,0.473737323372639,0.04,0.028,1.40080802895703e-12,0.012
"6116","CTDSP1",9.3844000701788e-17,0.268379421624671,0.092,0.074,1.4118829905584e-12,0.018
"6117","SPATS2L",9.42610870163325e-17,0.235521542421171,0.226,0.198,1.41815805416072e-12,0.028
"6118","ZC3H6",9.69771320736939e-17,0.587824869990087,0.024,0.016,1.45902095204872e-12,0.008
"6119","DLST",9.80658706549457e-17,0.334970143013401,0.072,0.056,1.47540102400366e-12,0.016
"6120","SCYL1",9.82854384957442e-17,0.298779021321169,0.078,0.062,1.47870442216847e-12,0.016
"6121","VAPB",9.83623852738183e-17,0.340281480577935,0.062,0.047,1.4798620864446e-12,0.015
"6122","TMEM45B",1.020043738792e-16,-0.295893361890192,0.211,0.235,1.53465580501256e-12,-0.024
"6123","WIPF2",1.04219119097795e-16,0.269467934012154,0.09,0.073,1.56797664682632e-12,0.017
"6124","PPWD1",1.06678376819344e-16,0.472791139620443,0.034,0.023,1.60497617924703e-12,0.011
"6125","CRADD",1.08849267811515e-16,-0.556888157750308,0.033,0.046,1.63763723422425e-12,-0.013
"6126","KCTD1",1.11790594590827e-16,0.880281537925293,0.012,0.006,1.681889495619e-12,0.006
"6127","TMEM154",1.12977598929822e-16,1.09094502843309,0.011,0.005,1.69974797589917e-12,0.006
"6128","MRPL36",1.13196847801126e-16,0.195718215133182,0.16,0.137,1.70304657516794e-12,0.023
"6129","ZNF605",1.19008517092182e-16,0.775894907204377,0.015,0.008,1.79048313965188e-12,0.007
"6130","IQGAP2",1.23564923451975e-16,0.242570832223616,0.089,0.072,1.85903427333496e-12,0.017
"6131","HEATR5B",1.2486896155909e-16,0.602154606955757,0.021,0.013,1.87865352665651e-12,0.008
"6132","TAPBPL",1.30656834120419e-16,-0.377406994407205,0.088,0.107,1.9657320693417e-12,-0.019
"6133","COX7A2",1.31377663094476e-16,0.104808149566066,0.85,0.853,1.97657694125639e-12,-0.003
"6134","ARMCX6",1.33238083764031e-16,0.368601255548028,0.041,0.029,2.00456697022984e-12,0.012
"6135","REXO1",1.33686265455989e-16,0.487451042888308,0.037,0.026,2.01130986378536e-12,0.011
"6136","GCAT",1.33794047598893e-16,0.275695920897701,0.07,0.054,2.01293144612535e-12,0.016
"6137","ASB8",1.34212753674383e-16,0.377724009514012,0.051,0.038,2.0192308790311e-12,0.013
"6138","NPLOC4",1.34400337624946e-16,0.400137171129649,0.055,0.041,2.02205307956731e-12,0.014
"6139","NIT1",1.3583673953348e-16,-0.3757517405449,0.069,0.086,2.0436637462812e-12,-0.017
"6140","GNG12",1.37027782576215e-16,0.250090549177153,0.139,0.118,2.06158298885915e-12,0.021
"6141","CLASRP",1.4374617436381e-16,0.422349313978142,0.052,0.039,2.16266119330352e-12,0.013
"6142","CLUAP1",1.4655096212754e-16,0.600762031846995,0.026,0.017,2.20485922520883e-12,0.009
"6143","MAPK8IP3",1.47943827358624e-16,0.612303051059068,0.028,0.018,2.2258148826105e-12,0.01
"6144","ACAA1",1.54002745286022e-16,-0.312343873062241,0.177,0.2,2.31697130282821e-12,-0.023
"6145","GABPB1-AS1",1.57269095213547e-16,0.445673901244628,0.043,0.031,2.36611353748781e-12,0.012
"6146","PLGRKT",1.57313268709076e-16,0.175597534724169,0.195,0.169,2.36677812772804e-12,0.026
"6147","RTP4",1.59655263432453e-16,0.421175966803596,0.034,0.023,2.40201343834125e-12,0.011
"6148","PPP1R13B",1.66582093292462e-16,0.477603880604692,0.04,0.028,2.50622759358509e-12,0.012
"6149","RNF214",1.68200501093696e-16,0.641061415428212,0.02,0.012,2.53057653895465e-12,0.008
"6150","SLC4A2",1.69633389675068e-16,0.44820860128208,0.045,0.032,2.55213434766141e-12,0.013
"6151","WDR89",1.71245423027807e-16,0.753777737316945,0.015,0.009,2.57638738945336e-12,0.006
"6152","BCL7B",1.80276891842537e-16,0.250435506165471,0.083,0.066,2.71226583777097e-12,0.017
"6153","PAPOLG",1.80392870267688e-16,0.954759753884569,0.012,0.006,2.71401073317737e-12,0.006
"6154","FZD7",1.88258287072683e-16,1.03255106056252,0.01,0.004,2.83234592900851e-12,0.006
"6155","TMEM179B",1.9201403277074e-16,-0.243331297530537,0.187,0.21,2.88885112303579e-12,-0.023
"6156","KXD1",1.94678856569029e-16,0.182219435707507,0.121,0.101,2.92894339708104e-12,0.02
"6157","BCAS2",1.96016770200028e-16,0.243472223501917,0.109,0.09,2.94907230765943e-12,0.019
"6158","DTX2",2.00286341988024e-16,0.312782028248305,0.074,0.058,3.01330801520982e-12,0.016
"6159","PCK2",2.0564586322111e-16,-0.297564882868082,0.11,0.131,3.0939420121616e-12,-0.021
"6160","TUBAL3",2.1409716257781e-16,-1.27133943525772,0.005,0.011,3.22109181098315e-12,-0.006
"6161","VPS37C",2.20287204824826e-16,0.46140451450639,0.033,0.023,3.31422099658951e-12,0.01
"6162","MKRN1",2.22171399853272e-16,0.16327977387052,0.177,0.152,3.34256871079248e-12,0.025
"6163","SCNN1B",2.23431446906509e-16,-0.372876968089813,0.052,0.068,3.36152611870843e-12,-0.016
"6164","GEMIN5",2.24871752072818e-16,0.985085813574754,0.01,0.005,3.38319550993555e-12,0.005
"6165","DNASE1L1",2.28901637725759e-16,0.485989417141371,0.029,0.019,3.44382513958405e-12,0.01
"6166","SLU7",2.30842946217369e-16,0.240053201874117,0.077,0.061,3.47303212584031e-12,0.016
"6167","NMRAL1",2.31399753239445e-16,0.257350446937398,0.1,0.081,3.48140928748746e-12,0.019
"6168","MAF1",2.42542995407597e-16,0.173868202017637,0.146,0.123,3.64905936590729e-12,0.023
"6169","NAA20",2.45209788350929e-16,0.182866933245364,0.143,0.121,3.68918126573972e-12,0.022
"6170","FAM131A",2.47507278250659e-16,0.584266075430119,0.022,0.014,3.72374700128117e-12,0.008
"6171","SPPL2B",2.48746868276497e-16,0.326538943440273,0.089,0.072,3.7423966332199e-12,0.017
"6172","ALKBH2",2.58111712277888e-16,0.420273938181688,0.039,0.028,3.88329071122082e-12,0.011
"6173","ANKS1A",2.58784128309194e-16,0.570350544325482,0.026,0.017,3.89340721041182e-12,0.009
"6174","UPF3B",2.72157543750781e-16,0.259042567069917,0.067,0.052,4.09461024573049e-12,0.015
"6175","TTC1",2.7392740544265e-16,0.185936987626584,0.122,0.102,4.12123781488466e-12,0.02
"6176","CSTF1",2.85935153404017e-16,0.470278848095498,0.03,0.021,4.30189438296343e-12,0.009
"6177","EFHC1",2.87219555671702e-16,0.471880459603018,0.028,0.019,4.32121821508075e-12,0.009
"6178","SCAPER",2.90204575865666e-16,0.57742858730259,0.024,0.015,4.36612784389895e-12,0.009
"6179","LRRC45",2.90249389997118e-16,0.459781156501665,0.042,0.03,4.36680207250665e-12,0.012
"6180","TARBP2",2.91528010153937e-16,0.41312298936335,0.044,0.032,4.38603891276598e-12,0.012
"6181","CPM",2.95882341941821e-16,0.377191274719017,0.075,0.059,4.4515498345147e-12,0.016
"6182","HSH2D",2.96226521529354e-16,0.545768650578897,0.03,0.02,4.45672801640914e-12,0.01
"6183","PPP1R13L",3.11216207551776e-16,0.577084201996344,0.026,0.017,4.68224784261647e-12,0.009
"6184","CHD8",3.12458403066303e-16,0.480890136780456,0.04,0.028,4.70093667413253e-12,0.012
"6185","ZNF324",3.13111936946506e-16,0.720465837842264,0.016,0.009,4.71076909136018e-12,0.007
"6186","KHSRP",3.13131222117471e-16,0.282469347777972,0.089,0.072,4.71105923675735e-12,0.017
"6187","DSCC1",3.16732610666011e-16,0.900670548541585,0.012,0.006,4.76524212747014e-12,0.006
"6188","ARRDC4",3.17360058350154e-16,0.512739085024519,0.046,0.033,4.77468207787807e-12,0.013
"6189","PYGL",3.20504816738627e-16,0.417636912477311,0.04,0.029,4.82199496783264e-12,0.011
"6190","USP28",3.21399031630631e-16,0.652271969962593,0.02,0.013,4.83544843088284e-12,0.007
"6191","SAMSN1",3.21949624255192e-16,0.836138267059726,0.01,0.005,4.84373209691936e-12,0.005
"6192","INPPL1",3.22814771440917e-16,0.44429506351622,0.044,0.032,4.8567482363286e-12,0.012
"6193","GABARAP",3.24232992208927e-16,-0.219742372229907,0.12,0.143,4.87808536778331e-12,-0.023
"6194","SPATA6L",3.2536413772803e-16,1.03940251238174,0.011,0.005,4.89510345211821e-12,0.006
"6195","RTCA",3.28505182236061e-16,0.286304724747594,0.072,0.056,4.94236046674153e-12,0.016
"6196","ABCC4",3.28811189925836e-16,0.842031730843952,0.012,0.006,4.9469643524342e-12,0.006
"6197","NFATC3",3.35937104928423e-16,0.729402875733046,0.02,0.012,5.05417374364812e-12,0.008
