"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","pct.diff"
"1963","STK3",1.51382511652192e-98,1.61077705648416,0.031,0.01,2.27754988780723e-94,0.021
"1964","PGM2L1",1.93746359369858e-98,1.06976441810239,0.058,0.026,2.91491397671951e-94,0.032
"1965","TNFAIP8",2.46221460289576e-98,1.72642804443065,0.028,0.008,3.70440187005666e-94,0.02
"1966","EIF2AK4",2.53343041478203e-98,1.02753049109796,0.06,0.028,3.81154605903957e-94,0.032
"1967","CXCR4",2.58997394735722e-98,1.13372989492989,0.037,0.013,3.89661580379894e-94,0.024
"1968","ELK4",2.59742451477267e-98,1.43054131274811,0.037,0.013,3.90782518247548e-94,0.024
"1969","ELAVL1",2.89822318723517e-98,0.66798497065589,0.129,0.079,4.36037678519531e-94,0.05
"1970","PRLR",2.98853325975688e-98,1.61119400973876,0.031,0.01,4.49624828930423e-94,0.021
"1971","PIK3R1",3.03175329886252e-98,1.11360562584426,0.055,0.025,4.56127283813866e-94,0.03
"1972","ICK",3.59156875257272e-98,1.37188963212465,0.04,0.015,5.40351518824566e-94,0.025
"1973","ECHS1",3.68356159146231e-98,-0.504772339977233,0.369,0.425,5.54191841435505e-94,-0.056
"1974","SUMO3",3.70148716780208e-98,0.483064147157903,0.196,0.135,5.56888744395824e-94,0.061
"1975","UGGT1",5.42730417356482e-98,1.08184810323169,0.06,0.028,8.16537912912828e-94,0.032
"1976","APOL3",7.33051305775545e-98,3.06730253319091,0.014,0.002,1.10287568953931e-93,0.012
"1977","ADAM17",7.64566493537041e-98,1.39006964818967,0.041,0.015,1.15029028952648e-93,0.026
"1978","ERP29",7.69392645311675e-98,0.245398123632002,0.437,0.345,1.15755123487141e-93,0.092
"1979","AKAP11",7.95397781500079e-98,1.57051277462199,0.034,0.011,1.19667596226687e-93,0.023
"1980","GSTA1",9.4517865841698e-98,-1.19572532159342,0.039,0.08,1.42202129158835e-93,-0.041
"1981","ACO1",9.79737817505859e-98,0.895919647814568,0.079,0.041,1.47401554643756e-93,0.038
"1982","CKMT1B",1.53870754843242e-97,-0.57922861739309,0.157,0.222,2.31498550661657e-93,-0.065
"1983","ARPC1A",2.18900714670059e-97,0.393248899046504,0.321,0.247,3.29336125221103e-93,0.074
"1984","MGAT1",3.49420016940364e-97,0.760993777565589,0.1,0.058,5.25702415486778e-93,0.042
"1985","DAD1",3.82809041085796e-97,0.34752891833573,0.399,0.318,5.7593620231358e-93,0.081
"1986","SH3PXD2A",4.44498786229506e-97,0.926134475521522,0.075,0.038,6.68748423882291e-93,0.037
"1987","PHGDH",4.60803873103682e-97,2.06395174901793,0.024,0.006,6.9327942708449e-93,0.018
"1988","H1FX",5.29616829624053e-97,0.7152920872634,0.13,0.081,7.96808520169388e-93,0.049
"1989","COQ10B",5.35206875128886e-97,0.953300766697133,0.067,0.033,8.05218743631408e-93,0.034
"1990","FDFT1",6.4653593108925e-97,0.576909093461791,0.229,0.166,9.72713308323776e-93,0.063
"1991","ZNF511",6.65070693532163e-97,0.551623924427846,0.161,0.106,1.00059885841914e-92,0.055
"1992","HELZ",6.81914367980015e-97,1.08372322582259,0.055,0.025,1.02594016662593e-92,0.03
"1993","NHP2",7.35911260049022e-97,0.330855055952905,0.339,0.259,1.10717849074375e-92,0.08
"1994","NOXO1",8.64626250152515e-97,0.843617961717888,0.112,0.067,1.30083019335446e-92,0.045
"1995","CHURC1",1.0078680977634e-96,0.68332691444197,0.137,0.087,1.51633755308503e-92,0.05
"1996","COX20",1.01442957112495e-96,0.495937070789467,0.222,0.159,1.52620928975749e-92,0.063
"1997","MGAT5",1.07613135528413e-96,1.15272688538726,0.052,0.023,1.61903962402497e-92,0.029
"1998","MAGED2",1.26709973635645e-96,0.793279644463945,0.099,0.057,1.90635155334828e-92,0.042
"1999","SDHB",1.49402450175021e-96,-0.580242337712112,0.268,0.331,2.24775986288319e-92,-0.063
"2000","ZNF639",1.51795415327206e-96,1.53610098237257,0.03,0.01,2.28376202359781e-92,0.02
"2001","SPTLC2",2.18247742091442e-96,0.784537460303075,0.091,0.05,3.28353727976575e-92,0.041
"2002","FXR1",2.32921971340981e-96,0.912192910938925,0.072,0.037,3.50431105882507e-92,0.035
"2003","GOLGA5",2.39247147273728e-96,1.22518605116039,0.046,0.019,3.59947333073324e-92,0.027
"2004","RARRES1",2.84283488512148e-96,0.686956400088395,0.149,0.097,4.27704508466527e-92,0.052
"2005","EP300",2.8754879422828e-96,1.4913757303204,0.037,0.013,4.32617160916447e-92,0.024
"2006","NFIC",3.66317276486062e-96,0.762738432122201,0.1,0.058,5.5112434247328e-92,0.042
"2007","SH3GLB1",3.693011294084e-96,0.604197432034739,0.178,0.121,5.55613549194939e-92,0.057
"2008","HSPA13",3.81703901746702e-96,1.99693805172101,0.022,0.005,5.74273520177912e-92,0.017
"2009","TDG",7.15639745113687e-96,0.787068976050582,0.097,0.055,1.07667999652354e-91,0.042
"2010","NBN",7.65345172103262e-96,1.12820443799994,0.05,0.021,1.15146181142936e-91,0.029
"2011","NEDD4L",7.83474409828077e-96,0.666147646405679,0.124,0.076,1.17873724958634e-91,0.048
"2012","SLC6A6",8.20856148305032e-96,2.94674615207792,0.015,0.002,1.23497807512492e-91,0.013
"2013","CELA3B",8.70348152444694e-96,-3.42271810009896,0.003,0.024,1.30943879535304e-91,-0.021
"2014","OGT",9.1086066303621e-96,0.991573584246318,0.072,0.037,1.37038986753798e-91,0.035
"2015","KIF9",9.15748386058989e-96,0.712580268036868,0.11,0.065,1.37774344682575e-91,0.045
"2016","GNPTAB",9.77987517980259e-96,0.789537545824043,0.094,0.053,1.4713822208013e-91,0.041
"2017","STXBP5",1.06136345000077e-95,1.56515148874283,0.032,0.01,1.59682131052617e-91,0.022
"2018","POLR2B",1.08480001435666e-95,0.889876488297205,0.082,0.044,1.63208162159959e-91,0.038
"2019","MCTP2",1.19036143968565e-95,1.1305059940556,0.05,0.022,1.79089878600706e-91,0.028
"2020","ALDH2",1.53671459102122e-95,-0.552102933063617,0.347,0.4,2.31198710219143e-91,-0.053
"2021","BIRC2",1.58025928760327e-95,0.881485228731631,0.079,0.042,2.37750009819912e-91,0.037
"2022","GADD45A",1.59791355441989e-95,0.839118030184586,0.104,0.061,2.40406094262472e-91,0.043
"2023","TPPP3",1.61066163404035e-95,1.55154524275948,0.039,0.015,2.42324042841371e-91,0.024
"2024","TMEM39A",1.72532617324344e-95,1.35704210911923,0.04,0.015,2.59575322764475e-91,0.025
"2025","IPO5",1.76585392242415e-95,0.85602580029921,0.079,0.042,2.65672722628714e-91,0.037
"2026","LSM6",1.80457069251694e-95,0.579089280877028,0.173,0.117,2.71497660689174e-91,0.056
"2027","UBLCP1",1.82666341695992e-95,1.3936979977159,0.037,0.013,2.7482151108162e-91,0.024
"2028","NPNT",2.03256679403169e-95,1.53571596594668,0.035,0.012,3.05799674162068e-91,0.023
"2029","CCNYL1",2.09452043033063e-95,1.13765026430123,0.054,0.024,3.15120598743243e-91,0.03
"2030","ATAD2",2.10739066711777e-95,1.55620250899268,0.032,0.011,3.17056925867868e-91,0.021
"2031","OSBP",2.23614162379233e-95,1.02065799515584,0.061,0.029,3.36427507299556e-91,0.032
"2032","DLGAP4",2.4321158114775e-95,1.00813151044616,0.066,0.033,3.6591182383679e-91,0.033
"2033","SLC35F5",4.36891688538885e-95,0.880040074027967,0.076,0.04,6.57303545406753e-91,0.036
"2034","SLC35E1",4.6882555955996e-95,1.10689788326918,0.054,0.024,7.0534805435796e-91,0.03
"2035","RBM12",4.95732799838673e-95,1.13801407043417,0.052,0.023,7.45829997357284e-91,0.029
"2036","RND1",5.43323836124098e-95,1.70887810582409,0.03,0.01,8.17430711448706e-91,0.02
"2037","HELZ2",6.92650189928131e-95,1.23806655474462,0.047,0.02,1.04209221074687e-90,0.027
"2038","TET2",9.20031936687007e-95,1.59208076211887,0.032,0.01,1.3841880487456e-90,0.022
"2039","POC1B",1.05827986527629e-94,1.23677427737909,0.042,0.017,1.59218205730817e-90,0.025
"2040","TRIM28",1.20077974955443e-94,0.62070260495995,0.152,0.1,1.80657313320463e-90,0.052
"2041","TAOK1",1.29339139589781e-94,1.14786417913353,0.055,0.025,1.94590735512825e-90,0.03
"2042","RCOR1",1.38739288062044e-94,1.23079731289005,0.046,0.019,2.08733258889345e-90,0.027
"2043","EPB41L4B",1.41181845387548e-94,0.813183030440887,0.093,0.053,2.12408086385565e-90,0.04
"2044","INPP1",1.70745302783335e-94,0.844842061806534,0.079,0.042,2.56886308037528e-90,0.037
"2045","EEF1D",2.15735094107158e-94,0.11999725674583,0.765,0.685,3.2457344908422e-90,0.08
"2046","CASP10",2.26071640142133e-94,1.03692330188266,0.07,0.036,3.40124782593839e-90,0.034
"2047","RANBP1",2.3994249699985e-94,0.317860178914204,0.391,0.306,3.60993486736274e-90,0.085
"2048","BAG5",2.48375423177363e-94,1.01983569597527,0.057,0.026,3.73680824170343e-90,0.031
"2049","C1orf122",2.64550466424312e-94,0.551204626671487,0.169,0.114,3.98016176735377e-90,0.055
"2050","YTHDC2",2.95749275366295e-94,1.30818783920263,0.04,0.015,4.4495478478859e-90,0.025
"2051","PPFIA1",3.12406785019774e-94,0.946457065620758,0.078,0.042,4.7001600806225e-90,0.036
"2052","ADAM28",3.13803641039451e-94,3.71396998540864,0.012,0.001,4.72117577943854e-90,0.011
"2053","MMADHC",3.65666180347725e-94,0.489472454967377,0.187,0.129,5.50144768333152e-90,0.058
"2054","SDCBP2",4.19993463655758e-94,-0.966109937575105,0.256,0.309,6.31880166070088e-90,-0.053
"2055","MIER1",4.63845741878351e-94,0.733072940220882,0.096,0.054,6.97855918655979e-90,0.042
"2056","ITGB3BP",4.79079683515226e-94,1.1579931259689,0.055,0.025,7.20775383848658e-90,0.03
"2057","RAB14",5.7484225061625e-94,0.645936053215731,0.124,0.077,8.64850166052148e-90,0.047
"2058","DNAJB14",5.81393709738209e-94,1.00157607065229,0.065,0.032,8.74706836301136e-90,0.033
"2059","TMEM92",5.93653553989737e-94,1.30726614992458,0.044,0.018,8.93151771977559e-90,0.026
"2060","UBR5",6.21680007556129e-94,1.19558614742858,0.048,0.02,9.35317571368195e-90,0.028
"2061","TXNDC17",6.76877001087592e-94,0.327033960566591,0.543,0.462,1.01836144813628e-89,0.081
"2062","IPMK",9.14341199455328e-94,1.49856658128654,0.032,0.011,1.37562633458054e-89,0.021
"2063","PHF3",1.05342072259834e-93,0.897259595296755,0.081,0.044,1.5848714771492e-89,0.037
"2064","ATP13A2",1.12697274423165e-93,1.00368253622353,0.069,0.035,1.69553049369652e-89,0.034
"2065","GUK1",1.17610570329551e-93,0.214360830893003,0.593,0.499,1.7694510306081e-89,0.094
"2066","HSPB3",1.74311275890731e-93,-3.71061923460992,0.002,0.022,2.62251314577604e-89,-0.02
"2067","ZNF131",1.8584517305697e-93,1.027965739277,0.055,0.025,2.79604062864212e-89,0.03
"2068","FAR1",2.11007425671218e-93,0.85649693029491,0.081,0.044,3.17460671922347e-89,0.037
"2069","ASPHD2",2.42943768636998e-93,2.95339807842634,0.014,0.002,3.65508899914364e-89,0.012
"2070","TGFBR1",2.43074017888381e-93,1.95685213284581,0.023,0.006,3.65704859913069e-89,0.017
"2071","CTR9",2.62795321439123e-93,0.962863370879671,0.065,0.032,3.9537556110516e-89,0.033
"2072","XPNPEP1",2.76429009966032e-93,0.790776490395604,0.091,0.051,4.15887445493896e-89,0.04
"2073","HIGD2A",2.8075818542822e-93,-0.446640517880463,0.515,0.549,4.22400689976757e-89,-0.034
"2074","ZNHIT6",2.87768824323414e-93,1.46392560580085,0.033,0.011,4.32948196194576e-89,0.022
"2075","TBC1D2B",2.89225864656621e-93,1.14355755582725,0.054,0.025,4.35140313375886e-89,0.029
"2076","HMGN2",3.23376282256293e-93,0.221962919415302,0.516,0.424,4.86519616654593e-89,0.092
"2077","TIA1",3.67339045699452e-93,0.965665339818705,0.071,0.037,5.52661594254826e-89,0.034
"2078","SLC4A4",3.88107869798555e-93,0.760077074691903,0.126,0.079,5.83908290111925e-89,0.047
"2079","RNF24",4.55059260843071e-93,1.77309827071204,0.025,0.007,6.846366579384e-89,0.018
"2080","ARFGEF2",4.73138016265858e-93,1.22658950362498,0.046,0.019,7.11836145471984e-89,0.027
"2081","PSMC6",5.21695714734305e-93,0.606947108885601,0.147,0.096,7.84891202817763e-89,0.051
"2082","RAB27B",5.63099291187042e-93,1.46382677878095,0.031,0.01,8.47182883590904e-89,0.021
"2083","NCBP2",6.02436749642842e-93,0.697609913384121,0.109,0.065,9.06366089837656e-89,0.044
"2084","PTPRO",6.49557050343493e-93,1.18003562850852,0.047,0.02,9.77258582241785e-89,0.027
"2085","TRIM69",6.67385564056066e-93,1.25741165581251,0.045,0.019,1.00408158112235e-88,0.026
"2086","EPS8",7.14269702687066e-93,0.662911344393433,0.153,0.101,1.07461876769269e-88,0.052
"2087","CASP4",7.36311058267585e-93,0.90900395906789,0.075,0.039,1.10777998716358e-88,0.036
"2088","SLC28A3",7.41344110656305e-93,4.02125516567148,0.01,0.001,1.11535221448241e-88,0.009
"2089","EEF2",7.93562445099202e-93,0.247568377333764,0.706,0.636,1.19391469865175e-88,0.07
"2090","LDHA",8.37569011982908e-93,0.438735578283388,0.585,0.52,1.26012257852829e-88,0.0649999999999999
"2091","ZMYM4",8.51371867627562e-93,1.53746980287435,0.033,0.011,1.28088897484567e-88,0.022
"2092","SH3BP4",9.49753981228393e-93,1.22014464674736,0.044,0.018,1.42890486475812e-88,0.026
"2093","CCT2",1.05923600429396e-92,0.478194473433004,0.212,0.151,1.59362056846026e-88,0.061
"2094","TPSAB1",1.57234794757814e-92,1.50325273495636,0.018,0.003,2.36559748713131e-88,0.015
"2095","AGPS",1.71341571768504e-92,0.910379190568577,0.066,0.033,2.57783394725714e-88,0.033
"2096","IL13RA1",1.86980526839441e-92,0.74365134906417,0.109,0.065,2.81312202629939e-88,0.044
"2097","CREM",2.08769473076326e-92,1.10820891914352,0.059,0.028,3.14093672243333e-88,0.031
"2098","CCNT1",2.76465738946878e-92,1.41604613391839,0.036,0.013,4.15942704245578e-88,0.023
"2099","UBR3",2.98212830879788e-92,1.49507952331474,0.033,0.011,4.48661204058641e-88,0.022
"2100","CDC42EP2",3.06214362161918e-92,1.57084184734716,0.032,0.011,4.60699507872605e-88,0.021
"2101","VEZF1",3.20920473774096e-92,1.00225219881624,0.062,0.03,4.82824852793128e-88,0.032
"2102","OCIAD1",4.0425212905233e-92,0.458836523938884,0.218,0.156,6.08197328159231e-88,0.062
"2103","FEM1C",4.96411376931646e-92,1.12216724983166,0.052,0.023,7.46850916593661e-88,0.029
"2104","PDE4D",5.25545369726935e-92,1.36926078572546,0.037,0.014,7.90683008754174e-88,0.023
"2105","TRIM7",5.56182192616153e-92,2.28952456753731,0.018,0.004,8.36776108791002e-88,0.014
"2106","ABCA5",6.24366835588869e-92,0.850146317249439,0.091,0.052,9.39359904143453e-88,0.039
"2107","FGD6",7.51519003684477e-92,1.55107018007815,0.032,0.011,1.1306603410433e-87,0.021
"2108","PAICS",8.67689407144107e-92,0.646795930307124,0.136,0.087,1.30543871304831e-87,0.049
"2109","MSL1",9.0898557447506e-92,0.936914237727444,0.072,0.038,1.36756879679773e-87,0.034
"2110","MEX3C",1.08891491210907e-91,1.64861872141825,0.026,0.008,1.63827248526809e-87,0.018
"2111","CSNK1G2",1.18292356188181e-91,0.986275936814875,0.066,0.033,1.77970849885118e-87,0.033
"2112","TPBG",1.3805526110596e-91,1.19185099739985,0.041,0.017,2.07704140333918e-87,0.024
"2113","POLD2",1.51353561583538e-91,0.55237536368034,0.176,0.12,2.27711433402433e-87,0.056
"2114","ABCG2",1.63430994253387e-91,-1.39843119005332,0.021,0.054,2.45881930854221e-87,-0.033
"2115","DCUN1D1",1.68065170867291e-91,1.21166654999185,0.046,0.02,2.52854049569839e-87,0.026
"2116","BTBD7",1.7570147260688e-91,0.941896003424883,0.067,0.034,2.6434286553705e-87,0.033
"2117","SSX2IP",1.75931376032677e-91,1.81660278630635,0.024,0.006,2.64688755241163e-87,0.018
"2118","MMGT1",1.8136250296178e-91,1.28281550499264,0.039,0.015,2.72859885705998e-87,0.024
"2119","CAPN12",1.85389871591882e-91,1.3162586436393,0.044,0.018,2.78919061809987e-87,0.026
"2120","KDM3B",1.94662058350474e-91,1.1143066316665,0.051,0.023,2.92869066788288e-87,0.028
"2121","CCNY",1.9825610354401e-91,1.05725116508253,0.054,0.025,2.98276307781963e-87,0.029
"2122","KCTD14",2.43443500116714e-91,1.45944956897963,0.03,0.01,3.66260745925597e-87,0.02
"2123","ENPP4",2.59161699879034e-91,1.44519099076618,0.035,0.013,3.89908777468007e-87,0.022
"2124","ZNF652",2.77307845273347e-91,1.0451359716609,0.058,0.027,4.1720965321375e-87,0.031
"2125","SERPINF2",3.07981211089254e-91,3.85721225973247,0.01,0.001,4.63357732083782e-87,0.009
"2126","ITPR2",3.16874575913817e-91,1.5596392997723,0.03,0.01,4.76737799462338e-87,0.02
"2127","KCNMA1",3.37076922673945e-91,1.24030524135581,0.044,0.018,5.0713223016295e-87,0.026
"2128","KIAA0319L",4.78390397546758e-91,0.848277301757997,0.082,0.045,7.19738353109097e-87,0.037
"2129","LY75",5.0791553349773e-91,1.37103859869336,0.037,0.014,7.64158920147335e-87,0.023
"2130","RHEB",6.4111147113801e-91,0.514154675719385,0.189,0.131,9.64552208327136e-87,0.058
"2131","PDCD6",8.29360119885316e-91,0.329393666114925,0.381,0.302,1.24777230036746e-86,0.079
"2132","SLC33A1",8.29643235687728e-91,1.20784398056639,0.049,0.022,1.24819824809219e-86,0.027
"2133","PNP",8.73855757362693e-91,0.692423144940263,0.113,0.068,1.31471598695217e-86,0.045
"2134","SNX14",9.06394684198043e-91,0.958149762485136,0.066,0.033,1.36367080237596e-86,0.033
"2135","SECISBP2",9.18129256451099e-91,0.683294065631656,0.103,0.061,1.38132546633068e-86,0.042
"2136","SEC13",1.03108908108779e-90,0.560991624613735,0.185,0.129,1.55127352249658e-86,0.056
"2137","MKLN1",1.0824123098683e-90,0.970171111655683,0.065,0.032,1.62848932019686e-86,0.033
"2138","EIF2AK2",1.15089406524669e-90,0.956372314086622,0.068,0.035,1.73152012116364e-86,0.033
"2139","CCDC47",1.15320528949227e-90,0.512130481853164,0.171,0.116,1.73499735804112e-86,0.055
"2140","SPARC",1.20133393596967e-90,2.76904659553809,0.014,0.002,1.80740690666638e-86,0.012
"2141","SHB",1.26968801647058e-90,1.36914899656258,0.035,0.013,1.91024562077999e-86,0.022
"2142","RARS",1.57048352659832e-90,0.659699385056637,0.121,0.075,2.36279246576718e-86,0.046
"2143","GSTA4",1.7057986078175e-90,1.17914669458983,0.048,0.021,2.56637400546142e-86,0.027
"2144","GSN",1.83260017196022e-90,0.361204419952481,0.323,0.251,2.75714695871415e-86,0.072
"2145","DR1",1.91178007315713e-90,0.838091479248246,0.078,0.042,2.8762731200649e-86,0.036
"2146","FAM114A1",1.91466570239905e-90,0.724576765844169,0.097,0.056,2.88061454925938e-86,0.041
"2147","NFE2L2",2.03990693423685e-90,0.501587125718955,0.162,0.109,3.06903998255934e-86,0.053
"2148","HDAC1",2.34981016318202e-90,0.478245376537318,0.24,0.177,3.53528939050735e-86,0.063
"2149","UQCRC1",2.39908618441502e-90,-0.418657866751409,0.509,0.545,3.6094251644524e-86,-0.036
"2150","UTRN",3.17126379651842e-90,1.17022497013431,0.046,0.019,4.77116638186196e-86,0.027
"2151","HEBP1",3.21049386961997e-90,-0.912512364673733,0.062,0.109,4.83018802684324e-86,-0.047
"2152","EHD4",3.58704406737164e-90,0.816651640298916,0.081,0.044,5.39670779936063e-86,0.037
"2153","P4HA1",3.80664406254258e-90,1.60511578362243,0.031,0.01,5.7270959920953e-86,0.021
"2154","PSME3",3.97099616678677e-90,0.875083918459723,0.081,0.044,5.9743637329307e-86,0.037
"2155","TYMP",4.51976768436804e-90,0.738316558858163,0.17,0.117,6.79999048113172e-86,0.053
"2156","MTHFR",4.61723299003157e-90,1.14357021755744,0.051,0.023,6.9466270335025e-86,0.028
"2157","PTK2",4.72412026566765e-90,0.998765942456123,0.057,0.027,7.10743893969698e-86,0.03
"2158","RALGAPA1",5.20550531474525e-90,0.956404234639495,0.069,0.035,7.83168274603422e-86,0.034
"2159","BRD9",5.41501221927445e-90,1.10738782106982,0.053,0.024,8.14688588389842e-86,0.029
"2160","CENPW",5.78158203335738e-90,0.825961522254337,0.134,0.087,8.69839016918618e-86,0.047
"2161","ASXL2",5.87962596454376e-90,1.12540777437812,0.047,0.021,8.84589726365609e-86,0.026
"2162","WSB2",6.27399507711425e-90,0.875585407209724,0.08,0.043,9.43922559351839e-86,0.037
"2163","HNF4G",7.07650685813133e-90,1.02462089467217,0.058,0.028,1.06466045680586e-85,0.03
"2164","CTSD",7.52783762170824e-90,0.279423426602893,0.478,0.389,1.13256317018601e-85,0.089
"2165","SNRPB",8.28380051815858e-90,0.262041574135815,0.409,0.322,1.24629778795696e-85,0.087
"2166","RABEP1",9.81266157470059e-90,1.13605870098986,0.047,0.02,1.4763149339137e-85,0.027
"2167","DPYSL2",1.05824174060233e-89,1.67604805824255,0.028,0.009,1.59212469873621e-85,0.019
"2168","DDX52",1.05826247051284e-89,0.836528885944903,0.075,0.039,1.59215588688656e-85,0.036
"2169","YBX2",1.19274038022212e-89,-1.36947865583436,0.023,0.057,1.79447790204417e-85,-0.034
"2170","HMGCR",1.61000833979208e-89,0.907925501074722,0.078,0.042,2.42225754721718e-85,0.036
"2171","TUBB2A",1.64966982195027e-89,0.655407037998175,0.11,0.067,2.48192824712418e-85,0.043
"2172","SNTB2",1.77211947352181e-89,1.16105223144459,0.048,0.021,2.66615374791356e-85,0.027
"2173","RSPRY1",2.09498026457934e-89,0.910677473105747,0.061,0.03,3.15189780805961e-85,0.031
"2174","GALNT12",2.10046819407705e-89,0.811683308396048,0.089,0.051,3.16015439798892e-85,0.038
"2175","CCL28",2.26711131491612e-89,0.702538724604392,0.143,0.094,3.41086897329131e-85,0.049
"2176","AMFR",2.29991510869662e-89,1.02963815405995,0.062,0.03,3.46022228103407e-85,0.032
"2177","ARHGEF38",2.57253825566597e-89,1.61183675923349,0.03,0.01,3.87038380564946e-85,0.02
"2178","EEF1B2",2.97085700469141e-89,0.249997661810501,0.726,0.687,4.46965436355823e-85,0.0389999999999999
"2179","XAF1",3.03795705363548e-89,1.46353646365692,0.035,0.013,4.57060638719457e-85,0.022
"2180","USP47",3.26839053862874e-89,0.920676743958218,0.07,0.037,4.91729356536694e-85,0.033
"2181","DYNC1H1",3.55867242056766e-89,0.641145158214336,0.148,0.098,5.35402265674404e-85,0.05
"2182","CHD3",3.83555293665545e-89,1.00044067322504,0.068,0.035,5.77058939319812e-85,0.033
"2183","TMEM14A",3.94664405071132e-89,0.63982070295822,0.124,0.078,5.93772597429517e-85,0.046
"2184","SGK2",4.09196435000066e-89,-1.25089749921636,0.031,0.068,6.15636036457599e-85,-0.037
"2185","COX6A1",4.63882160059412e-89,-0.267097342949689,0.75,0.784,6.97910709809386e-85,-0.034
"2186","DNMT1",4.88203010058799e-89,0.860427153642268,0.084,0.046,7.34501428633463e-85,0.038
"2187","CTSB",5.45752543176252e-89,0.4581924782349,0.227,0.165,8.21084701208671e-85,0.062
"2188","ERN1",5.76167424809434e-89,1.61040646000112,0.03,0.01,8.66843890625794e-85,0.02
"2189","TARDBP",5.91842677327648e-89,0.664049731844381,0.118,0.073,8.90427308039447e-85,0.045
"2190","KMT2A",5.99739366132138e-89,0.934258088735357,0.066,0.033,9.02307876345802e-85,0.033
"2191","BLOC1S1",6.67640284635263e-89,-0.322509562483185,0.606,0.644,1.00446480823375e-84,-0.038
"2192","RBM38",6.82336769756578e-89,0.97957513062979,0.066,0.034,1.02657567009877e-84,0.032
"2193","SLFN5",8.42708896516411e-89,2.77657331173155,0.014,0.002,1.26785553480894e-84,0.012
"2194","NUP153",8.5919703488142e-89,1.40199620147811,0.035,0.013,1.2926619389791e-84,0.022
"2195","SLC17A5",9.6117686384356e-89,1.04427800210801,0.054,0.025,1.44609059165264e-84,0.029
"2196","RABL6",1.17007130114334e-88,0.550019345602766,0.179,0.124,1.76037227257015e-84,0.055
"2197","ARHGAP21",1.22198149281914e-88,0.948845433016242,0.063,0.032,1.83847115594639e-84,0.031
"2198","GADD45GIP1",1.30714935935747e-88,0.283608036128064,0.38,0.297,1.96660621115331e-84,0.083
"2199","VAMP5",1.49705897610813e-88,1.16689675886509,0.054,0.026,2.25232522955468e-84,0.028
"2200","EIF3F",1.66921350946492e-88,0.145065252346576,0.433,0.338,2.51133172498997e-84,0.095
"2201","SC5D",1.68117877991468e-88,1.10214957755047,0.046,0.02,2.52933347438164e-84,0.026
"2202","KRT10",1.95610890294576e-88,0.343379142471778,0.303,0.232,2.94296584448189e-84,0.071
"2203","RHOQ",2.14033714670514e-88,2.87208202936706,0.014,0.002,3.22013723721788e-84,0.012
"2204","AKR7A3",2.73556501959769e-88,-0.763522016384543,0.138,0.194,4.11565757198473e-84,-0.056
"2205","RRAS",3.10119828636787e-88,0.858673420411402,0.081,0.045,4.66575282184046e-84,0.036
"2206","PHACTR4",3.27137608912149e-88,0.833600000765743,0.088,0.05,4.92178532608328e-84,0.038
"2207","B9D1",3.76933463221902e-88,1.19084053146467,0.048,0.021,5.67096395417351e-84,0.027
"2208","ATM",4.7294601261772e-88,1.31430214057171,0.038,0.015,7.1154727598336e-84,0.023
"2209","AREG",5.47680844443609e-88,0.840227326963945,0.07,0.036,8.2398583046541e-84,0.034
"2210","GPATCH2",5.78722521246849e-88,1.0849740671032,0.048,0.021,8.70688033215885e-84,0.027
"2211","FYTTD1",5.97684130021187e-88,0.986564006488837,0.054,0.025,8.99215773616876e-84,0.029
"2212","MFSD10",6.66849366674516e-88,0.652405670443749,0.117,0.072,1.00327487216181e-83,0.045
"2213","ESCO1",7.49481016858573e-88,1.42432002328424,0.034,0.012,1.12759418986372e-83,0.022
"2214","AK3",8.06325828017897e-88,0.53783137331465,0.161,0.108,1.21311720825293e-83,0.053
"2215","LAMA3",8.18142469039007e-88,0.932348304627472,0.088,0.05,1.23089534466919e-83,0.038
"2216","EIF3M",8.37817487569556e-88,0.368329221801606,0.254,0.188,1.2604964100484e-83,0.066
"2217","OFD1",9.19011607943826e-88,0.631381922256462,0.116,0.072,1.38265296415149e-83,0.044
"2218","TCERG1",1.30449976676061e-87,0.88065268655061,0.074,0.04,1.96261989909134e-83,0.034
"2219","HIST1H2BK",1.34322350971042e-87,0.669588561942839,0.154,0.104,2.02087977035932e-83,0.05
"2220","GAN",1.56626911925488e-87,1.17097108707476,0.043,0.018,2.35645188991897e-83,0.025
"2221","WRNIP1",1.86835446647943e-87,1.02860729468208,0.052,0.024,2.81093929481831e-83,0.028
"2222","KLF11",2.03558820153472e-87,1.99220013271435,0.022,0.006,3.06254244920899e-83,0.016
"2223","RASGEF1B",2.07972198496153e-87,1.70289053952815,0.026,0.008,3.12894172637462e-83,0.018
"2224","PDHA1",2.13486242718594e-87,-0.592373475993614,0.18,0.241,3.21190052170125e-83,-0.061
"2225","RREB1",2.46120973198273e-87,0.870695489096095,0.081,0.044,3.70289004176801e-83,0.037
"2226","ARHGAP32",2.61561856262947e-87,0.78428408836596,0.091,0.052,3.93519812747603e-83,0.039
"2227","AFAP1L2",3.08145433596018e-87,1.97476794324378,0.017,0.004,4.63604804845209e-83,0.013
"2228","RAB3GAP1",3.27105976466804e-87,0.999276054236206,0.063,0.031,4.92130941594307e-83,0.032
"2229","NCOA2",3.28123114338655e-87,1.34323086875727,0.037,0.014,4.93661225522506e-83,0.023
