"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCL5",4.45239903477952e-45,0.75176717901332,0.993,0.913,2.66436010640241e-40,"0","CCL5"
"ID3",7.33674119134428e-40,1.122734134017,0.63,0.244,4.39037929631233e-35,"0","ID3"
"FCER1G",4.72917293409914e-37,1.26974021776315,0.633,0.264,2.82998437549426e-32,"0","FCER1G"
"KIR2DL4",2.22247389966165e-36,0.973849787438206,0.81,0.425,1.32995060629653e-31,"0","KIR2DL4"
"CD7",3.1798460369369e-35,0.735240580916466,0.979,0.83,1.90285166696341e-30,"0","CD7"
"HOPX",4.48232712011579e-32,0.845752364665252,0.827,0.49,2.68226937194849e-27,"0","HOPX"
"TMIGD2",1.33233876987878e-31,0.871226583056835,0.761,0.397,7.97284843283158e-27,"0","TMIGD2"
"GAPDH",1.36477187890739e-30,0.837775760872645,0.919,0.739,8.16693140056971e-26,"0","GAPDH"
"ACTR2",8.47075347676163e-30,1.02075978959369,0.841,0.641,5.06898358802893e-25,"0","ACTR2"
"TMSB4X",1.91031240404997e-28,0.53980369959338,0.995,0.944,1.14315004570754e-23,"0","TMSB4X"
"IL2RB",1.27857067995778e-27,0.760675134544336,0.948,0.808,7.65109480593537e-23,"0","IL2RB"
"TRDV1",3.44861887235294e-27,0.826938895549204,0.791,0.495,2.06368801940472e-22,"0","TRDV1"
"ACTB",4.38104510295713e-26,0.519447693042178,0.998,0.944,2.62166120006058e-21,"0","ACTB"
"LSP1",7.32875829642201e-26,0.822144474120331,0.889,0.672,4.3856022521619e-21,"0","LSP1"
"CD160",1.37825965702795e-25,0.86228834426519,0.716,0.375,8.24764361362094e-21,"0","CD160"
"GPR15",1.54573511118363e-25,0.914284141558246,0.635,0.322,9.24983347883399e-21,"0","GPR15"
"KLRC2",2.2389756511203e-25,0.596329978799927,0.927,0.638,1.3398254193869e-20,"0","KLRC2"
"CD3G",3.93665289309285e-25,0.79479808360881,0.934,0.734,2.35573245775569e-20,"0","CD3G"
"SH2D1B",6.27320995904584e-25,1.46986931989866,0.391,0.138,3.75395157159262e-20,"0","SH2D1B"
"CD96",3.01549290348384e-24,0.630929063268709,0.964,0.794,1.80450110837377e-19,"0","CD96"
"SET",4.05846153044802e-24,0.615887801807427,0.903,0.703,2.4286239644354e-19,"0","SET"
"LRRN3",4.92977570813138e-24,1.70254754951451,0.365,0.133,2.9500270815029e-19,"0","LRRN3"
"SIRPG",7.59790753303861e-24,0.874486531850325,0.69,0.387,4.54666384684563e-19,"0","SIRPG"
"FTL",2.40242117890457e-23,0.557206255797161,0.943,0.763,1.43763285766828e-18,"0","FTL"
"TRGV4",3.74197933485527e-23,0.645966433389385,0.73,0.428,2.23923785377074e-18,"0","TRGV4"
"TPI1",4.94571694824999e-23,0.826415521286873,0.789,0.529,2.95956647900227e-18,"0","TPI1"
"CD3E",1.24656295416936e-22,0.60114852736711,0.95,0.774,7.45955737404485e-18,"0","CD3E"
"PCBP2",2.41296238463364e-22,0.631885125118939,0.865,0.697,1.44394082058862e-17,"0","PCBP2"
"LAT2",2.61307818849066e-22,0.896034394960412,0.602,0.322,1.56369211877469e-17,"0","LAT2"
"KLRC3",3.50331327542762e-22,0.637146325138712,0.791,0.501,2.09641769714864e-17,"0","KLRC3"
"TIGIT",2.41998359099881e-21,0.996907489971583,0.609,0.343,1.4481423806896e-16,"0","TIGIT"
"CCR9",4.1277191452846e-21,2.74461361687086,0.19,0.037,2.47006841372976e-16,"0","CCR9"
"FES",4.36829386726483e-21,0.88219981774557,0.379,0.144,2.61403073310995e-16,"0","FES"
"ENSG00000227240",5.6149248444567e-20,0.691067637106138,0.36,0.129,3.36002717617133e-15,"0","ENSG00000227240"
"YBX1",1.15885306085028e-19,0.647308595888469,0.846,0.617,6.93469260143418e-15,"0","YBX1"
"PELO-AS1",1.44993939256941e-19,1.02041302516469,0.424,0.19,8.67658231907461e-15,"0","PELO-AS1"
"TRAC",1.46968789660129e-19,0.622324654593291,0.87,0.598,8.79475934205179e-15,"0","TRAC"
"PKM",1.59253475425439e-19,0.867745539039694,0.742,0.525,9.5298872229337e-15,"0","PKM"
"PTMA",1.68837746569248e-19,0.477921161326694,0.979,0.877,1.01034195924504e-14,"0","PTMA"
"TRDC",2.05829262938334e-19,0.552794483272707,0.945,0.79,1.23170289234928e-14,"0","TRDC"
"CD164",2.33280995252095e-19,0.836412391504572,0.668,0.436,1.39597680368806e-14,"0","CD164"
"ADRB1",3.77167222911819e-19,0.552919990804928,0.581,0.31,2.25700637862662e-14,"0","ADRB1"
"LAPTM5",5.9284631873964e-19,0.526514623510531,0.893,0.672,3.54765165596988e-14,"0","LAPTM5"
"RNF187",9.23332563949472e-19,1.0048556084102,0.521,0.276,5.52531439593003e-14,"0","RNF187"
"ITM2B",9.52650551668632e-19,0.642756364228358,0.855,0.624,5.70075616624026e-14,"0","ITM2B"
"EEF2",1.35747993973286e-18,0.635286434314219,0.877,0.694,8.12329570735541e-14,"0","EEF2"
"COTL1",1.37141503146961e-18,0.670660957196827,0.796,0.554,8.20668468981732e-14,"0","COTL1"
"CDIP1",2.84795781699343e-18,0.978925030785013,0.474,0.251,1.70424643726704e-13,"0","CDIP1"
"NCR2",3.0224638897041e-18,1.58772392426115,0.22,0.059,1.80867261623783e-13,"0","NCR2"
"ARF6",6.29694645526096e-18,0.690491960037703,0.82,0.625,3.76815572829271e-13,"0","ARF6"
"CD63",7.41697496795648e-18,0.553643547305895,0.829,0.554,4.43839199057484e-13,"0","CD63"
"TMSB4XP8",9.30858064356914e-18,0.60408839276796,0.896,0.708,5.57034774291821e-13,"0","TMSB4XP8"
"H4C3",1.14475544472033e-17,0.22708662709698,0.851,0.573,6.85033105675093e-13,"0","H4C3"
"ADGRG1",1.26120425971741e-17,0.64959496031447,0.614,0.336,7.54717241057497e-13,"0","ADGRG1"
"PLPP1",1.37616895711011e-17,1.30028032391211,0.405,0.19,8.23513265624261e-13,"0","PLPP1"
"CYTIP",1.45883183734064e-17,0.668211470048694,0.713,0.496,8.72979559783012e-13,"0","CYTIP"
"EIF4G2",1.75732977322872e-17,0.676289664812558,0.799,0.6,1.0516037095978e-12,"0","EIF4G2"
"FKBP1A",2.31526574365221e-17,0.514694025405174,0.718,0.484,1.38547817365892e-12,"0","FKBP1A"
"PRKAR1A",2.52883552670316e-17,0.732154776703974,0.68,0.474,1.51328046753444e-12,"0","PRKAR1A"
"ITGA1",2.71027695779808e-17,0.382163930889994,0.943,0.68,1.62185683431595e-12,"0","ITGA1"
"MSN",6.07213370298729e-17,0.62618485740332,0.844,0.642,3.63362552920463e-12,"0","MSN"
"KLRB1",7.00601198135389e-17,0.221100467680797,0.588,0.308,4.19246762976198e-12,"0","KLRB1"
"BNIP3L",8.69930427091332e-17,1.45609052950285,0.303,0.12,5.20575066875724e-12,"0","BNIP3L"
"NCF4",9.41305081762629e-17,0.95394005716654,0.251,0.081,5.63286373977575e-12,"0","NCF4"
"PIP4K2A",1.11941639136434e-16,0.700087863256224,0.768,0.568,6.69869962756336e-12,"0","PIP4K2A"
"PPP1CA",1.20407926106584e-16,0.604330682717123,0.758,0.51,7.20533070614411e-12,"0","PPP1CA"
"PRKACB",1.2407658892113e-16,0.938665240703737,0.573,0.366,7.42486715762937e-12,"0","PRKACB"
"ITM2A",1.67716483918133e-16,0.615408710273151,0.562,0.327,1.0036322114145e-11,"0","ITM2A"
"ENO1",1.89499699472272e-16,0.683972067016037,0.763,0.548,1.13398515161202e-11,"0","ENO1"
"TRGJ1",2.16053988111453e-16,0.771040363154032,0.569,0.341,1.29288867025775e-11,"0","TRGJ1"
"CEBPD",2.33262303688139e-16,1.36515242640733,0.313,0.127,1.39586495150019e-11,"0","CEBPD"
"TXK",3.15679881698034e-16,0.449697118745343,0.687,0.419,1.88905998006921e-11,"0","TXK"
"APOBR",3.28850764505691e-16,0.719784434920932,0.566,0.345,1.9678758598785e-11,"0","APOBR"
"PDCD4",3.78338234353428e-16,0.555962941698587,0.874,0.657,2.26401382819435e-11,"0","PDCD4"
"OSTF1",5.37478859664989e-16,0.622806540603584,0.642,0.402,3.21632724412126e-11,"0","OSTF1"
"ENSG00000230831",5.9057955341998e-16,0.402422113547698,0.265,0.089,3.5340871056205e-11,"0","ENSG00000230831"
"ITGB1",8.75237498474976e-16,1.34905845872999,0.384,0.19,5.2375087146241e-11,"0","ITGB1"
"SRP14",1.14664895451237e-15,0.481402801381323,0.832,0.605,6.86166200869747e-11,"0","SRP14"
"KRT86",1.80132607929518e-15,1.35427785200336,0.216,0.068,1.07793153911103e-10,"0","KRT86"
"RHOC",1.99032164160381e-15,0.591241005437569,0.609,0.367,1.19102837355213e-10,"0","RHOC"
"LCP1",2.61501201923371e-15,0.527298094117228,0.938,0.779,1.56484934242964e-10,"0","LCP1"
"TYROBP",3.08798851057998e-15,0.587581545050078,0.469,0.233,1.84788320461617e-10,"0","TYROBP"
"PABPC1",3.39141921288414e-15,0.438991113743914,0.974,0.905,2.029459171182e-10,"0","PABPC1"
"PLAAT4",4.20705375383565e-15,0.54174653265162,0.701,0.464,2.51754303683279e-10,"0","PLAAT4"
"LAYN",4.67651231579273e-15,0.879046822963145,0.4,0.192,2.79847173489353e-10,"0","LAYN"
"OAZ1",7.66445493969312e-15,0.412588038990292,0.9,0.697,4.58648648046176e-10,"0","OAZ1"
"STK17B",1.03659075370181e-14,0.412708621954061,0.915,0.755,6.20306272922702e-10,"0","STK17B"
"TMEM123",1.30809686070983e-14,0.908879364280937,0.514,0.316,7.82778242417371e-10,"0","TMEM123"
"CRIM1",1.42143496371208e-14,0.784577622673609,0.398,0.2,8.50600896634945e-10,"0","CRIM1"
"COMMD6",1.51309292995833e-14,0.504066330590215,0.77,0.534,9.05449940216362e-10,"0","COMMD6"
"PRDX5",1.54399935438212e-14,0.629120819672603,0.642,0.418,9.23944653655806e-10,"0","PRDX5"
"ARHGDIB",2.10396548639396e-14,0.42004175151107,0.931,0.773,1.25903398671301e-09,"0","ARHGDIB"
"FUCA1",2.18969699343825e-14,1.46433865749761,0.22,0.074,1.31033657784338e-09,"0","FUCA1"
"ACTG1",2.90145922845678e-14,0.381080670636838,0.972,0.815,1.73626221690082e-09,"0","ACTG1"
"PRDM1",3.15711284937302e-14,0.42846254107934,0.602,0.357,1.88924790019331e-09,"0","PRDM1"
"ARPC4",3.30262947489071e-14,0.632204735084919,0.654,0.425,1.97632650406935e-09,"0","ARPC4"
"CCNI",3.67105574971093e-14,0.728539611865842,0.699,0.496,2.19679647118452e-09,"0","CCNI"
"ENTPD1",4.31698070630637e-14,0.47812773661695,0.486,0.266,2.58332442446080e-09,"0","ENTPD1"
"CFL1",4.54732965987715e-14,0.402280953915727,0.969,0.804,2.72116754176709e-09,"0","CFL1"
"SPRY1",4.81430653092502e-14,0.534425768709112,0.517,0.291,2.88092917117084e-09,"0","SPRY1"
"CXXC5",6.03039306242162e-14,0.892879933754783,0.396,0.202,3.60864751248372e-09,"0","CXXC5"
"TMED2",6.85823672400358e-14,0.708905795119895,0.618,0.399,4.10403743801098e-09,"0","TMED2"
"CHRM3-AS2",7.11441058586513e-14,0.400089519801815,0.455,0.242,4.25733443868755e-09,"0","CHRM3-AS2"
"HNRNPU",1.00397643841788e-13,0.59004070238845,0.773,0.619,6.00789540513641e-09,"0","HNRNPU"
"PCBP1",1.29269033589335e-13,0.527664105129795,0.78,0.56,7.73558823901938e-09,"0","PCBP1"
"BCAP31",1.36731430516412e-13,0.702336787216962,0.562,0.342,8.18214553353263e-09,"0","BCAP31"
"ITGAE",1.39100058924076e-13,0.387608006165169,0.86,0.665,8.32388662607563e-09,"0","ITGAE"
"ATP5MC2",1.43324960576383e-13,0.535163483682849,0.796,0.583,8.57670896585136e-09,"0","ATP5MC2"
"TRDJ2",1.59523913152662e-13,0.949715937963754,0.341,0.158,9.54607048696845e-09,"0","TRDJ2"
"PTPN22",2.17434442029753e-13,0.418705960173451,0.73,0.523,1.30114944455024e-08,"0","PTPN22"
"ACTR3",2.19488573319426e-13,0.575802724621631,0.751,0.57,1.31344157160078e-08,"0","ACTR3"
"GLIPR1",2.3646574193488e-13,0.675250853025238,0.481,0.275,1.41503464631252e-08,"0","GLIPR1"
"CTSD",2.37203483685533e-13,0.468583324590433,0.716,0.481,1.4194493667226e-08,"0","CTSD"
"CCDC50",2.5684091192242e-13,0.919763242076259,0.363,0.179,1.53696170103495e-08,"0","CCDC50"
"CALR",3.21422075798427e-13,0.428538276558929,0.87,0.694,1.92342184378537e-08,"0","CALR"
"MCM5",3.7943448663206e-13,0.397756619730396,0.438,0.227,2.27057391145491e-08,"0","MCM5"
"HNRNPK",4.30593386628801e-13,0.44060444267572,0.848,0.652,2.57671388492541e-08,"0","HNRNPK"
"LIMS1",4.31293588009001e-13,0.846533691431699,0.46,0.274,2.58090396000466e-08,"0","LIMS1"
"RHOF",4.7722993628408e-13,0.694140473722256,0.583,0.358,2.85579166171757e-08,"0","RHOF"
"TRAPPC1",5.83530456020753e-13,0.505406081551022,0.692,0.449,3.49190460187378e-08,"0","TRAPPC1"
"CSDE1",6.30935134527615e-13,0.766245743966774,0.595,0.423,3.7755789385267e-08,"0","CSDE1"
"SLC25A39",6.35018780199352e-13,0.510730039186603,0.507,0.296,3.80001588259094e-08,"0","SLC25A39"
"PDIA3",6.42417394836938e-13,0.574563775365511,0.775,0.598,3.84428993244372e-08,"0","PDIA3"
"BCAS4",6.67078262704166e-13,0.886867319081532,0.645,0.483,3.991863031848e-08,"0","BCAS4"
"NMUR1",7.38787348892382e-13,0.365566779984432,0.55,0.318,4.4209773745069e-08,"0","NMUR1"
"ALDOA",8.31829968933667e-13,0.217818625310938,0.656,0.403,4.97775371709596e-08,"0","ALDOA"
"CD247",8.67271374341841e-13,0.525214018174193,0.818,0.627,5.18983863119901e-08,"0","CD247"
"KIR3DL2",8.85222035798847e-13,1.03681186009533,0.282,0.123,5.29725718442388e-08,"0","KIR3DL2"
"BANF1",9.24177567583462e-13,0.482500848936612,0.564,0.347,5.5303709821762e-08,"0","BANF1"
"MAT2B",9.32202308499372e-13,0.866444023470629,0.531,0.347,5.57839183429109e-08,"0","MAT2B"
"CHST2",1.1610632759506e-12,1.06395046695352,0.237,0.094,6.94791874961596e-08,"0","CHST2"
"ARPC5",1.80544541561976e-12,0.754628181170296,0.611,0.443,1.08039659116102e-07,"0","ARPC5"
"SMIM27",1.87223804924718e-12,0.676844067430044,0.367,0.177,1.12036597105e-07,"0","SMIM27"
"JAK1",1.92258709317526e-12,0.385326784949535,0.844,0.664,1.15049534242701e-07,"0","JAK1"
"HSPA8",2.07558464552763e-12,0.392286508422899,0.874,0.659,1.24205060773019e-07,"0","HSPA8"
"TOX-DT",2.08184912388297e-12,0.751833422427652,0.299,0.135,1.24579933422281e-07,"0","TOX-DT"
"PCID2",2.17960982671326e-12,0.95097252609854,0.365,0.19,1.30430031640348e-07,"0","PCID2"
"FCRL4",2.1878466818693e-12,1.71779113094832,0.111,0.022,1.30922933289741e-07,"0","FCRL4"
"SEC14L6",2.22497959201068e-12,1.08305351393202,0.256,0.108,1.33145003765511e-07,"0","SEC14L6"
"CD52",2.34644705174881e-12,0.278206825802167,0.981,0.78,1.40413738023701e-07,"0","CD52"
"SEPTIN7",2.58456489451521e-12,0.436062299164842,0.841,0.665,1.54662947852684e-07,"0","SEPTIN7"
"TRGC2",2.76759632159006e-12,0.388761468701652,0.851,0.669,1.65615731480271e-07,"0","TRGC2"
"CAPG",2.88954103571429e-12,0.502177417013297,0.616,0.39,1.72913025118179e-07,"0","CAPG"
"RHOA",2.91379937308942e-12,0.444792455222929,0.799,0.593,1.74364668285044e-07,"0","RHOA"
"RAB3GAP1",3.02369882880446e-12,0.359420463532037,0.628,0.412,1.80941161614488e-07,"0","RAB3GAP1"
"GDI2",3.03373631504196e-12,0.781987171356673,0.486,0.296,1.81541814828426e-07,"0","GDI2"
"ECH1",3.21109231365956e-12,0.411759462979778,0.585,0.375,1.92154975141702e-07,"0","ECH1"
"LAMP1",3.56633629693056e-12,0.767985467146993,0.566,0.389,2.13413130344622e-07,"0","LAMP1"
"TRGV2",3.65403119865568e-12,0.319201904967938,0.455,0.255,2.18660880958754e-07,"0","TRGV2"
"CANX",4.0031162371496e-12,0.77719444122873,0.573,0.409,2.39550478747269e-07,"0","CANX"
"PLEKHF1",4.26485296592206e-12,0.612338098015574,0.521,0.334,2.55213066333742e-07,"0","PLEKHF1"
"EID1",4.7249718651479e-12,0.447107939276207,0.618,0.418,2.82747041382315e-07,"0","EID1"
"ATP6AP2",5.03552188616564e-12,0.636623204367255,0.443,0.255,3.01330665190038e-07,"0","ATP6AP2"
"PRDX3",5.4627510651142e-12,1.16264384137214,0.318,0.158,3.26896486487499e-07,"0","PRDX3"
"TRGV3",5.54469285397106e-12,0.370553486145581,0.533,0.307,3.31799965074482e-07,"0","TRGV3"
"CLEC2B",5.81596086627833e-12,0.207678964551327,0.749,0.509,3.48032914198961e-07,"0","CLEC2B"
"GPI",6.14950194907258e-12,0.610672745698872,0.602,0.403,3.67992346134452e-07,"0","GPI"
"EIF3L",6.44291073165422e-12,0.577398753738435,0.495,0.293,3.8555022109292e-07,"0","EIF3L"
"S100A11",6.60573459490945e-12,0.465868200405442,0.645,0.413,3.95293763893977e-07,"0","S100A11"
"HLA-C",6.66037511318748e-12,0.352358358402357,0.974,0.939,3.98563507148252e-07,"0","HLA-C"
"ENSG00000288950",6.8479384830824e-12,1.69492798682328,0.128,0.031,4.09787486766134e-07,"0","ENSG00000288950"
"DHRS7",7.61704555735418e-12,0.607173091623124,0.578,0.373,4.55811623197632e-07,"0","DHRS7"
"FKBP8",7.90707689989732e-12,0.495218323399654,0.687,0.496,4.73167388766756e-07,"0","FKBP8"
"ASB2",9.21771349947284e-12,0.413253610993771,0.521,0.317,5.51597193521954e-07,"0","ASB2"
"LINC00402",9.41497810179154e-12,0.63512496846435,0.306,0.145,5.63401704589307e-07,"0","LINC00402"
"P2RY11",1.00740786929597e-11,0.384636204274364,0.557,0.359,6.028429430654e-07,"0","P2RY11"
"DZIP3",1.09161161707593e-11,0.684987177002045,0.45,0.263,6.53231307774407e-07,"0","DZIP3"
"SURF4",1.11514173502731e-11,0.621725255535015,0.664,0.488,6.67311965657695e-07,"0","SURF4"
"P4HB",1.12787189671714e-11,0.611563081255033,0.555,0.379,6.74929821714502e-07,"0","P4HB"
"TOX",1.32144096827136e-11,0.832205368867859,0.438,0.261,7.90763489823266e-07,"0","TOX"
"ALOX5AP",1.39244944835701e-11,0.355316420509699,0.735,0.492,8.33255674391319e-07,"0","ALOX5AP"
"STK17A",1.41598466916886e-11,0.414822799481627,0.848,0.691,8.47339385877335e-07,"0","STK17A"
"ITGB7",1.44390134399626e-11,0.453027384429839,0.573,0.362,8.64045003260802e-07,"0","ITGB7"
"HADHA",1.44680944550917e-11,1.1076999230924,0.438,0.267,8.65785240287143e-07,"0","HADHA"
"SLC12A8",1.90090134583771e-11,3.14033974530532,0.081,0.011,1.13751837436274e-06,"0","SLC12A8"
"PPP3CA",2.13574487839502e-11,0.472288478655483,0.576,0.381,1.27805109268037e-06,"0","PPP3CA"
"ENSG00000234630",2.16286770630531e-11,0.183583440568651,0.242,0.096,1.29428166413016e-06,"0","ENSG00000234630"
"CCNJL",2.58513407288966e-11,1.23822789318212,0.206,0.081,1.5469700805579e-06,"0","CCNJL"
"UBE4A",2.66276238263541e-11,0.471771996991393,0.543,0.356,1.59342363739285e-06,"0","UBE4A"
"CDC42SE2",2.75177653322207e-11,0.49408220335543,0.704,0.525,1.64669059524542e-06,"0","CDC42SE2"
"ATP6V0E1",2.94028694701274e-11,0.468683524925191,0.628,0.403,1.75949711196189e-06,"0","ATP6V0E1"
"PSAP",3.42080466963296e-11,0.705101576517583,0.592,0.428,2.04704372235506e-06,"0","PSAP"
"CRACR2B",3.42886638382368e-11,0.300813245336869,0.37,0.189,2.05186793274393e-06,"0","CRACR2B"
"PFN1",3.43451820133888e-11,0.312893850741371,0.976,0.872,2.0552500368632e-06,"0","PFN1"
"LNPEP",3.53828721002288e-11,0.542221448005876,0.682,0.508,2.11734644934979e-06,"0","LNPEP"
"LILRP2",3.6953077848281e-11,0.349489190893236,0.372,0.192,2.21130913151898e-06,"0","LILRP2"
"NSMCE1",4.12290230099588e-11,0.989659402794327,0.37,0.205,2.46718596593895e-06,"0","NSMCE1"
"LBH",4.91435510983397e-11,0.525198611378127,0.647,0.468,2.94079924127574e-06,"0","LBH"
"CDC26",5.58430865062199e-11,0.662189789764794,0.327,0.164,3.3417061396187e-06,"0","CDC26"
"AP2M1",6.76732997169056e-11,0.583718657357702,0.524,0.356,4.04963792835935e-06,"0","AP2M1"
"PEAK3",6.97549973575499e-11,2.16485741415716,0.123,0.032,4.17420879687314e-06,"0","PEAK3"
"POLR2L",7.33615164438818e-11,0.38401041841073,0.749,0.518,4.39002650551833e-06,"0","POLR2L"
"MOB1A",7.71148955439723e-11,0.725684700412912,0.559,0.4,4.61463246424684e-06,"0","MOB1A"
"MRPL33",8.56346626727329e-11,0.568486221003956,0.483,0.294,5.12446384899901e-06,"0","MRPL33"
"CAP1",9.23547820509931e-11,0.401899410095569,0.754,0.543,5.52660251271348e-06,"0","CAP1"
"VAMP8",9.46517420020199e-11,0.452808191254025,0.543,0.343,5.66405489314287e-06,"0","VAMP8"
"TPM3",9.68695161554043e-11,0.390273450862009,0.865,0.673,5.79676871625555e-06,"0","TPM3"
"CLIC1",9.89723412595924e-11,0.318393125492054,0.836,0.629,5.92260387331527e-06,"0","CLIC1"
"PEPD",1.00788514485072e-10,1.00512662579772,0.216,0.087,6.03128549530118e-06,"0","PEPD"
"DEGS1",1.03835843237437e-10,0.709820162653055,0.384,0.216,6.21364069517147e-06,"0","DEGS1"
"FCRL1",1.04429757040397e-10,0.723163877406279,0.254,0.111,6.24918109105441e-06,"0","FCRL1"
"EEF1A1",1.04811012496087e-10,0.145249030391629,0.983,0.87,6.27199579877834e-06,"0","EEF1A1"
"LINC01871",1.19867790343914e-10,0.335831744612996,0.872,0.663,7.17300844197014e-06,"0","LINC01871"
"PDIA6",1.24421797755426e-10,0.730357097124496,0.436,0.258,7.44552479948248e-06,"0","PDIA6"
"ABCB1",1.3324312488311e-10,0.542899479071149,0.595,0.42,7.97340183613018e-06,"0","ABCB1"
"FURIN",1.34108721056932e-10,0.589341680041618,0.555,0.372,8.02519997676787e-06,"0","FURIN"
"XRCC6",1.41374310358464e-10,0.665942666433554,0.555,0.374,8.45998010616086e-06,"0","XRCC6"
"TRDJ1",1.5562569084221e-10,0.417626946538292,0.801,0.578,9.31279696568871e-06,"0","TRDJ1"
"FAM3C",1.60232496261262e-10,0.658906034183213,0.389,0.221,9.58847280877019e-06,"0","FAM3C"
"TRBV18",1.63099441159848e-10,2.36378247217613,0.076,0.011,9.76003365844648e-06,"0","TRBV18"
"ABI3",1.72232849431444e-10,0.448129306778881,0.787,0.603,1.03065859428271e-05,"0","ABI3"
"FLOT2",1.77403462862144e-10,0.470380415404083,0.438,0.262,1.06160006211336e-05,"0","FLOT2"
"PELO",1.80551502955459e-10,0.418499583457049,0.339,0.172,1.08043824883576e-05,"0","PELO"
"PGAM1",1.90246383040596e-10,0.625697489505182,0.483,0.3,1.13845338075323e-05,"0","PGAM1"
"HCLS1",2.00678775523919e-10,0.390334117985572,0.808,0.635,1.20088186061268e-05,"0","HCLS1"
"GYPC",2.04453379513091e-10,0.494833278719255,0.552,0.357,1.22346946834429e-05,"0","GYPC"
"TBCD",2.21919870590224e-10,0.356286898440221,0.557,0.355,1.32799069759896e-05,"0","TBCD"
"DHRS3",2.25985118848923e-10,1.04490462016306,0.287,0.144,1.35231754970384e-05,"0","DHRS3"
"EIF3C",2.34647300982546e-10,0.965133431069359,0.365,0.211,1.40415291380965e-05,"0","EIF3C"
"NPM1",2.3603661515899e-10,0.327206289886723,0.775,0.591,1.41246670877291e-05,"0","NPM1"
"RRP7A",2.49484743140749e-10,0.472443961450219,0.419,0.242,1.49294165142856e-05,"0","RRP7A"
"KRT81",2.63320572138383e-10,2.23311725700631,0.111,0.028,1.5757366357333e-05,"0","KRT81"
"ATP1B1",2.74388267549956e-10,0.646026731948374,0.209,0.085,1.64196683184569e-05,"0","ATP1B1"
"CLDND1",3.04842706183045e-10,0.242717753587811,0.723,0.511,1.82420923806996e-05,"0","CLDND1"
"RAB1B",3.07554730752176e-10,0.612097780745892,0.6,0.408,1.84043826429409e-05,"0","RAB1B"
"LGALS1",3.45561877786954e-10,0.423673521654715,0.543,0.345,2.06787683286491e-05,"0","LGALS1"
"ZFP36L1",3.4631417669167e-10,0.194040553311571,0.948,0.787,2.07237866474062e-05,"0","ZFP36L1"
"FGFR1OP2",3.54046749286586e-10,0.629261500973643,0.464,0.308,2.11865115240586e-05,"0","FGFR1OP2"
"PIK3IP1",3.72981131714837e-10,0.593249809813146,0.443,0.272,2.23195639029475e-05,"0","PIK3IP1"
"TRBC2",4.1671956676873e-10,0.266263458880422,0.957,0.761,2.49369155950076e-05,"0","TRBC2"
"COX4I1",4.19704997270038e-10,0.322139554745788,0.877,0.671,2.51155667416363e-05,"0","COX4I1"
"RPN2",4.51297394709521e-10,0.56078507054324,0.562,0.376,2.70060873968124e-05,"0","RPN2"
"HNRNPA0",4.83759577803365e-10,0.551200457177242,0.609,0.443,2.89486568953312e-05,"0","HNRNPA0"
"CAPNS1",5.07834327789367e-10,0.558860747187416,0.633,0.452,3.03893140092435e-05,"0","CAPNS1"
"SNX17",5.13833930981636e-10,0.695621738224137,0.419,0.252,3.07483362638721e-05,"0","SNX17"
"NOP53",5.39636560608159e-10,0.343874922011075,0.735,0.526,3.22923914233529e-05,"0","NOP53"
"DAD1",5.40114849979934e-10,0.27039120353946,0.678,0.444,3.23210127376492e-05,"0","DAD1"
"SLCO4A1",5.62575774465618e-10,0.938337220249724,0.22,0.094,3.3665096919797e-05,"0","SLCO4A1"
"CTNNB1",5.64358146456133e-10,0.176663647491756,0.789,0.571,3.37717558420815e-05,"0","CTNNB1"
"COX6B1",5.72583718318851e-10,0.227236725778435,0.713,0.49,3.42639822879184e-05,"0","COX6B1"
"SEPTIN2",5.93830506402036e-10,0.624113942610723,0.682,0.523,3.55354113336042e-05,"0","SEPTIN2"
"CMPK1",5.96437391647561e-10,0.722421116016934,0.438,0.279,3.56914099535817e-05,"0","CMPK1"
"CTBP1",7.09166203893037e-10,0.382410691852098,0.746,0.572,4.24372148071632e-05,"0","CTBP1"
"DDOST",7.15286722671474e-10,0.6114569717701,0.524,0.335,4.28034727713837e-05,"0","DDOST"
"LSM2",7.24734570820175e-10,0.719256274029746,0.36,0.197,4.33688414524501e-05,"0","LSM2"
"HACD4",8.12974897906422e-10,0.662299005309918,0.36,0.198,4.86492308656182e-05,"0","HACD4"
"GSTP1",9.06151279259283e-10,0.297586689403889,0.716,0.516,5.42249987021547e-05,"0","GSTP1"
"HMOX2",9.0660747000486e-10,0.534414581277224,0.536,0.351,5.42522976125608e-05,"0","HMOX2"
"MICOS13",9.10812170890104e-10,0.169014833220032,0.457,0.266,5.45039111182347e-05,"0","MICOS13"
"SLC12A6",9.13084181776243e-10,0.740730504247362,0.372,0.216,5.46398705216722e-05,"0","SLC12A6"
"CCR5",1.06087434951714e-09,0.737836822465344,0.424,0.263,6.34837819494552e-05,"0","CCR5"
"ARPC3",1.06523884213917e-09,0.203803920673092,0.803,0.578,6.37449575524502e-05,"0","ARPC3"
"TRAJ45",1.1124231470932e-09,0.63291058201632,0.412,0.241,6.65685135452043e-05,"0","TRAJ45"
"MDH2",1.12904105281495e-09,0.913746224491612,0.379,0.223,6.75629456414992e-05,"0","MDH2"
