"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GZMH",0,1.71178014471711,0.861,0.307,0,"0","GZMH"
"GZMB",0,2.1919755327029,0.731,0.188,0,"0","GZMB"
"FGFBP2",0,2.12556537909395,0.689,0.181,0,"0","FGFBP2"
"PRF1",0,1.78159944700839,0.811,0.32,0,"0","PRF1"
"FCGR3A",0,2.45575969104284,0.622,0.138,0,"0","FCGR3A"
"GNLY",0,1.65707416788098,0.844,0.362,0,"0","GNLY"
"EFHD2",0,1.44120578874391,0.884,0.412,0,"0","EFHD2"
"ZEB2",0,1.11510245186131,0.874,0.427,0,"0","ZEB2"
"CST7",0,1.20246711961372,0.975,0.536,0,"0","CST7"
"GZMA",0,1.03495069469228,0.801,0.379,0,"0","GZMA"
"ADGRG1",0,1.93301463334434,0.567,0.155,0,"0","ADGRG1"
"S1PR5",0,1.6564013137886,0.586,0.182,0,"0","S1PR5"
"KLRD1",0,1.2870221299604,0.733,0.342,0,"0","KLRD1"
"CCL4",0,1.30616175878207,0.603,0.226,0,"0","CCL4"
"NKG7",0,1.40435954800531,0.999,0.625,0,"0","NKG7"
"PLEK",0,1.33544348864848,0.602,0.235,0,"0","PLEK"
"TGFBR3",0,1.10106072533901,0.545,0.227,0,"0","TGFBR3"
"PYHIN1",0,0.833404550555179,0.646,0.341,0,"0","PYHIN1"
"CX3CR1",0,2.05748791594055,0.394,0.094,0,"0","CX3CR1"
"TBX21",0,1.33948203594706,0.492,0.194,0,"0","TBX21"
"KLRF1",0,1.91482419538763,0.394,0.1,0,"0","KLRF1"
"CCL5",0,0.753281470286289,0.998,0.704,0,"0","CCL5"
"GZMM",0,0.755238864058607,0.773,0.482,0,"0","GZMM"
"CTSC",0,1.03946406355997,0.559,0.28,0,"0","CTSC"
"FCRL6",0,1.22119038660315,0.482,0.203,0,"0","FCRL6"
"SYNE1",0,0.679904006551967,0.765,0.489,0,"0","SYNE1"
"TYROBP",0,1.96655185229474,0.395,0.125,0,"0","TYROBP"
"CD8A",0,1.87600090754992,0.388,0.119,0,"0","CD8A"
"CEP78",0,1.13809722884617,0.475,0.209,0,"0","CEP78"
"ABHD17A",0,0.84138631108553,0.791,0.526,0,"0","ABHD17A"
"SYNE2",0,0.59316032274111,0.815,0.552,0,"0","SYNE2"
"TTC38",0,1.66811720637409,0.374,0.112,0,"0","TTC38"
"PTPRCAP",0,0.848865177085378,0.706,0.446,0,"0","PTPRCAP"
"HOPX",0,1.16776580398795,0.474,0.215,0,"0","HOPX"
"MCTP2",0,1.01008614671586,0.481,0.225,0,"0","MCTP2"
"PRSS23",0,1.97611120776535,0.332,0.077,0,"0","PRSS23"
"C1orf21",0,1.17405739628393,0.432,0.178,0,"0","C1orf21"
"FGR",0,1.33631472478711,0.389,0.139,0,"0","FGR"
"KLRB1",0,1.65329718847581,0.38,0.13,0,"0","KLRB1"
"CD247",0,0.850866907360722,0.825,0.576,0,"0","CD247"
"LGALS1",0,1.26029258960773,0.432,0.188,0,"0","LGALS1"
"PRDM1",0,1.36686557219492,0.374,0.134,0,"0","PRDM1"
"RHOC",0,1.44728017705366,0.368,0.13,0,"0","RHOC"
"F2R",0,1.30554062953678,0.359,0.134,0,"0","F2R"
"SPON2",0,1.71627936949819,0.303,0.099,0,"0","SPON2"
"CTSW",0,0.720688493646195,0.952,0.753,0,"0","CTSW"
"CD99",0,0.605785492930097,0.892,0.699,0,"0","CD99"
"S100A4",0,0.651673523140485,0.924,0.738,0,"0","S100A4"
"IFITM2",0,0.688308790921182,0.912,0.728,0,"0","IFITM2"
"FLNA",0,0.616596274975593,0.866,0.687,0,"0","FLNA"
"ITGB2",0,0.5830261483981,0.913,0.75,0,"0","ITGB2"
"ARPC2",0,0.584520649983983,0.885,0.729,0,"0","ARPC2"
"CYBA",0,0.708155858482761,0.966,0.816,0,"0","CYBA"
"CALM1",0,0.46009854951923,0.972,0.884,0,"0","CALM1"
"SH3BGRL3",0,0.494030159760554,0.986,0.916,0,"0","SH3BGRL3"
"PFN1",0,0.404814485130071,0.998,0.977,0,"0","PFN1"
"HLA-A",0,0.329448110156753,1,0.995,0,"0","HLA-A"
"HLA-C",0,0.406344780427313,1,0.996,0,"0","HLA-C"
"HLA-B",0,0.37150459828757,1,0.997,0,"0","HLA-B"
"CD63",1.72892946199164e-300,0.918219547470544,0.556,0.303,4.41291955878746e-296,"0","CD63"
"SYTL3",2.14538258694272e-297,0.822708044428213,0.561,0.295,5.4758745149126e-293,"0","SYTL3"
"ABI3",4.14171318631444e-290,1.50231300102359,0.286,0.094,1.0571308736749e-285,"0","ABI3"
"SH2D2A",2.89689130923495e-289,1.1109899268331,0.427,0.198,7.39402537769128e-285,"0","SH2D2A"
"JAZF1",4.66323561500179e-286,1.10898844593705,0.379,0.158,1.19024425837306e-281,"0","JAZF1"
"HCST",8.76357486034604e-284,0.472591880300198,0.949,0.837,2.23681484735472e-279,"0","HCST"
"LILRB1",3.18816602928708e-278,1.63512715148646,0.231,0.062,8.13747497315234e-274,"0","LILRB1"
"B2M",3.85596004244923e-278,0.215578511718738,1,0.999,9.84195241234742e-274,"0","B2M"
"TNFRSF1B",5.41352580125049e-278,1.01395211927238,0.438,0.206,1.38174832551117e-273,"0","TNFRSF1B"
"S100A6",9.02534605090612e-264,0.509678563575604,0.904,0.739,2.30362932603328e-259,"0","S100A6"
"MXRA7",3.66243142391738e-262,1.43014731187019,0.286,0.102,9.34798996640671e-258,"0","MXRA7"
"HLA-DPB1",3.86221863102632e-260,0.719490977303779,0.623,0.367,9.85792683383157e-256,"0","HLA-DPB1"
"ARPC5L",1.83525512005413e-259,0.84906934942963,0.56,0.324,4.68430516842617e-255,"0","ARPC5L"
"LYN",1.75606072444613e-256,1.50125512945081,0.254,0.082,4.48216939307631e-252,"0","LYN"
"KIR2DL3",1.48763384120994e-252,2.23065084808139,0.178,0.039,3.79703661630425e-248,"0","KIR2DL3"
"ACTN4",2.92897751904976e-252,0.834902994835076,0.501,0.264,7.47592221962261e-248,"0","ACTN4"
"PTPN12",8.25232332544942e-249,1.30976114761107,0.287,0.106,2.10632300558771e-244,"0","PTPN12"
"LPCAT1",1.12655430848442e-248,1.05571595758351,0.365,0.16,2.87541721697563e-244,"0","LPCAT1"
"HLA-DPA1",4.68372484395772e-248,0.720596652933356,0.541,0.287,1.19547392917177e-243,"0","HLA-DPA1"
"ASCL2",2.66773528176076e-247,2.08802094806065,0.171,0.036,6.80912753316616e-243,"0","ASCL2"
"GPR141",1.46990999733279e-246,1.31021634021857,0.214,0.058,3.75179827719221e-242,"0","GPR141"
"ITGAL",1.34682896936766e-239,0.675816229038778,0.64,0.408,3.43764626141401e-235,"0","ITGAL"
"APMAP",7.53918354413185e-238,0.833165775031881,0.506,0.281,1.92430120780421e-233,"0","APMAP"
"CLIC3",1.83397409197829e-235,1.41658891969606,0.27,0.1,4.68103547236539e-231,"0","CLIC3"
"TIGIT",1.44662113043309e-232,1.00625434743376,0.377,0.175,3.69235577331741e-228,"0","TIGIT"
"CFL1",2.42703239197898e-231,0.383974760591786,0.982,0.923,6.19475747728716e-227,"0","CFL1"
"CLIC1",2.55749834198143e-230,0.590820021697324,0.761,0.552,6.52775876807341e-226,"0","CLIC1"
"LSP1",2.55553941432965e-229,0.48371294248036,0.88,0.718,6.52275880113499e-225,"0","LSP1"
"GAPDH",4.1631803544424e-229,0.434303821230945,0.936,0.815,1.06261015366788e-224,"0","GAPDH"
"SLC15A4",4.40440396584381e-227,1.21189287825855,0.299,0.12,1.12418006824197e-222,"0","SLC15A4"
"SH2D1B",9.09514495319806e-226,3.46608644930804,0.106,0.009,2.32144479785427e-221,"0","SH2D1B"
"SRGN",4.59492223612132e-222,0.393423538413826,0.913,0.736,1.17280795154761e-217,"0","SRGN"
"PPP2R2B",4.27768816001335e-218,0.908473014646046,0.354,0.159,1.09183712596181e-213,"0","PPP2R2B"
"LCP1",4.34736878130153e-215,0.496401747612625,0.858,0.69,1.1096224077394e-210,"0","LCP1"
"TRGV9",9.70949860306352e-211,1.26964250924882,0.38,0.206,2.47825242344593e-206,"0","TRGV9"
"ACTB",1.12293959092518e-210,0.347895271721154,1,0.997,2.86619101187744e-206,"0","ACTB"
"GSTP1",1.71536504487528e-209,0.660547958722847,0.617,0.397,4.37829774053967e-205,"0","GSTP1"
"CD81",2.00166441429937e-208,0.551213116781787,0.713,0.489,5.10904825105771e-204,"0","CD81"
"RAP1GAP2",3.86172408358008e-208,0.807539009459212,0.416,0.216,9.85666455092979e-204,"0","RAP1GAP2"
"APOBEC3G",5.37794698189339e-208,1.00580293383435,0.372,0.184,1.37266718765847e-203,"0","APOBEC3G"
"ANXA2",1.24613395292795e-206,0.879770415406802,0.423,0.223,3.18063230145329e-202,"0","ANXA2"
"RBFOX2",1.68271059223628e-205,0.554171731136514,0.659,0.433,4.29495051562388e-201,"0","RBFOX2"
"RUNX3",1.97443341227623e-202,0.451363372635444,0.838,0.644,5.03954384149385e-198,"0","RUNX3"
"NHERF1",1.03378367927775e-199,0.591832503199747,0.704,0.507,2.63862946298853e-195,"0","NHERF1"
"NCR1",4.39145182546126e-194,1.29909257912886,0.233,0.087,1.12087416393073e-189,"0","NCR1"
"KLRC2",5.5154094758729e-193,0.693596532352378,0.522,0.311,1.4077531146218e-188,"0","KLRC2"
"OSBPL5",1.08926273008667e-192,1.12429266201033,0.262,0.107,2.78023419227322e-188,"0","OSBPL5"
"KIR3DL1",1.8147722027606e-192,1.72372566319111,0.174,0.05,4.63202457032615e-188,"0","KIR3DL1"
"MYO1G",1.73694962100551e-190,0.661035385302998,0.563,0.358,4.43339021265445e-186,"0","MYO1G"
"LAIR2",7.88133936342618e-189,2.07466971334919,0.143,0.033,2.0116330591209e-184,"0","LAIR2"
"CMC1",3.76829479963587e-187,0.610619946297808,0.538,0.327,9.61819564659059e-183,"0","CMC1"
"LAG3",7.93007004157007e-181,1.18259121978466,0.242,0.097,2.02407107741034e-176,"0","LAG3"
"PTMS",3.16479421374425e-180,1.41003205189945,0.206,0.074,8.07782075116082e-176,"0","PTMS"
"SPN",1.09624261302301e-178,0.737656057096093,0.507,0.317,2.79804964547992e-174,"0","SPN"
"C12orf75",5.81190943218934e-176,0.714485874501026,0.487,0.293,1.48343176347201e-171,"0","C12orf75"
"MYO1F",1.63988420253995e-175,0.59192111641356,0.548,0.34,4.18564043856296e-171,"0","MYO1F"
"ZBTB38",4.19182100969115e-175,0.654334590275906,0.506,0.303,1.06992039451357e-170,"0","ZBTB38"
"IL2RB",5.22223661392267e-174,0.790497720520426,0.421,0.234,1.33292367333762e-169,"0","IL2RB"
"SERPINB9",2.26819296156109e-173,0.835340315790019,0.36,0.186,5.78933571508852e-169,"0","SERPINB9"
"CRIP1",1.20076786038048e-171,0.375742627077412,0.796,0.593,3.06483988683513e-167,"0","CRIP1"
"PTPRJ",1.09794131935993e-170,0.793075966584942,0.375,0.198,2.80238542353428e-166,"0","PTPRJ"
"MTSS1",4.39061886981585e-169,0.989520160085234,0.262,0.113,1.1206615603318e-164,"0","MTSS1"
"RABGAP1L",4.70169084669003e-168,0.456519585533989,0.721,0.53,1.20005957170916e-163,"0","RABGAP1L"
"LINC01871",1.59708781226156e-167,1.12207270760103,0.275,0.127,4.07640693201642e-163,"0","LINC01871"
"AOAH",3.31174714326269e-167,0.516246574038727,0.751,0.589,8.45290340846368e-163,"0","AOAH"
"DHRS7",2.38273306669985e-166,0.695689803255443,0.482,0.294,6.0816878794447e-162,"0","DHRS7"
"PPP1CA",5.1870486407342e-164,0.563018182693739,0.651,0.465,1.323942295061e-159,"0","PPP1CA"
"MAP3K8",1.61171086039164e-163,0.717269564866428,0.39,0.21,4.11373080006363e-159,"0","MAP3K8"
"HLA-DRB1",2.28282062152464e-161,0.504711933098045,0.456,0.254,5.82667135437948e-157,"0","HLA-DRB1"
"SASH3",1.01835625239504e-158,0.761624378768038,0.428,0.253,2.59925249861309e-154,"0","SASH3"
"ARL6IP5",6.60111616187866e-158,0.555437654840903,0.649,0.467,1.68486888915791e-153,"0","ARL6IP5"
"LITAF",4.3526279182421e-157,0.404777682207043,0.824,0.648,1.11096474985211e-152,"0","LITAF"
"MT2A",2.34123270506222e-155,0.607591551797135,0.541,0.351,5.97576235640081e-151,"0","MT2A"
"PTPN18",5.95949412687113e-155,0.903589091962262,0.327,0.17,1.52110128094259e-150,"0","PTPN18"
"SLAMF7",1.47683750299567e-153,0.889667954126247,0.282,0.133,3.76948004264615e-149,"0","SLAMF7"
"BNC2",3.13476511495228e-153,2.04790105668197,0.106,0.021,8.00117447940419e-149,"0","BNC2"
"IGF2R",5.06553025406347e-153,0.634593781728003,0.51,0.329,1.29292594204716e-148,"0","IGF2R"
"FUT11",7.77015790124073e-153,1.07978553335641,0.228,0.096,1.98325510271268e-148,"0","FUT11"
"STAT4",1.59561762294277e-152,0.474735154777892,0.58,0.378,4.07265442079912e-148,"0","STAT4"
"CDK2AP2",1.61205488697105e-152,0.890949470125937,0.327,0.17,4.11460889350492e-148,"0","CDK2AP2"
"GK5",1.10382530575835e-151,0.975692520822303,0.262,0.121,2.81740371041762e-147,"0","GK5"
"CALR",7.35396290191978e-151,0.558417676666589,0.704,0.547,1.877025491086e-146,"0","CALR"
"PLAAT3",3.60604362446462e-150,1.103575096936,0.224,0.094,9.2040657470835e-146,"0","PLAAT3"
"SYNGR1",5.43629832458869e-150,1.85726282586578,0.111,0.024,1.38756078436802e-145,"0","SYNGR1"
"MYBL1",9.22073030141658e-150,0.603384046763245,0.438,0.253,2.35349920213357e-145,"0","MYBL1"
"ADRB2",1.51823575538709e-149,1.24555783276443,0.179,0.064,3.87514494205001e-145,"0","ADRB2"
"BHLHE40",1.97303430485188e-149,0.804158721621961,0.3,0.148,5.03597275970393e-145,"0","BHLHE40"
"RAP2A",2.94449322638092e-149,1.20940790119917,0.192,0.073,7.51552451101465e-145,"0","RAP2A"
"FAM53B",3.26169362420873e-149,0.792897757699622,0.353,0.191,8.32514680643035e-145,"0","FAM53B"
"SETBP1",9.24490456577995e-148,1.39262796795516,0.144,0.044,2.35966944136967e-143,"0","SETBP1"
"KIR2DL1",1.09203417376938e-147,2.05912703161133,0.112,0.026,2.78730802512896e-143,"0","KIR2DL1"
"ITGAX",2.54312089000382e-147,1.61556974708565,0.145,0.045,6.49106175964574e-143,"0","ITGAX"
"NDUFB7",6.05975610167894e-147,0.670334145938542,0.45,0.276,1.54669214739253e-142,"0","NDUFB7"
"ADGRG5",7.29366743761134e-147,1.29957151486043,0.164,0.056,1.86163567677592e-142,"0","ADGRG5"
"DOK2",1.04383223287683e-146,0.658936997814497,0.458,0.282,2.66427739119482e-142,"0","DOK2"
"SLCO4C1",1.12323295389147e-144,1.89207803794433,0.107,0.024,2.86693979151259e-140,"0","SLCO4C1"
"PDIA3",2.86870528506604e-143,0.486136659186866,0.725,0.558,7.32208336960255e-139,"0","PDIA3"
"GLIPR1",2.42505265736159e-142,0.819709771881035,0.322,0.17,6.18970440264972e-138,"0","GLIPR1"
"PLEKHF1",1.55256266994045e-141,1.36811349536856,0.162,0.056,3.962760958756e-137,"0","PLEKHF1"
"GNG2",4.43585328774887e-141,0.446463854496574,0.708,0.528,1.13220719316502e-136,"0","GNG2"
"TSEN54",3.35387134985508e-140,0.641258428798308,0.437,0.264,8.5604212333701e-136,"0","TSEN54"
"PRR5",3.15338346120684e-139,0.918385474070372,0.262,0.126,8.04869594638434e-135,"0","PRR5"
"TPM3",4.48901212913385e-136,0.338781774655592,0.906,0.797,1.14577545584012e-131,"0","TPM3"
"CLEC2B",1.52972327873257e-135,0.544910630827918,0.572,0.389,3.90446569663702e-131,"0","CLEC2B"
"LINC02384",1.88421098663157e-135,1.4469972426204,0.135,0.041,4.80926012227842e-131,"0","LINC02384"
"ANKRD20A11P",2.33110176842813e-134,1.16039570269857,0.148,0.05,5.94990415373597e-130,"0","ANKRD20A11P"
"DNAJC1",3.64271394507307e-134,0.613115632525195,0.421,0.253,9.29766307340451e-130,"0","DNAJC1"
"CD8B",5.71303594904473e-134,1.30095399083405,0.189,0.078,1.45819529563418e-129,"0","CD8B"
"METRNL",1.32761514944536e-133,0.852316739575179,0.279,0.141,3.38860490744434e-129,"0","METRNL"
"PTGDR",5.17533408462653e-133,0.791001981211764,0.322,0.174,1.32095227176007e-128,"0","PTGDR"
"SSBP4",1.89259500741687e-132,0.566793325361168,0.523,0.347,4.83065949693081e-128,"0","SSBP4"
"PLEKHG3",5.41201410738457e-132,1.57876025896642,0.119,0.033,1.38136248076884e-127,"0","PLEKHG3"
"CYTOR",3.31177995098028e-128,0.826922513012258,0.256,0.125,8.45298714688208e-124,"0","CYTOR"
"DSTN",1.59101154990575e-127,0.734618262249846,0.417,0.262,4.06089787997944e-123,"0","DSTN"
"RASSF1",4.01518304863205e-127,0.539877237160177,0.518,0.344,1.02483532133284e-122,"0","RASSF1"
"MYL6",1.75915287816779e-126,0.31628236734517,0.928,0.831,4.49006180623546e-122,"0","MYL6"
"LINC00944",8.06639009706327e-126,1.10143465796284,0.178,0.071,2.05886540837443e-121,"0","LINC00944"
"RORA",1.21708734753948e-125,0.498749659917519,0.489,0.314,3.10649374585976e-121,"0","RORA"
"USP28",1.76657771830228e-125,0.975798346733013,0.22,0.1,4.50901296819473e-121,"0","USP28"
"SAMD3",3.9894939696875e-125,0.518775666938607,0.555,0.383,1.01827844082304e-120,"0","SAMD3"
"AHNAK",7.8628671951039e-125,0.270522403257346,0.876,0.707,2.00691822287832e-120,"0","AHNAK"
"RAB27A",1.88552837035381e-123,0.70473525517734,0.337,0.191,4.81262261249108e-119,"0","RAB27A"
"CCL3",4.94579623568578e-123,1.87385777145764,0.104,0.027,1.26236503119644e-118,"0","CCL3"
"MSN",1.02408878273396e-122,0.415306570114411,0.773,0.636,2.61388420905017e-118,"0","MSN"
"ADAM8",1.36827329947851e-122,0.826147263762659,0.268,0.137,3.49238076958895e-118,"0","ADAM8"
"PRELID1",2.46329678110823e-122,0.630543626511231,0.466,0.312,6.28731870410066e-118,"0","PRELID1"
"MCOLN2",1.69489479262645e-121,0.787812506327068,0.249,0.123,4.32604946869974e-117,"0","MCOLN2"
"CD160",4.40583588791101e-121,0.957338524869522,0.217,0.1,1.12454555203041e-116,"0","CD160"
"KIR2DS4",1.11127576225207e-120,1.52952243515865,0.119,0.036,2.8364202555722e-116,"0","KIR2DS4"
"MYL12A",1.982153310407e-120,0.317468745209587,0.92,0.824,5.05924810948283e-116,"0","MYL12A"
"CDKN2D",4.37304175159847e-120,0.636432011893048,0.439,0.284,1.11617517667799e-115,"0","CDKN2D"
"VCL",6.1011306372758e-119,0.951922022890498,0.207,0.094,1.55725258385828e-114,"0","VCL"
"KIR3DL2",9.65098414212568e-118,0.711891073751824,0.324,0.183,2.46331719243616e-113,"0","KIR3DL2"
"NFIL3",4.77025379989659e-116,1.24884609534717,0.164,0.067,1.2175595798856e-111,"0","NFIL3"
"TLN1",6.25955459967936e-116,0.452525761926808,0.654,0.498,1.59768871602216e-111,"0","TLN1"
"PLAAT4",1.99028402331156e-115,0.413801952449173,0.699,0.536,5.08000094110042e-111,"0","PLAAT4"
"CCL4L2",4.04517163579456e-115,1.5276948329296,0.126,0.042,1.0324896083202e-110,"0","CCL4L2"
"CMKLR1",5.79814055339421e-115,2.13989123503262,0.071,0.012,1.47991739484834e-110,"0","CMKLR1"
"FYN",2.71952145096318e-114,0.304465794598507,0.843,0.704,6.94130655143842e-110,"0","FYN"
"EIF4G3",1.61173974364116e-113,0.701394848833086,0.334,0.196,4.1138045216697e-109,"0","EIF4G3"
"CAP1",1.49664630155841e-111,0.449587379748892,0.664,0.513,3.82004002009769e-107,"0","CAP1"
"MYO6",3.02195201603875e-111,1.11312711391514,0.15,0.058,7.71323032573731e-107,"0","MYO6"
"PPP1R18",3.0318493658285e-111,0.53947394626516,0.489,0.331,7.73849232134066e-107,"0","PPP1R18"
"IKZF3",2.24718292711408e-110,0.490136727622244,0.504,0.34,5.73570970316598e-106,"0","IKZF3"
"LLGL2",2.27751632795207e-110,0.861795609329865,0.228,0.113,5.81313267546486e-106,"0","LLGL2"
"PTPN22",2.78554465518634e-109,0.574674278492247,0.391,0.242,7.1098241778976e-105,"0","PTPN22"
"GNAI2",3.1319561595757e-109,0.371675756964481,0.773,0.636,7.99400490170102e-105,"0","GNAI2"
"S100A11",1.17762498314826e-108,0.666239990101827,0.334,0.196,3.00577000698763e-104,"0","S100A11"
"SGCD",1.71973744194197e-108,0.899832498462787,0.145,0.055,4.3894578468127e-104,"0","SGCD"
"TGFB1",3.77494406278396e-108,0.344362384286015,0.83,0.694,9.63516722584978e-104,"0","TGFB1"
"RGS9",6.94968364086052e-108,1.42718554535091,0.116,0.038,1.77383725249324e-103,"0","RGS9"
"CYRIB",1.10381854812776e-107,0.445015555852105,0.585,0.426,2.8173864622413e-103,"0","CYRIB"
"DBI",5.75278053720702e-107,0.52731107569922,0.506,0.351,1.46833970431672e-102,"0","DBI"
"CAPN2",5.7545069743634e-107,0.505134751823553,0.499,0.34,1.46878036013651e-102,"0","CAPN2"
"DTHD1",1.18201334771521e-106,0.904774635110105,0.184,0.083,3.01697086870829e-102,"0","DTHD1"
"PRR5L",2.60604867106217e-106,0.925443424290328,0.191,0.087,6.6516786280191e-102,"0","PRR5L"
"GTF3C1",1.11257566546579e-105,0.716401689779024,0.316,0.186,2.83973812853488e-101,"0","GTF3C1"
"MIR4435-2HG",1.15023299907604e-105,0.935519577085765,0.2,0.095,2.93585470684168e-101,"0","MIR4435-2HG"
"ENC1",1.97490607768226e-105,0.855306145495415,0.211,0.102,5.04075027267621e-101,"0","ENC1"
"CAPNS1",2.38399944163451e-105,0.537221082715673,0.499,0.348,6.08492017482794e-101,"0","CAPNS1"
"KLRG1",3.22236044762051e-105,0.407055162952508,0.561,0.391,8.2247528065066e-101,"0","KLRG1"
"PIK3AP1",4.06799611913788e-105,0.896656452277948,0.207,0.1,1.03831532944875e-100,"0","PIK3AP1"
"RGS3",5.94497974257999e-105,0.998591380308354,0.181,0.081,1.51739662949612e-100,"0","RGS3"
"PTPRE",9.69030784695626e-105,0.684308272103373,0.29,0.162,2.47335417485712e-100,"0","PTPRE"
"CHST12",9.65819294610561e-104,0.755334338027425,0.26,0.14,2.465157167564e-99,"0","CHST12"
"TMCC3",9.84235155556991e-104,1.3177608485641,0.11,0.035,2.51216181104366e-99,"0","TMCC3"
"ST8SIA6",5.53750081987173e-103,1.54157005020674,0.093,0.026,1.41339170926406e-98,"0","ST8SIA6"
"GAB3",9.68627850969599e-103,0.82688752075223,0.23,0.117,2.4723257268148e-98,"0","GAB3"
"RAB5IF",1.22150100962242e-102,0.604406683329103,0.377,0.237,3.11775917696026e-98,"0","RAB5IF"
"CD3G",5.04056850083997e-102,0.384475930960729,0.74,0.611,1.28655470415439e-97,"0","CD3G"
"MYL12B",7.62757868516531e-102,0.329610769749713,0.817,0.687,1.94686318360159e-97,"0","MYL12B"
"CARD16",1.63483997247533e-101,0.679632610728518,0.32,0.19,4.17276554574603e-97,"0","CARD16"
"MAP3K5",4.15267248405158e-101,0.664947382469674,0.245,0.128,1.05992812482933e-96,"0","MAP3K5"
"UBE2F",5.56148968075707e-101,0.729754393130281,0.285,0.164,1.41951462611643e-96,"0","UBE2F"
"PDIA6",1.88615723696391e-100,0.657883557965552,0.351,0.218,4.81422773162668e-96,"0","PDIA6"
"SUSD1",2.64334448830139e-100,1.07697838655333,0.159,0.068,6.74687247194048e-96,"0","SUSD1"
"CTSD",3.92466130393275e-100,0.530384335096701,0.458,0.313,1.0017305512158e-95,"0","CTSD"
"MAN1A1",4.2795537004613e-100,0.938241131847693,0.183,0.085,1.09231328650574e-95,"0","MAN1A1"
"CD244",5.07446955496312e-100,0.83057030909381,0.226,0.116,1.29520760920879e-95,"0","CD244"
"AUTS2",5.15729844657587e-100,0.788009305665149,0.221,0.112,1.31634885550403e-95,"0","AUTS2"
"SERF2",7.61031669064882e-100,0.244253900550354,0.951,0.877,1.94245723212121e-95,"0","SERF2"
"SYT11",1.26889964441404e-99,0.8689346551479,0.207,0.103,3.23873945240239e-95,"0","SYT11"
"ACAA2",5.05718300501742e-99,0.857427974788629,0.225,0.117,1.29079539020065e-94,"0","ACAA2"
"PSMB9",1.0288334274705e-98,0.405240041635789,0.655,0.501,2.62599444027571e-94,"0","PSMB9"
"LGR6",1.92366002537551e-98,1.26869866711449,0.112,0.038,4.90994984876846e-94,"0","LGR6"
"TRBC2",2.24340642367723e-98,0.36799880896254,0.742,0.59,5.72607055579376e-94,"0","TRBC2"
"BATF",2.60412237952973e-98,1.01133651353429,0.161,0.07,6.64676196151169e-94,"0","BATF"
"ZAP70",4.845478511234e-98,0.417311516038496,0.623,0.475,1.23675993520737e-93,"0","ZAP70"
"ANXA1",5.39210752965854e-98,0.196067929318065,0.661,0.475,1.37628152587004e-93,"0","ANXA1"
"BLOC1S1",1.67460064119147e-97,0.542726036521722,0.435,0.293,4.2742506765771e-93,"0","BLOC1S1"
"EOMES",1.76198997649814e-97,0.722420879090326,0.236,0.124,4.49730321601385e-93,"0","EOMES"
"UBC",1.40331182518846e-96,0.24867234721628,0.967,0.909,3.58181310261104e-92,"0","UBC"
"CASP1",1.444847792824e-96,0.801458193617359,0.236,0.126,3.68782950640399e-92,"0","CASP1"
"ZBP1",1.34727966964069e-95,0.96961997293011,0.161,0.071,3.43879662879091e-91,"0","ZBP1"
"CD58",5.35570736173856e-95,0.909824226070635,0.183,0.087,1.36699074701015e-90,"0","CD58"
"NPC1",9.67637699955476e-95,0.672360900750218,0.269,0.151,2.46979846536636e-90,"0","NPC1"
"CCL3-AS1",2.75724019537972e-94,1.99272514721903,0.073,0.017,7.0375798746872e-90,"0","CCL3-AS1"
"MATK",9.27558394964965e-94,0.426771121718893,0.536,0.378,2.36750004730858e-89,"0","MATK"
"PTP4A2",1.35308608254873e-93,0.327187782683122,0.759,0.619,3.45361691709737e-89,"0","PTP4A2"
"AKAP5",1.80430611157435e-93,1.82701254058492,0.08,0.021,4.60531091918236e-89,"0","AKAP5"
"PPM1L",5.34567494001793e-93,1.00874844669113,0.131,0.052,1.36443007169018e-88,"0","PPM1L"
"PLOD1",1.68456983782243e-92,1.63415602725929,0.082,0.022,4.29969605405798e-88,"0","PLOD1"
"MAPK1",2.28795477455901e-92,0.510545903976157,0.434,0.295,5.83977576658441e-88,"0","MAPK1"
"APOBEC3C",3.21397308803113e-92,0.756401978208465,0.236,0.128,8.20334490989066e-88,"0","APOBEC3C"
"GSAP",6.5607882222747e-92,0.883942179362483,0.164,0.074,1.67457558585339e-87,"0","GSAP"
"LYST",8.05379658033069e-92,0.464910892011895,0.533,0.386,2.05565103916361e-87,"0","LYST"
"ADGRE5",7.53591057713892e-91,0.385601939354232,0.535,0.377,1.92346581570894e-86,"0","ADGRE5"
"EPB41L4A",5.96905037035605e-90,1.50431821693989,0.082,0.023,1.52354041652968e-85,"0","EPB41L4A"
"PGAM1",8.73931576738779e-90,0.531833861617491,0.434,0.297,2.23062295646806e-85,"0","PGAM1"
"PTPRA",9.3716364038236e-90,0.447611273626634,0.521,0.377,2.39201647571194e-85,"0","PTPRA"
"OSTF1",3.07785398156936e-89,0.592996292706186,0.367,0.24,7.85591450255765e-85,"0","OSTF1"
"FOSL2",2.32710782831826e-88,0.623859355824277,0.262,0.148,5.93971002099952e-84,"0","FOSL2"
"IRF1-AS1",5.46335146721866e-88,0.441833284783706,0.483,0.338,1.39446582849289e-83,"0","IRF1-AS1"
"SLA2",6.21831355793099e-88,0.708961311552807,0.251,0.142,1.58716235252631e-83,"0","SLA2"
