"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CORO1A",2.15148845662716e-96,0.366358155466154,0.833,0.726,5.49145913669517e-92,"0","CORO1A"
"PPP1CA",7.3994167554442e-96,0.477675095978935,0.573,0.416,1.88862713265958e-91,"0","PPP1CA"
"CD247",1.59305705698246e-94,0.333828007349201,0.877,0.769,4.06611883224203e-90,"0","CD247"
"RAP1GAP2",1.80226947853489e-94,0.630471772478144,0.374,0.239,4.60011261701246e-90,"0","RAP1GAP2"
"KLF2",2.06105187418176e-94,0.293049096398071,0.857,0.719,5.26062880366152e-90,"0","KLF2"
"CTSW",1.18825980368676e-92,0.298959379771882,0.904,0.824,3.03291432293008e-88,"0","CTSW"
"CD3D",5.82407124994704e-92,0.350762017296066,0.813,0.696,1.48653594583648e-87,"0","CD3D"
"LCP1",7.42804021145107e-92,0.338005957298841,0.86,0.766,1.89593298357077e-87,"0","LCP1"
"TRGV8",2.56865639998752e-89,1.57261651949987,0.122,0.052,6.55623859532813e-85,"0","TRGV8"
"GNPTAB",5.71176877882248e-89,0.632456206528965,0.35,0.221,1.45787186310665e-84,"0","GNPTAB"
"GZMA",7.92765311487594e-87,0.321206249572851,0.836,0.716,2.02345418104093e-82,"0","GZMA"
"TXNIP",5.98667809475015e-86,0.236917486410768,0.987,0.939,1.52803971690403e-81,"0","TXNIP"
"ITGAX",1.72056809116901e-85,1.82895944796666,0.063,0.018,4.39157799589977e-81,"0","ITGAX"
"SELPLG",7.59299907526302e-85,0.476125511644287,0.524,0.38,1.93803708397013e-80,"0","SELPLG"
"ABHD17A",1.97629198600189e-84,0.388107803953445,0.708,0.574,5.04428766507122e-80,"0","ABHD17A"
"CAP1",1.39638187496416e-83,0.439321932140932,0.608,0.466,3.56412509765853e-79,"0","CAP1"
"CD99",9.51485647492251e-83,0.293659052172569,0.851,0.739,2.42857196665922e-78,"0","CD99"
"S100A6",2.46015171702481e-82,0.293896485291314,0.894,0.815,6.27929124253413e-78,"0","S100A6"
"DYNLL1",6.8024028522806e-82,0.770809410264951,0.246,0.144,1.7362453040161e-77,"0","DYNLL1"
"MYO1G",1.39959777168536e-81,0.520330287003724,0.436,0.301,3.5723333524497e-77,"0","MYO1G"
"FGR",1.76971998797104e-80,0.635344069204464,0.297,0.182,4.51703329729727e-76,"0","FGR"
"CTBP2",1.93648814337394e-80,1.12796818533099,0.118,0.051,4.94269233714764e-76,"0","CTBP2"
"CYBA",2.57603596330675e-80,0.264459177650372,0.92,0.833,6.57507419274414e-76,"0","CYBA"
"ANKRD20A11P",3.44704732370027e-80,1.03514251187601,0.134,0.062,8.79824358901256e-76,"0","ANKRD20A11P"
"SPN",6.17228720748752e-80,0.474702927007935,0.505,0.37,1.57541458683911e-75,"0","SPN"
"SIGLEC17P",1.15412980893651e-79,0.968866159146383,0.162,0.081,2.94580092432955e-75,"0","SIGLEC17P"
"MTSS1",2.59165410617386e-79,0.931851583879686,0.156,0.077,6.61493794059815e-75,"0","MTSS1"
"CMKLR1",4.65178998064292e-79,1.9735970800878,0.045,0.01,1.1873228746593e-74,"0","CMKLR1"
"CTSC",3.48855830992031e-78,0.462156500212077,0.5,0.361,8.90419623024061e-74,"0","CTSC"
"CLIC3",1.58882060711007e-76,0.783806661424997,0.239,0.141,4.05530571758773e-72,"0","CLIC3"
"ITGAL",4.63202087434344e-76,0.411055299891225,0.557,0.412,1.18227700796742e-71,"0","ITGAL"
"CEP78",3.31241588372607e-75,0.893692609767531,0.168,0.088,8.45461030162242e-71,"0","CEP78"
"SYNGR1",6.39321052207514e-75,1.28357622071282,0.088,0.034,1.63180305365446e-70,"0","SYNGR1"
"ST8SIA6",1.68981845641359e-74,1.56113743526869,0.066,0.022,4.31309262815004e-70,"0","ST8SIA6"
"ITGB7",5.22828994142357e-74,0.543902962930885,0.383,0.262,1.33446872464895e-69,"0","ITGB7"
"DOCK5",1.77148114236692e-72,1.4699757914917,0.074,0.026,4.52152846777733e-68,"0","DOCK5"
"SLCO4C1",6.08017031862254e-72,1.21830716636214,0.092,0.037,1.55190267212522e-67,"0","SLCO4C1"
"TBX21",7.41290611188214e-71,0.481238841781433,0.446,0.318,1.8920701559968e-66,"0","TBX21"
"TSHZ3",1.15788306493694e-70,1.8739691520461,0.045,0.011,2.95538073494505e-66,"0","TSHZ3"
"MSN",1.67045176013912e-70,0.327292252114064,0.781,0.667,4.26366107257908e-66,"0","MSN"
"NCAM1",1.75328059755353e-70,1.18311036872006,0.104,0.045,4.47507339719563e-66,"0","NCAM1"
"APOBEC3G",4.26721034388154e-70,0.53895170009514,0.365,0.247,1.08916276817232e-65,"0","APOBEC3G"
"HLA-A",4.06589356687598e-69,0.134929038844843,1,0.997,1.03777867400943e-64,"0","HLA-A"
"ARL6IP5",4.71680072460238e-69,0.396427040402662,0.581,0.447,1.20391621694751e-64,"0","ARL6IP5"
"TRDC",7.2547496106779e-69,0.484542585421133,0.457,0.332,1.85170229062943e-64,"0","TRDC"
"LY6E",3.1419698727157e-67,0.346057972882728,0.693,0.566,8.01956390311955e-63,"0","LY6E"
"PLAC8",6.20821923999466e-67,0.455284596619546,0.451,0.327,1.58458587881624e-62,"0","PLAC8"
"ERBB2",7.43206655644418e-67,1.80384108287414,0.047,0.013,1.89696066786681e-62,"0","ERBB2"
"ABI3",9.95679635495777e-67,0.66183590584902,0.236,0.143,2.54137270163942e-62,"0","ABI3"
"PTPN6",1.07306822059777e-66,0.581404976565674,0.327,0.22,2.73889932625376e-62,"0","PTPN6"
"RAP1B",1.44093196280851e-66,0.317348155584692,0.761,0.638,3.67783474187244e-62,"0","RAP1B"
"HCST",1.48589103774224e-66,0.238159028787532,0.917,0.847,3.7925882847333e-62,"0","HCST"
"DOK2",2.26073665188289e-65,0.546222104079667,0.331,0.22,5.7703042302659e-61,"0","DOK2"
"PRSS30P",6.04667863381182e-65,0.879519211574343,0.141,0.072,1.54335425449413e-60,"0","PRSS30P"
"LAIR1",6.19951689702003e-65,0.718787253774781,0.192,0.109,1.58236469279539e-60,"0","LAIR1"
"TYROBP",1.91651973770464e-64,0.467624047466509,0.44,0.325,4.89172497851731e-60,"0","TYROBP"
"OSTF1",6.44962911930048e-64,0.484710045033577,0.393,0.275,1.64620333641025e-59,"0","OSTF1"
"PYHIN1",1.11121276827145e-63,0.369305107310302,0.579,0.449,2.83625946973606e-59,"0","PYHIN1"
"TGFBR3",1.86182148635873e-63,0.351455016280945,0.636,0.495,4.75211316178202e-59,"0","TGFBR3"
"PTPN18",2.64345516572334e-63,0.579920156912599,0.268,0.169,6.74715496499224e-59,"0","PTPN18"
"VASP",4.89334064734558e-63,0.620977143648202,0.264,0.167,1.24897626682849e-58,"0","VASP"
"CD8A",8.40406835539277e-63,1.06361129271232,0.103,0.047,2.14505440703045e-58,"0","CD8A"
"S100A11",9.06613897637371e-63,0.467475333536497,0.406,0.289,2.31404131232963e-58,"0","S100A11"
"GLIPR2",1.91492712540882e-62,0.578817065975437,0.296,0.194,4.88765999489348e-58,"0","GLIPR2"
"CALM1",1.03154010687355e-60,0.200886525963779,0.96,0.909,2.63290296878404e-56,"0","CALM1"
"PTGDS",4.23829149915084e-60,1.46324205760874,0.108,0.052,1.08178152224326e-55,"0","PTGDS"
"ANXA2",5.98586847115839e-60,0.566261350713389,0.304,0.203,1.52783306857847e-55,"0","ANXA2"
"TUBB",9.69859737901877e-60,0.464709227034627,0.395,0.282,2.47546999502075e-55,"0","TUBB"
"LSP1",1.39698151453381e-59,0.285631229143009,0.791,0.682,3.56565561769611e-55,"0","LSP1"
"DBI",5.55875535574666e-59,0.455510741856918,0.416,0.299,1.41881671700078e-54,"0","DBI"
"KIR3DL1",3.35633588735764e-58,1.20181602873937,0.082,0.035,8.56671171889163e-54,"0","KIR3DL1"
"CD320",4.79976050501547e-57,0.622151346223286,0.245,0.156,1.22509087130015e-52,"0","CD320"
"PSMB9",8.04224776869244e-57,0.339729879431278,0.601,0.477,2.05270332048106e-52,"0","PSMB9"
"SSBP3",1.47329422247721e-56,0.541023082584052,0.277,0.182,3.76043617345083e-52,"0","SSBP3"
"RGS9",4.06230039790404e-56,1.01519141211411,0.098,0.046,1.03686155356103e-51,"0","RGS9"
"CAPNS1",1.04151777704741e-55,0.40979450626039,0.455,0.337,2.65836997413581e-51,"0","CAPNS1"
"CYFIP2",1.27570494485933e-55,0.360210518116202,0.594,0.473,3.25610930125895e-51,"0","CYFIP2"
"OSBPL5",1.36008333555906e-55,0.787425441511375,0.144,0.079,3.47147670568095e-51,"0","OSBPL5"
"EMP3",1.71896649374527e-55,0.259959694188646,0.785,0.679,4.38749007863543e-51,"0","EMP3"
"GNAI2",2.52041185395363e-54,0.311403125708021,0.677,0.555,6.43309921603123e-50,"0","GNAI2"
"STING1",3.12772695487591e-54,0.649757786936383,0.195,0.118,7.98321027962527e-50,"0","STING1"
"IL2RG",1.75285327806851e-53,0.258182993555558,0.819,0.723,4.47398270694208e-49,"0","IL2RG"
"ACTR3",2.34876127318651e-53,0.406450953537535,0.487,0.377,5.99497827368125e-49,"0","ACTR3"
"S1PR5",2.45815431650412e-53,0.383142869554517,0.429,0.314,6.27419307744512e-49,"0","S1PR5"
"C12orf75",5.96396497779798e-53,0.420714176911903,0.417,0.305,1.52224242093316e-48,"0","C12orf75"
"PLOD1",1.34852596252237e-52,1.29146338486353,0.066,0.026,3.44197766674208e-48,"0","PLOD1"
"IGF2R",2.5158489883223e-52,0.397649653186348,0.469,0.354,6.42145295779385e-48,"0","IGF2R"
"TUBA1B",3.28469434715701e-52,0.405449617985771,0.384,0.276,8.38385385168354e-48,"0","TUBA1B"
"MYH9",5.49177429604081e-52,0.251959060071912,0.831,0.733,1.40172047132146e-47,"0","MYH9"
"PPP1R18",7.40505016591655e-52,0.442460991310306,0.372,0.268,1.89006500434854e-47,"0","PPP1R18"
"ARPC5",1.99980805108097e-51,0.390790833192086,0.465,0.352,5.10431006957907e-47,"0","ARPC5"
"WDR1",3.01690351245166e-51,0.454068231047148,0.39,0.285,7.70034452518162e-47,"0","WDR1"
"AK5",1.21273298733252e-50,1.67288011171019,0.039,0.011,3.09537967686754e-46,"0","AK5"
"GIMAP7",1.64201483068882e-50,0.32452107602424,0.524,0.406,4.19107865385015e-46,"0","GIMAP7"
"MYL12B",2.06022125017254e-50,0.267167954219753,0.747,0.641,5.2585087189404e-46,"0","MYL12B"
"ARPC1B",3.12171608457533e-50,0.325961060497055,0.605,0.493,7.96786813427006e-46,"0","ARPC1B"
"CD63",5.33366394913558e-50,0.451024507868033,0.366,0.263,1.36136438637737e-45,"0","CD63"
"SUN2",6.77964931783386e-50,0.276246909133989,0.71,0.595,1.73043769188392e-45,"0","SUN2"
"CDK2AP2",7.01966914535508e-50,0.471730221009364,0.292,0.199,1.79170035266043e-45,"0","CDK2AP2"
"RHOA",1.86625002685049e-49,0.290222008165129,0.708,0.599,4.7634165685332e-45,"0","RHOA"
"BIN2",4.97968643694704e-49,0.27423744589645,0.682,0.561,1.27101516616636e-44,"0","BIN2"
"SSBP4",3.64686305037395e-48,0.384264421062048,0.41,0.303,9.30825324977446e-44,"0","SSBP4"
"IQGAP1",1.04076686709776e-47,0.307354966612324,0.621,0.505,2.65645335158033e-43,"0","IQGAP1"
"CAPZB",1.05069844927812e-47,0.305657378510592,0.614,0.497,2.68180272193748e-43,"0","CAPZB"
"TBC1D10C",1.16258188743029e-46,0.370866308594701,0.433,0.325,2.96737400947706e-42,"0","TBC1D10C"
"KIR2DL3",1.33182307108667e-46,1.45202790447139,0.046,0.016,3.39934520664162e-42,"0","KIR2DL3"
"SASH3",1.46862401826e-46,0.480918846384964,0.314,0.222,3.74851594420681e-42,"0","SASH3"
"TPST2",1.53598635224428e-46,0.353250475152484,0.439,0.33,3.92045156546829e-42,"0","TPST2"
"LAT",6.33524454314643e-46,0.356665607774748,0.467,0.356,1.61700781719269e-41,"0","LAT"
"SH3BP5",7.49555323506611e-46,0.482988486019094,0.268,0.182,1.91316500771827e-41,"0","SH3BP5"
"ZAP70",1.50310034419216e-45,0.314637503049612,0.54,0.426,3.83651331851607e-41,"0","ZAP70"
"HSPA8",2.07660592924865e-45,0.244594296147933,0.784,0.693,5.30032897381426e-41,"0","HSPA8"
"TLN1",3.97894224715164e-45,0.291071937454086,0.62,0.511,1.01558521916298e-40,"0","TLN1"
"GIMAP4",9.16045545865808e-45,0.325487287254093,0.469,0.359,2.33811465126789e-40,"0","GIMAP4"
"KLRK1",1.02756196894117e-44,0.251522574845532,0.748,0.64,2.62274916952545e-40,"0","KLRK1"
"TRD-AS1",1.8822443830586e-44,0.537353471339605,0.262,0.181,4.80424056331877e-40,"0","TRD-AS1"
"CXCR2",4.36402150162622e-44,1.6616800818152,0.031,0.009,1.11387284807508e-39,"0","CXCR2"
"DIP2A",6.4889496201937e-44,0.424720049041066,0.394,0.298,1.65623950105824e-39,"0","DIP2A"
"CSK",1.16576654217274e-43,0.371951999623135,0.396,0.296,2.9755025222417e-39,"0","CSK"
"PPM1L",1.19008675510063e-43,0.971361357664554,0.087,0.043,3.03757743371885e-39,"0","PPM1L"
"ARHGAP30",1.68304952331186e-43,0.332697288561701,0.454,0.349,4.29581560330119e-39,"0","ARHGAP30"
"ATP10A",2.26041069344351e-43,0.904800258799488,0.098,0.051,5.76947225394523e-39,"0","ATP10A"
"SCP2",3.04020868271834e-43,0.438279488741758,0.321,0.231,7.7598286417703e-39,"0","SCP2"
"ZYX",4.69426732700345e-43,0.397384002447156,0.363,0.268,1.19816479254436e-38,"0","ZYX"
"FNDC3B",7.88592732257356e-42,0.546156045083783,0.211,0.14,2.01280408981368e-37,"0","FNDC3B"
"RHOC",1.24602266887123e-41,0.42123710985264,0.318,0.228,3.18034826002693e-37,"0","RHOC"
"PLEKHF1",1.42798310972984e-41,0.604360301015408,0.164,0.101,3.64478408927444e-37,"0","PLEKHF1"
"TPM3",2.07720105873499e-41,0.2142503426613,0.842,0.761,5.30184798231519e-37,"0","TPM3"
"ENO1",7.98951426609604e-41,0.329396545985879,0.488,0.384,2.03924362127835e-36,"0","ENO1"
"TRG-AS1",1.05883197752876e-40,0.386890513309984,0.406,0.311,2.7025627394444e-36,"0","TRG-AS1"
"TGFBR1",1.13917604960262e-40,0.55050943103558,0.223,0.152,2.90763294900574e-36,"0","TGFBR1"
"MIR4435-2HG",4.09621697970832e-40,0.568934711587531,0.194,0.127,1.04551842190075e-35,"0","MIR4435-2HG"
"SLC1A7",6.77977736424118e-40,1.63537167419447,0.032,0.01,1.73047037444892e-35,"0","SLC1A7"
"CISD3",8.08648530359102e-40,0.52820339405977,0.19,0.122,2.06399450888857e-35,"0","CISD3"
"TPM4",1.59942095355609e-39,0.52710421756116,0.249,0.174,4.08236204185655e-35,"0","TPM4"
"ARPC4",4.50248298114729e-39,0.327756853188524,0.462,0.362,1.14921375610803e-34,"0","ARPC4"
"DHRS7",7.15656202998097e-39,0.344493094720042,0.413,0.315,1.82664089253234e-34,"0","DHRS7"
"KLRC1",1.34123812757578e-38,0.347661257643516,0.406,0.313,3.42337619682442e-34,"0","KLRC1"
"RASSF4",1.83801717447452e-38,1.39555492227393,0.036,0.012,4.69135503612877e-34,"0","RASSF4"
"TM4SF19",2.31584582739649e-38,1.32146575170186,0.037,0.013,5.91096488984681e-34,"0","TM4SF19"
"ARHGEF3",2.62491517421807e-38,0.363420044103995,0.38,0.287,6.69983349067419e-34,"0","ARHGEF3"
"NDUFB7",3.39562989101309e-38,0.37388114592803,0.341,0.252,8.66700573382182e-34,"0","NDUFB7"
"HLA-E",3.94043766303714e-38,0.124584882691337,0.989,0.973,1.0057573091136e-33,"0","HLA-E"
"PTPRC",8.89132697635127e-38,0.130448865293856,0.985,0.958,2.2694222974439e-33,"0","PTPRC"
"APMAP",1.11451102683637e-37,0.307309262365647,0.473,0.369,2.84467794489714e-33,"0","APMAP"
"CD244",1.51384339084278e-37,0.646455910193489,0.125,0.073,3.8639338707871e-33,"0","CD244"
"ALOX5AP",1.56247611759568e-37,0.366090245602834,0.411,0.321,3.98806404255122e-33,"0","ALOX5AP"
"THEMIS2",1.88973005921175e-37,0.628724108598053,0.132,0.079,4.82334700313207e-33,"0","THEMIS2"
"TRBC2",2.43111201288488e-37,0.259389598509812,0.583,0.481,6.20517030168736e-33,"0","TRBC2"
"RAP2A",2.59892860953484e-37,0.86362563268653,0.088,0.046,6.63350538297671e-33,"0","RAP2A"
"PTGER2",3.00505918034252e-37,0.496519455226226,0.217,0.148,7.67011305190626e-33,"0","PTGER2"
"UBE2F",3.05150061040084e-37,0.421581679241868,0.268,0.189,7.78865015798711e-33,"0","UBE2F"
"APOBEC3C",3.47632730897869e-37,0.505625226237444,0.2,0.134,8.8729778234372e-33,"0","APOBEC3C"
"B3GAT1",3.80723001382187e-37,1.98408583213828,0.019,0.004,9.71757388727895e-33,"0","B3GAT1"
"EIF4G3",5.12049778514914e-37,0.456054752645507,0.267,0.192,1.30695585468147e-32,"0","EIF4G3"
"FUT11",9.00639878974367e-37,0.545313842537133,0.166,0.106,2.29879322709417e-32,"0","FUT11"
"PALLD",1.73743441230451e-36,1.62203899901711,0.031,0.01,4.43462759396604e-32,"0","PALLD"
"SAMHD1",1.87476508185527e-36,0.270652880599028,0.543,0.442,4.7851503949274e-32,"0","SAMHD1"
"TSPAN2",1.88514405576467e-36,1.19485628245547,0.048,0.02,4.81164168793375e-32,"0","TSPAN2"
"KIR2DS4",2.08246213183385e-36,1.04308831168035,0.064,0.03,5.31527634529271e-32,"0","KIR2DS4"
"PSMB10",2.60125013227597e-36,0.32044295442422,0.401,0.306,6.63943083762119e-32,"0","PSMB10"
"MLC1",8.11774834178366e-36,1.49758230244097,0.031,0.01,2.07197408675686e-31,"0","MLC1"
"TLE5",2.16666834391701e-35,0.165075480025803,0.9,0.838,5.53020428101378e-31,"0","TLE5"
"TADA3",2.37066548277207e-35,0.487493922675299,0.192,0.128,6.05088657822742e-31,"0","TADA3"
"TFEB",2.58736186190893e-35,0.818405434830914,0.084,0.045,6.60398241633635e-31,"0","TFEB"
"SUSD1",2.82390607350203e-35,0.652822257574993,0.128,0.078,7.20773786200658e-31,"0","SUSD1"
"GFOD1",6.06595561411932e-35,1.27454775621972,0.039,0.015,1.54827451094782e-30,"0","GFOD1"
"FCRL3",2.49125960821755e-34,0.458863591962392,0.228,0.159,6.35869102401446e-30,"0","FCRL3"
"SYNE1",2.84787986868785e-34,0.217967524903678,0.729,0.623,7.26892857683886e-30,"0","SYNE1"
"LNPEP",4.28605795809826e-34,0.316886469919184,0.428,0.335,1.093973433225e-29,"0","LNPEP"
"AGTRAP",5.13174491989501e-34,0.502716790057119,0.197,0.133,1.309826573354e-29,"0","AGTRAP"
"PLAAT4",1.16601037842735e-33,0.246748203870906,0.608,0.507,2.97612488989797e-29,"0","PLAAT4"
"APBB1IP",3.71819752566796e-33,0.253718628546728,0.556,0.457,9.49032736451489e-29,"0","APBB1IP"
"PTP4A2",3.84829170983337e-33,0.224617333167858,0.677,0.577,9.8223797601787e-29,"0","PTP4A2"
"CD2",4.47473450423805e-33,0.312935890404854,0.438,0.346,1.14213123486172e-28,"0","CD2"
"ATP6V0E1",4.76236692847863e-33,0.307766771622427,0.443,0.352,1.21554653482489e-28,"0","ATP6V0E1"
"HLA-DPB1",8.86853774806958e-33,0.259934864232188,0.452,0.355,2.26360557481728e-28,"0","HLA-DPB1"
"PKN1",1.1519167578375e-32,0.309194387813861,0.361,0.273,2.94015233270444e-28,"0","PKN1"
"CD53",1.86018687708279e-32,0.248468175157437,0.608,0.513,4.74794098506611e-28,"0","CD53"
"ARHGEF12",2.98324615175457e-32,0.893797018301599,0.084,0.046,7.61443747773837e-28,"0","ARHGEF12"
"STMN1",5.98878722463562e-32,0.493043406458111,0.148,0.094,1.528578051216e-27,"0","STMN1"
"ARHGDIB",6.11316564882158e-32,0.155740225080208,0.904,0.844,1.56032440020522e-27,"0","ARHGDIB"
"MACF1",6.56625780283832e-32,0.224612322077131,0.636,0.53,1.67597164159645e-27,"0","MACF1"
"C1orf21",7.16569977321244e-32,0.299848211872438,0.366,0.278,1.82897321011474e-27,"0","C1orf21"
"CCND3",7.21521656656917e-32,0.230129779387648,0.669,0.566,1.84161187645112e-27,"0","CCND3"
"NDUFA12",7.22058989489057e-32,0.365317261155716,0.284,0.208,1.84298336477187e-27,"0","NDUFA12"
"GZMM",7.33640960535284e-32,0.203718686684243,0.746,0.651,1.87254518767026e-27,"0","GZMM"
"LCK",9.53119050643684e-32,0.2393340336707,0.598,0.496,2.43274106486294e-27,"0","LCK"
"TPI1",1.16747467076582e-31,0.266561576954023,0.451,0.355,2.97986234966269e-27,"0","TPI1"
"CRIP1",1.86857955753112e-31,0.211735882620341,0.769,0.679,4.76936246264243e-27,"0","CRIP1"
"STK10",2.04729853227551e-31,0.268289173074001,0.55,0.46,5.22552477378001e-27,"0","STK10"
"PLEKHG3",3.45545080644802e-31,0.474267198244387,0.185,0.126,8.81969263837793e-27,"0","PLEKHG3"
"TFAP2E-AS1",3.59662873419287e-31,0.680303007881141,0.099,0.057,9.18003518115388e-27,"0","TFAP2E-AS1"
"PRELID1",7.85079101525784e-31,0.326683366905708,0.353,0.271,2.00383589873441e-26,"0","PRELID1"
"CASP1",7.96929664095873e-31,0.365510223931332,0.27,0.198,2.03408327463831e-26,"0","CASP1"
"PYCARD",9.9608606032329e-31,0.511876586383055,0.167,0.111,2.54241006036916e-26,"0","PYCARD"
